evaluation_status	missing_evidence	chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_observed_fraction	rrbs_observed_bp	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_5prime_clearance	gene_dense_clearance_old_bodydist	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
excluded	repeat_content;conservation;TAD_assignment	NC_051810.1	50658944	50727578	68634	convergent	LOC119872255	LOC119872463	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9452424897732329	0.25866666666666666	0.9640735946699976	0.365	0.05051090716070363	1.0	79.22661878707561	0.03423958970772503	2350	19.267598167542488	0	1302385	1453352	25241	5650	0.6507	0.5053	0.393	0.1937	0.0901	0.3666	26.5
excluded	repeat_content;conservation	NC_051810.1	54055016	54116812	61796	convergent	LOC111096377	LOC111096379	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9862204656637643	0.43766666666666665	0.9935178863555193	0.48333333333333334	0.051892264079286515	0.0	75.98006172333308	0.07256133083047446	4484	21.122009842212382	64086	2090247	522336	348329	18449	0.5123	0.885	0.5553	0.095	0.4176	0.4931	65.3
excluded	repeat_content;conservation	NC_051810.1	54185278	54253504	68226	convergent	LOC119872358	LOC119876387	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9638015944538829	0.34833333333333333	0.964966609787941	0.36866666666666664	0.05060929180336382	1.0	76.44490248756071	0.08281300384017823	5650	17.58406247641589	44391	2223724	388859	211637	47129	0.6377	0.5053	0.532	0.328	0.323	0.4652	54.7
excluded	repeat_content;conservation	NC_051810.1	65303098	65376045	72947	convergent	LOC102151889	LOC111096431	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.945437488172184	0.25933333333333336	0.9513587460443378	0.30433333333333334	0.05018288097456625	1.0	75.44941728326339	0.05414890262793535	3950	21.76283391662266	535429	10132612	2352656	988869	6825	0.696	0.5053	0.583	0.07	0.9781	0.5665	84.4
excluded	repeat_content;conservation;TAD_assignment	NC_051810.1	68878658	68947141	68483	convergent	LOC102152406	IFI44	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9735390639110845	0.3883333333333333	0.9412096358135342	0.254	0.05124179117417635	17.0	79.20339629763649	0.0613290889709855	4200	17.11103798259388	0	6559284	550948	16261	5168	0.5723	0.2783	0.3943	0.3713	0.0901	0.3413	16.7
excluded	repeat_content;conservation	NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0485453883596376	0.6313333333333333	1.0243505762526801	0.5883333333333334	0.0537747293197738	1.0	85.12874171575827	0.34178437050607724	17350	13.05047683429001	179861	1188895	52583	17294	11458	0.3923	0.5053	0.128	0.7533	0.7737	0.5105	70.7
excluded	repeat_content;conservation	NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0303719648349798	0.575	1.0414582146586704	0.629	0.05274690164943769	1.0	74.29926532156327	0.08071376288353875	4080	18.65501586928567	320606	3713246	201255	175980	28037	0.4493	0.5053	0.6303	0.2393	0.9197	0.5488	81.3
excluded	repeat_content;conservation	NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0790280824893193	0.6956666666666667	1.1527404877584582	0.7953333333333333	0.056428430687474426	9.0	72.66101707607866	0.06256407163963094	4150	18.388192882140476	71839	6916475	534647	7824	7824	0.2847	0.3503	0.6827	0.26	0.4487	0.4053	39.5
passes_recorded_checks		NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	False	False	False	False	False	False	False	False	False	False	False	29.94	False	4.01352	False	False	False	1.030247928481918	0.5743333333333334	1.0432953542612493	0.6323333333333333	0.053111890528205745	3.0	84.70850296020508	0.061614294516327786	3500	16.77547710499865	103892	5098528	528189	92704	25228	0.432	0.4403	0.141	0.403	0.5756	0.3984	37.1
excluded	repeat_content;conservation	NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.973993557872687	0.3893333333333333	0.9328043261542917	0.214	0.050695519293522916	11.0	78.04728790918986	0.04307992762572159	3000	22.522206514309612	27305	415374	1217408	52290	5449	0.628	0.3303	0.4507	0.0487	0.2376	0.339	15.8
excluded		NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	True	False	False	False	False	False	False	False	False	False	False	43.31	False	4.32162	False	True	False	0.9890434852501142	0.446	0.9964820795982741	0.496	0.05223634546452031	13.0	81.44219051707874	0.03916318945014882	2750	14.095475240187211	91649	655224	407488	82137	79754	0.4857	0.3137	0.2813	0.6623	0.5313	0.4549	52.3
excluded	repeat_content;conservation	NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	False	False	True	False		False		True	False	False	1.1152279415876971	0.754	1.036421068070829	0.6173333333333333	0.0584347282971235	17.0	84.70894554778413	0.11674041177527063	7150	13.962993051404151	991	676467	379963	56528	14394	0.2333	0.2783	0.141	0.675	0.0901	0.2836	2.8
excluded		NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	True	False	False	False	False	False	False	False	False	False	False	29.76	False	4.31966	False	True	False	0.9382234176872568	0.22366666666666668	0.9310880541011691	0.203	0.04991846314291646	0.0	66.4462444081026	0.030289532293986638	1700	23.185036288367378	501017	5140880	1719514	466947	70063	0.7297	0.885	0.8127	0.036	0.9739	0.6874	97.0
excluded	repeat_content;conservation	NC_051811.1	54309697	54360521	50824	convergent	LOC106559055	GALNT1	True	True	False	False	False	True	False	True	False	True	False		False		False	False	False	1.0697918302986016	0.6783333333333333	1.0148722437933086	0.5616666666666666	0.05616903192926314	26.0	76.83892551315165	0.10526522902565717	5350	16.457198156866916	10109	102265	327506	255	76093	0.292	0.224	0.5137	0.438	0.1477	0.3231	11.9
excluded	repeat_content;conservation	NC_051811.1	57734073	57792841	58768	convergent	TRAPPC8	LOC111096784	True	True	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9941365475885114	0.4633333333333333	1.0300006861165165	0.6033333333333334	0.05109746981015877	9.0	77.14416193317723	0.06295943370541791	3700	14.983068221654648	13457	3530613	203636	41712	41712	0.5877	0.3503	0.5013	0.5777	0.1644	0.4363	46.9
excluded	repeat_content;conservation	NC_051811.1	59853346	59916313	62967	convergent	NA	LOC612611	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.9211342686157543	0.13366666666666666	0.9344596430909201	0.22233333333333333	0.04856690109320563	1.0	80.01161251897398	0.03652706973494053	2300	16.752182852837347	84829	5651985	870069	838585	100	0.9007	0.5053	0.351	0.4057	0.5036	0.5333	77.7
excluded	repeat_content;conservation	NC_051811.1	62263653	62326266	62613	convergent	KCTD1	TAF4B	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0616161412873788	0.6606666666666666	1.0691212114885449	0.6836666666666666	0.05465294323118513	4.0	76.00353513203615	0.11259642566240238	7050	17.341687583431757	80041	3984184	245549	125797	13807	0.354	0.42	0.5543	0.348	0.487	0.4327	45.6
excluded	repeat_content;conservation	NC_051811.1	69954234	70019343	65109	convergent	MYL12B	LOC106559068	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	1.0058619609285844	0.5046666666666667	0.9787452084997006	0.4266666666666667	0.05254956691617453	25.0	84.4368105281483	0.08447372867038351	5500	17.198745058642494	36788	3704499	112030	15813	21136	0.4647	0.2273	0.1523	0.3603	0.2835	0.2976	5.4
excluded	repeat_content;conservation	NC_051811.1	72146896	72199972	53076	convergent	LOC111096813	LOC111096814	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	1.0190262915998218	0.544	0.9949250184804201	0.491	0.05346570116835839	1.0	80.04870883169629	0.09891476373502148	5250	15.977779839833577	126566	5891145	113888	87350	19373	0.409	0.5053	0.3493	0.4847	0.6506	0.4798	60.3
excluded	repeat_content;conservation	NC_051811.1	77245369	77305935	60566	convergent	NA	LOC111096922	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9378177651120785	0.22066666666666668	0.9246671613904296	0.16933333333333334	0.049276647786118	1.0	83.38525379058821	0.029405937324571543	1781	13.357460555712676	124348	10993363	945218	129866	100	0.8197	0.5053	0.1977	0.723	0.6447	0.5781	85.9
excluded	repeat_content;conservation;TAD_assignment	NC_051811.1	80890788	80943582	52794	convergent	MAPK4	LOC100688129	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	1.0094978926039697	0.52	0.9470797518167985	0.2846666666666667	0.052193748884952984	1.0	78.58095843360702	0.12524150471644505	6612	18.51648300103467	92185	14634896	268243	148632	24106	0.4883	0.5053	0.428	0.2497	0.535	0.4413	47.9
excluded	repeat_content;conservation;TAD_assignment	NC_051812.1	52431	118675	66244	convergent	LOC119872972	LOC119872973	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.8560495331122191	0.018666666666666668	0.931517221904296	0.206	0.04528039638995316	1.0	76.92139251143844	0.04075840830867701	2700	16.412533944652928	864447	3659103	214085	14098	574	0.9787	0.5053	0.5103	0.4413	0.9931	0.6857	96.5
excluded	repeat_content;conservation;TAD_assignment	NC_051812.1	788172	845815	57643	convergent	LOC490585	OR4L1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9313338147531596	0.18833333333333332	0.9823913578038221	0.44266666666666665	0.04875844229515129	1.0	68.25411084872573	0.058116336762486336	3350	23.80992352090231	133007	2927663	321290	939	34939	0.8793	0.5053	0.7787	0.0257	0.6703	0.5719	84.6
excluded	repeat_content;conservation;TAD_assignment	NC_051812.1	5172690	5239184	66494	convergent	LOC119873153	LOC608162	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9757156546788187	0.3953333333333333	0.9834356987647712	0.44733333333333336	0.05059412519468372	1.0	79.48370924450103	0.06316359370770296	4200	19.33174980128253	0	1433014	785611	936	184419	0.6397	0.5053	0.3753	0.19	0.0901	0.3601	23.2
excluded		NC_051812.1	5534832	5600865	66033	convergent	LOC111097200	LOC119872981	True	False	False	False	False	False	False	False	False	False	False	37.48	True	7.07716	False	True	False	0.9608866421485718	0.33666666666666667	0.9681040176462024	0.38266666666666665	0.05025035422461947	1.0	80.3946179084058	0.04013144942680175	2650	13.726457715034485	342848	1794925	660041	294712	57388	0.6853	0.5053	0.3303	0.6947	0.9309	0.6293	93.1
excluded	repeat_content;conservation	NC_051812.1	6167980	6227889	59909	convergent	LOC119872983	NOVA1	True	False	False	True	False	False	True	False	False	True	False		False		True	True	False	0.946538479809478	0.2633333333333333	0.975276650583744	0.4156666666666667	0.050323957820144836	1.0	78.05094879323786	0.03672236224941161	2200	22.70115093562914	97934	2425011	29955	149563	150437	0.677	0.5053	0.4507	0.0463	0.554	0.4467	49.5
excluded	repeat_content;conservation	NC_051812.1	8640791	8694857	54066	convergent	LOC111096975	LOC102154002	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	0.9445059084013185	0.25366666666666665	0.9638311923608184	0.36466666666666664	0.04998909541922783	1.0	72.96474732293024	0.033292642326045944	1800	21.515941734313966	467824	4894901	286462	261907	44373	0.7187	0.5053	0.6723	0.0783	0.9682	0.5886	87.2
excluded	repeat_content;conservation	NC_051812.1	10610167	10663583	53416	convergent	LOC102155565	HEATR5A	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.994053195663755	0.463	0.9738930132612587	0.412	0.051180929729766136	16.0	86.0206140744484	0.11045379661524637	5900	15.07741501687587	11875	6863952	655989	15455	562	0.5787	0.2863	0.1027	0.5683	0.1534	0.3379	15.4
excluded	repeat_content;conservation	NC_051812.1	12903397	12977974	74577	convergent	NPAS3	EGLN3	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0772348107902603	0.6926666666666667	1.1433838723152876	0.7863333333333333	0.05494693769390544	13.0	73.78002393711878	0.1200101908094989	8950	15.936808979839359	15685	9167762	1176284	28007	45244	0.342	0.3137	0.651	0.4877	0.1749	0.3938	35.6
excluded		NC_051812.1	21931015	21992476	61461	convergent	LOC100684096	LOC119872816	True	False	False	False	False	False	False	False	False	False	False	39.5	False	4.96006	True	True	False	0.8333022607095855	0.013	0.7305220495578806	0.006666666666666667	0.04190496588100933	0.0	81.94681549072266	0.014643432420559379	900	18.88421712602888	186745	11137336	4445874	199920	114580	0.9837	0.885	0.258	0.2233	0.7862	0.6272	92.8
excluded	repeat_content;conservation	NC_051812.1	27735066	27803631	68565	convergent	TMX1	LOC111097216	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.9994981403881966	0.4816666666666667	1.0874544142186642	0.712	0.051177846680049745	5.0	87.75760255780136	0.04156639684970466	2850	15.213093378964592	5652	5329733	165300	14674	14233	0.579	0.4037	0.0637	0.556	0.1189	0.3442	18.0
excluded	repeat_content;conservation	NC_051812.1	28781785	28839966	58181	convergent	LOC111097218	TXNDC16	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	0.9367340923911066	0.214	1.0151897260174154	0.5626666666666666	0.04877921320287201	5.0	86.63513005574545	0.03867241883088981	2250	12.074987895786762	39125	4288206	143186	83644	7405	0.8773	0.4037	0.0853	0.825	0.2984	0.498	66.6
excluded	repeat_content;conservation	NC_051812.1	36266983	36333691	66708	convergent	SLC38A6	LOC111097065	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0497380540502217	0.6326666666666667	1.077140784999728	0.6963333333333334	0.05369599593949935	2.0	82.90562470103782	0.12093002338550099	8067	16.444130195153726	50337	3201231	105822	72468	22885	0.394	0.4627	0.2203	0.439	0.3524	0.3737	28.0
excluded	repeat_content;conservation;TAD_assignment	NC_051812.1	54071776	54128751	56975	convergent	LOC102153790	LOC119873009	True	True	False	False	False	True	True	True	False	False	False		False		True	True	False	1.0538990139481206	0.643	1.0052918787002563	0.5246666666666666	0.05498050821593266	23.0	74.19925752186006	0.05440982887231242	3100	20.615347609800452	0	45791	45135	16648	16648	0.34	0.2423	0.6333	0.1197	0.0901	0.2851	3.3
excluded	repeat_content;conservation	NC_051812.1	55781421	55851186	69765	convergent	LOC111097231	LOC106559104	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.8707468254796406	0.025666666666666667	0.8615775551945908	0.033	0.04691243247705904	1.0	78.17655811612568	0.04515158030531068	3150	19.88282024292719	266303	1761831	1674173	1639290	22161	0.9683	0.5053	0.447	0.1543	0.8832	0.5916	88.7
excluded		NC_051812.1	58732540	58805036	72496	convergent	LOC119873149	LOC119873016	True	False	False	False	False	False	False	False	False	False	False	28.09	False	4.7614600000000005	True	True	False	0.9364274142873947	0.21333333333333335	0.8931198629145463	0.06	0.049351562109903976	1.0	79.76420280456543	0.034484661222688145	2500	22.369022369384766	268788	4714316	1177972	784627	182418	0.81	0.5053	0.3623	0.0513	0.8848	0.5228	74.8
excluded	repeat_content;conservation;TAD_assignment	NC_051812.1	61680835	61737486	56651	convergent	CALM1	LOC111097143	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.2277712842122586	0.876	1.3154792548269034	0.909	0.06465572704166879	33.0	79.35455114575808	0.2356533865245097	13350	14.498333069623685	0	7000889	718757	7949	8668	0.118	0.1917	0.3837	0.6183	0.0901	0.2804	2.6
excluded	repeat_content;conservation	NC_051812.1	67788194	67843405	55211	convergent	LOC119873039	LOC111097248	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.072496329549073	0.6826666666666666	1.1156894934251904	0.752	0.05449200386891738	1.0	83.36213569641113	0.1313144119831193	7250	16.53318776686986	40799	894250	93499	157169	65893	0.3593	0.5053	0.199	0.43	0.3033	0.3594	22.8
excluded	repeat_content;conservation	NC_051812.1	70725627	70776316	50689	convergent	LOC106559203	LOC119881569	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.520532233897814	0.9786666666666667	1.3312871104866266	0.916	0.08190685886767404	57.0	62.40662393730784	0.31071830180117976	15750	13.465398821005454	149029	183282	141034	2548	2548	0.0213	0.0693	0.8613	0.7153	0.7113	0.4757	59.0
excluded	repeat_content;conservation	NC_051812.1	71254791	71309046	54255	convergent	TNFAIP2	LOC480441	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1910246671092048	0.8456666666666667	1.233716785633564	0.869	0.06138296097842775	17.0	72.34275671751715	0.23407980831259792	12700	15.38605132775429	156918	347640	214245	1291	1430	0.1663	0.2783	0.6893	0.544	0.7272	0.481	61.2
excluded	repeat_content;conservation;TAD_assignment	NC_051813.1	8313493	8376479	62986	convergent	LOC102156472	LOC102156400	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.091791976016311	0.722	1.083007242795825	0.7043333333333334	0.054786814965629205	1.0	78.5687141759055	0.20004445432318294	12600	17.893914503664583	0	2169826	134962	106629	8002	0.3487	0.5053	0.4287	0.3003	0.0901	0.3346	15.0
excluded	repeat_content;conservation;TAD_assignment	NC_051813.1	8406782	8479948	73166	convergent	LOC119873409	SOX9	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.077455972589178	0.693	1.1026594436243176	0.7353333333333333	0.054652468109525634	1.0	73.3267327848735	0.19703140803105268	14416	18.12175650297574	0	2071447	36583	3160	8673	0.354	0.5053	0.6627	0.28	0.0901	0.3784	30.2
excluded	repeat_content;conservation;TAD_assignment	NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1661831705131191	0.8216666666666667	1.1393531069219112	0.7823333333333333	0.05910241822076551	1.0	76.27961574081613	0.18840143755046468	11900	17.40499250903101	0	4188754	93573	2687	2687	0.2147	0.5053	0.5403	0.3427	0.0901	0.3386	15.6
excluded	repeat_content;conservation	NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.0423951258724948	0.6133333333333333	1.030715229492541	0.6043333333333333	0.05307488522972329	1.0	81.63889940276401	0.12000293136931589	6550	16.172933484731097	32873	326475	27291	1203	7939	0.4337	0.5053	0.2733	0.4633	0.2631	0.3878	33.8
excluded	repeat_content;conservation	NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	True	False	True	False		False		False	True	False	0.8794171408697916	0.03266666666666666	0.8269637262077119	0.022	0.04706852920443648	1.0	83.16789762179057	0.0497581202487906	3600	15.224420835387033	155942	680036	36175	493	105492	0.9663	0.5053	0.2073	0.555	0.725	0.5918	88.9
excluded	repeat_content;conservation	NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.150567126885525	0.7996666666666666	1.1870413489621086	0.829	0.06025597349746705	38.0	76.65521156361079	0.11053804611823871	7737	13.938319659927517	31790	494609	69451	19285	7929	0.1903	0.1623	0.5223	0.677	0.258	0.362	23.9
excluded	repeat_content;conservation	NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0249436477304892	0.5593333333333333	1.0551582718628414	0.6563333333333333	0.05248679832180764	32.0	83.24271477409032	0.10237145705739924	5750	13.617017083389815	13517	439741	530634	1282	1282	0.468	0.195	0.204	0.702	0.1644	0.3467	18.7
excluded	repeat_content;conservation	NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1904897472566172	0.845	1.2095159286826849	0.8476666666666667	0.06005812650399794	4.0	80.20045457768005	0.27175168295636987	19296	15.945895798763358	6393	2255178	35503	28016	28016	0.194	0.42	0.3397	0.4873	0.1247	0.3131	9.3
excluded	repeat_content;conservation	NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	False	False	True	False		False		True	False	False	1.3519792260349408	0.945	1.2438565048873425	0.8753333333333333	0.07102883404517046	45.0	75.0462412824022	0.22116398132811324	11750	16.67913059460915	159214	207999	115030	63383	15773	0.0587	0.1283	0.5973	0.4127	0.734	0.3862	33.0
excluded	repeat_content;conservation	NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1506031366236478	0.7996666666666666	1.0838788102939725	0.7053333333333334	0.058815039363873195	2.0	76.9398272653644	0.1270104034364163	8900	16.510444796182277	50452	1202512	659142	1734	1734	0.2243	0.4627	0.5093	0.4333	0.3524	0.3964	36.7
excluded	repeat_content;conservation	NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.7689853029380931	0.005	0.7254175811942226	0.006666666666666667	0.03366432681147091	0.0	83.00127029418945	0.011611367528810706	800	26.233397165934246	31510	3844367	595416	1589	1589	0.995	0.885	0.2163	0.007	0.258	0.4723	57.7
excluded	repeat_content;conservation	NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9320777888843793	0.19166666666666668	0.887975976037442	0.051333333333333335	0.049588180830333915	1.0	76.4928641073844	0.10041495001402856	6800	19.504778616636703	79444	4146654	436987	4699	13814	0.7743	0.5053	0.5303	0.183	0.4828	0.4952	65.7
excluded	repeat_content;conservation	NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2226373998890323	0.8706666666666667	1.2539274138159984	0.881	0.06248568258883699	2.0	78.10180560133176	0.4398135675413546	32650	15.851228272174037	80389	565838	298603	17944	12724	0.1503	0.4627	0.4493	0.497	0.487	0.4093	39.7
excluded	repeat_content;conservation	NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1984533775314132	0.8506666666666667	1.1270205318272113	0.766	0.06289874189745412	32.0	65.26394577867087	0.17925641782236648	12150	11.228341749195236	122233	751093	48727	14837	5278	0.1427	0.195	0.829	0.8717	0.6385	0.5354	79.2
excluded	repeat_content;conservation	NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1085041660873403	0.746	1.0880656116068363	0.7133333333333334	0.056700221200161945	30.0	80.66737793473636	0.10477980831458597	6800	13.725794718437587	5662	1042664	67064	12832	12832	0.2763	0.205	0.3203	0.6947	0.1189	0.323	11.7
excluded	repeat_content;conservation	NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.248785375609931	0.8923333333333333	1.2512201491266488	0.8803333333333333	0.06415962519980321	1.0	78.68471716234347	0.37331507123887153	22350	15.887251773772881	22549	831314	29935	18695	18695	0.1263	0.5053	0.419	0.4943	0.2117	0.3513	20.4
excluded	repeat_content;conservation	NC_051814.1	33387381	33437530	50149	convergent	LOC106559418	LOC106559383	True	True	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0528425997055193	0.642	1.0850556600093841	0.7076666666666667	0.05298964298592194	1.0	80.01268094724362	0.1106702027956689	5550	19.839275990213668	12545	4766318	33702	82329	8628	0.438	0.5053	0.3507	0.156	0.1592	0.3218	11.1
excluded	repeat_content;conservation	NC_051814.1	34678177	34747422	69245	convergent	LOC102152060	TXNRD1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.104989523945865	0.739	1.1479574030010324	0.792	0.05644566293189045	28.0	77.6763834427143	0.10470070041158207	7250	13.000240764995613	12201	6066662	1334046	24122	24122	0.2847	0.2137	0.472	0.7563	0.1592	0.3772	29.9
excluded	repeat_content;conservation;TAD_assignment	NC_051814.1	35158873	35212398	53525	convergent	SEPTIN10	LOC106559442	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	1.0217435514848887	0.551	0.990212496727705	0.4713333333333333	0.052493946550377375	1.0	79.89050266959451	0.10275572162540869	5500	17.340526286466623	0	6046292	1806882	57243	15614	0.4673	0.5053	0.359	0.348	0.0901	0.354	20.8
excluded	repeat_content;conservation;TAD_assignment	NC_051814.1	46275184	46345564	70380	convergent	TRNAI-UAU-2	LOC119873662	True	True	True	False	False	False	True	True	False	False	False		False		True	False	False	1.3838162270496601	0.954	1.1835893066793681	0.826	0.0725601486111141	69.0	73.96390050415951	0.1906223358908781	13416	15.289387312106909	0	5078426	74552	17291	0	0.0527	0.0123	0.6437	0.5507	0.0901	0.2699	2.0
excluded	repeat_content;conservation	NC_051814.1	46556671	46612324	55653	convergent	LOC106559407	LOC119873664	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.6830817246459349	0.9913333333333333	1.810704659128189	0.985	0.09197585455592135	63.0	66.97685465226809	0.2632382800567804	14650	18.75298779740181	65503	5352549	348675	15666	11347	0.008	0.0433	0.803	0.2317	0.4221	0.3016	6.3
excluded	repeat_content;conservation	NC_051814.1	55173498	55233905	60407	convergent	NA	LOC102151272	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9443978594240261	0.25233333333333335	0.9487295292568088	0.2916666666666667	0.04858474159969234	1.0	82.92479885516524	0.03893588491400003	2352	17.144936546066102	78701	2555815	2433939	555375	100	0.898	0.5053	0.22	0.3667	0.4788	0.4938	65.5
excluded	repeat_content;conservation	NC_051814.1	57054512	57104779	50267	convergent	LOC119873779	CLHC1	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.2905693627692494	0.9196666666666666	1.5891632133573295	0.9673333333333334	0.07005227068423749	42.0	72.61011361456536	0.15318200807686952	7700	14.940924346446991	70355	679871	557995	32123	11200	0.063	0.143	0.683	0.581	0.4442	0.3828	32.5
excluded	repeat_content;conservation	NC_051814.1	57815583	57880350	64767	convergent	LOC119873681	LOC111097852	True	False	False	False	False	True	True	False	False	True	False		False		False	True	False	0.9988871199776167	0.4806666666666667	0.9504079959020019	0.30133333333333334	0.052490216779574474	1.0	71.2112507552744	0.08260379514258805	5350	20.786235949572394	272966	70142	148242	53637	20	0.4677	0.5053	0.7187	0.1107	0.8881	0.5381	79.8
excluded	repeat_content;conservation	NC_051814.1	61932847	61989787	56940	convergent	LOC102155693	LOC119873691	True	False	True	False	False	False	True	True	False	True	False		False		False	False	False	1.186997856165252	0.842	1.132816020205336	0.7736666666666666	0.06324292332919029	47.0	82.37560473901254	0.11854583772391991	6750	15.22979018252383	186317	4183493	36038	7568	7568	0.1377	0.1177	0.2417	0.5543	0.7862	0.3675	26.7
excluded	repeat_content;conservation;TAD_assignment	NC_051814.1	63844443	63896703	52260	convergent	OTX1	LOC100686739	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.976457370922591	0.39766666666666667	0.9612793782040476	0.354	0.05162683399376334	3.0	53.97751151382156	0.09963643321852277	5207	14.9977510496974	0	6092749	987989	6907	5011	0.5357	0.4403	0.9447	0.577	0.0901	0.5176	73.8
