genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status	selected_1kb_previously	small_variant_review	small_variant_PASS_SNP_records	small_variant_PASS_nonSNP_records	SV_review	conservation_status	T_cell_accessibility_status	CAR_T_functional_safety_status	decision_status	previous_atac_mean	previous_atac_length_matched_percentile	gate_evidence_dogs_min	gate_evidence_dogs_median	gate_evidence_dogs_max	exploratory_Pareto_front
LOC119876429/LOC119872513	NC_051811.1	17263956	17264456	500	1.0607016305923462	1.0	67.86796901313573	0.0	0.2	100.0	2.0	184	1.0	0.29673	3.701	0	0	0	0	152	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.05769828748703	67.63333333333334	15	24.5	36	False
LOC119876429/LOC119872513	NC_051811.1	17264206	17264706	500	1.0265848933458328	1.0	58.369821488716745	0.0	0.2	100.0	2.0	223	1.0	0.232238	3.701	0	0	0	0	402	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.023732264995575	58.13333333333334	14	24.0	29	False
LOC119876429/LOC119872513	NC_051811.1	17264456	17264956	500	1.057295405626297	1.0	66.99225328393399	0.0	0.2	84.12796401977539	6.0	83	1.0	0.11506	3.488	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0552887586355209	67.03333333333333	14	23.5	29	False
LOC119876429/LOC119872513	NC_051811.1	17264706	17265206	500	0.9857311667203903	1.0	46.88447288649377	0.0	0.2	84.12796401977539	6.0	141	0.988	0.06602024291497975	3.488	0	0	0	0	394	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9861194818019867	47.93333333333333	9	18.0	25	False
LOC119876429/LOC119872513	NC_051811.1	17264956	17265456	500	0.9335210419297219	1.0	31.391040754462786	0.0	0.0		0.0	97	0.988	0.07242105263157894	3.563	0	0	0	0	144	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9335273324251175	32.6	5	15.0	24	False
LOC119876429/LOC119872513	NC_051811.1	17265206	17265706	500	1.0047903013825417	1.0	52.30717413270462	0.0	0.0		0.0	163	1.0	0.10166000000000001	3.563	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0047970607280732	53.1	5	17.5	27	False
LOC119876429/LOC119872513	NC_051811.1	17265456	17265956	500	1.058706703543663	1.0	67.49747389693499	0.0	0.0		0.0	227	1.0	0.163502	2.493	0	0	0	0	61	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0587138189077376	68.03333333333333	9	21.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17265706	17266206	500	1.129576646566391	1.0	79.42068036375885	0.0	0.0		0.0	64	1.0	0.28458799999999995	2.493	0	0	0	0	311	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1292822259664534	79.5	17	28.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17265956	17266456	500	1.0723798534870148	1.0	70.32670932974065	0.0	0.0		0.0	58	1.0	0.21603599999999998	2.472	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.07222616481781	70.76666666666667	15	24.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17266206	17266706	500	0.8569347072839737	1.0	11.721118221623442	0.0	0.0		0.0	243	1.0	0.07892199999999999	2.443	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8570815968513489	13.733333333333334	9	16.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17266456	17266956	500	0.8211289800405502	1.0	6.938363085213877	0.0	0.0		0.0	414	1.0	0.029134000000000004	2.443	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8211345171928406	8.966666666666667	9	14.0	25	False
LOC119876429/LOC119872513	NC_051811.1	17266706	17267206	500	0.9631290663480758	1.0	39.67665880767935	0.0	0.0		0.0	457	1.0	0.080792	2.949	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9593392419815063	39.7	12	19.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17266956	17267456	500	0.9429180955886841	1.0	34.79285954866958	0.0	0.0		0.0	239	1.0	0.082254	2.949	0	0	0	0	339	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9391281462907791	34.833333333333336	4	16.5	26	False
LOC119876429/LOC119872513	NC_051811.1	17267206	17267706	500	0.9293824506998062	1.0	30.447962276860896	0.0	0.0		0.0	11	1.0	0.2738439999999999	5.401	0	0	0	0	89	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.929388723731041	31.766666666666666	4	12.0	20	False
LOC119876429/LOC119872513	NC_051811.1	17267456	17267956	500	0.9046447241306305	1.0	22.937015830245873	0.0	0.0		0.0	0	1.0	0.583506	5.401	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8931897835731506	21.333333333333336	7	15.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17267706	17268206	500	0.8910242666006088	1.0	19.299427416638597	0.0	0.0		0.0	0	1.0	0.43823600000000007	4.062	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8757121231555939	17.166666666666668	7	18.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17267956	17268456	500	0.9827270926237106	1.0	45.60458066689121	0.0	0.0		0.0	131	1.0	0.235394	3.607	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9758427513837814	44.2	14	21.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17268206	17268706	500	1.010387452840805	1.0	54.024924216908055	0.0	0.0		0.0	131	1.0	0.325796	5.117	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0073604090213775	54.03333333333333	12	21.5	27	False
LOC119876429/LOC119872513	NC_051811.1	17268456	17268956	500	0.9887524644136428	1.0	47.76018861569552	0.0	0.1	100.0	1.0	70	1.0	0.522528	6.226	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9875392028093338	48.333333333333336	10	19.5	27	False
LOC119876429/LOC119872513	NC_051811.1	17268706	17269206	500	0.9295104039907456	1.0	30.447962276860896	0.0	0.1	100.0	1.0	70	1.0	0.48629400000000006	6.226	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9277577803134919	31.3	10	19.0	24	False
LOC119876429/LOC119872513	NC_051811.1	17268956	17269456	500	0.8635465037822724	1.0	12.866284944425733	0.0	0.0		0.0	0	1.0	0.371442	4.778	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8630133632421494	14.466666666666667	7	14.0	22	False
LOC119876429/LOC119872513	NC_051811.1	17269206	17269706	500	0.8528191491365432	1.0	10.879083866621759	0.0	0.0		0.0	184	1.0	0.315384	6.062	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8471609904766083	12.066666666666666	7	12.0	23	False
LOC119876429/LOC119872513	NC_051811.1	17269456	17269956	500	0.9455073858499528	1.0	35.33176153587066	0.0	0.0		0.0	342	1.0	0.290596	6.062	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9398498576879502	34.9	9	18.0	29	False
LOC119876429/LOC119872513	NC_051811.1	17269706	17270206	500	0.9623605852127075	1.0	39.373526439878745	0.0	0.1	100.0	1.0	240	1.0	0.268884	4.102	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9583041182756424	39.43333333333333	13	17.0	29	False
LOC119876429/LOC119872513	NC_051811.1	17269956	17270456	500	0.9952911015748978	1.0	49.64634557089929	0.0	0.1	100.0	1.0	332	1.0	0.330692	5.328	0	0	0	0	161	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9912348599433899	49.43333333333334	10	16.0	24	False
LOC119876429/LOC119872513	NC_051811.1	17270206	17270706	500	1.1111479276418685	1.0	76.86089592455372	0.0	0.0		0.0	481	1.0	0.391086	6.979	0	0	0	0	411	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1111554250717164	77.2	10	18.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17270456	17270956	500	1.0698616790771485	1.0	69.65308184573931	0.0	0.0		0.0	442	1.0	0.14286600000000002	6.979	0	0	0	0	439	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0715126535892487	70.6	15	22.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17270706	17271206	500	0.9711458678245545	1.0	41.86594813068373	0.0	0.0		0.0	244	0.998	0.016535070140280553	4.009	0	0	0	0	189	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9727961803674698	43.233333333333334	16	21.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17270956	17271456	500	0.9463880944252014	1.0	35.53384978107107	0.0	0.1	51.501243591308594	2.0	100	0.998	0.0942324649298597	3.34	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9414259841442109	35.36666666666667	14	20.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17271206	17271706	500	0.9575657346248627	1.0	38.19467834287639	0.0	0.1	51.501243591308594	2.0	184	1.0	0.061892	5.003	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.953250960111618	38.13333333333333	10	20.0	29	False
LOC119876429/LOC119872513	NC_051811.1	17271456	17271956	500	0.978671683549881	1.0	44.291007073088586	0.0	0.0		0.0	117	1.0	0.020353999999999994	5.003	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9739821889400482	43.53333333333333	10	20.0	29	False
LOC119876429/LOC119872513	NC_051811.1	17271706	17272206	500	0.986569662451744	1.0	47.052879757494104	0.0	0.0		0.0	0	1.0	0.229574	5.939	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9589480882883072	39.6	13	20.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17271956	17272456	500	0.9226397432684899	1.0	28.157628831256314	0.0	0.0		0.0	27	0.97	0.6035195876288659	5.939	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9015758680105209	23.799999999999997	9	19.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17272206	17272706	500	0.8578080969452858	1.0	11.956887841023914	0.0	0.1	91.61817932128906	6.0	82	0.97	0.4983711340206185	5.198	0	0	0	0	195	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8589964859485626	14.033333333333333	9	15.5	27	False
LOC119876429/LOC119872513	NC_051811.1	17272456	17272956	500	0.8853940678834915	1.0	17.91849107443584	0.0	0.1	91.61817932128906	6.0	55	1.0	0.265722	5.795	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8759853143692017	17.233333333333334	9	16.0	22	False
LOC119876429/LOC119872513	NC_051811.1	17272706	17273206	500	0.9759810754060745	1.0	43.078477601886156	0.0	0.0		0.0	0	1.0	0.24586199999999997	5.795	0	0	0	0	205	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9612400227785111	40.13333333333333	13	21.0	30	False
LOC119876429/LOC119872513	NC_051811.1	17272956	17273456	500	0.9897684652805329	1.0	47.99595823509599	0.0	0.0		0.0	43	1.0	0.125482	4.727	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9776519265174866	44.93333333333333	9	22.0	30	False
LOC119876429/LOC119872513	NC_051811.1	17273206	17273706	500	1.007799681544304	1.0	53.486022229706975	0.0	0.0		0.0	115	1.0	0.17850400000000002	4.727	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0015359462499618	52.06666666666667	9	19.5	28	False
LOC119876429/LOC119872513	NC_051811.1	17273456	17273956	500	0.9449108341932296	1.0	35.163354664870326	0.0	0.0		0.0	160	1.0	0.131796	4.323	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9173365135788918	28.066666666666666	3	16.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17273706	17274206	500	0.9110644253492355	1.0	24.823172785449646	0.0	0.012	100.0	2.0	230	1.0	-0.024991999999999993	2.931	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8830022669434547	19.133333333333333	3	13.5	26	False
LOC119876429/LOC119872513	NC_051811.1	17273956	17274456	500	1.0420018540620803	1.0	63.21993937352644	0.0	0.1	100.0	2.0	220	1.0	-0.017653999999999993	2.931	0	0	0	0	147	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0420088744163514	63.866666666666674	8	16.0	25	False
LOC119876429/LOC119872513	NC_051811.1	17274011	17274511	500	1.0680293414592743	1.0	69.38363085213877	0.0	0.1	100.0	2.0	165	1.0	-0.016506	2.931	0	0	0	0	202	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0680365364551545	69.73333333333333	8	17.0	25	False
LOC119876429/LOC119872513	NC_051811.1	17217706	17218706	1000	1.021882973253727	1.0	58.93638505553685	0.0	0.2	77.45018005371094	8.0	774	1.0	0.321944	6.072	0	0	0	0	400	400	MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0171984206438065	58.266666666666666	16	23.5	34	False
LOC119876429/LOC119872513	NC_051811.1	17217956	17218956	1000	1.0120430930256843	1.0	56.4119824974756	0.0	0.144	87.18744521670871	8.0	539	0.999	0.21836036036036036	4.498	0	0	0	0	381	381	MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.007358473420143	55.50000000000001	9	23.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17218206	17219206	1000	0.9456464166045189	1.0	32.41332884550656	0.0	0.05	100.0	2.0	499	0.999	0.13725225225225227	4.221	0	0	0	0	131	131	MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.9456527861356735	33.900000000000006	9	21.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17218456	17219456	1000	0.9862150265574455	1.0	47.69437899697071	0.0	0.05	100.0	2.0	432	0.999	0.11805205205205205	4.221	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9855718202590943	48.699999999999996	9	21.5	34	False
LOC119876429/LOC119872513	NC_051811.1	17218706	17219706	1000	0.9982862718105316	1.0	51.69976438909458	0.0	0.0		0.0	215	0.999	0.09275475475475477	4.221	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9886548900604248	49.5	9	22.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17218956	17219956	1000	1.0255890142917634	1.0	59.81151127566476	0.0	0.0		0.0	262	1.0	0.171604	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0159336842894555	58.06666666666666	17	25.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17219206	17220206	1000	1.0302120624184608	1.0	61.15785930663077	0.0	0.0		0.0	302	1.0	0.242029	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0205567559599877	59.166666666666664	13	25.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17219456	17220456	1000	1.039656345307827	1.0	63.64860316391787	0.0	0.05	100.0	1.0	312	1.0	0.325188	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0306509378552438	62.06666666666667	13	24.5	33	False
LOC119876429/LOC119872513	NC_051811.1	17219706	17220706	1000	1.0210477126240731	1.0	58.667115449343655	0.0	0.05	100.0	1.0	312	1.0	0.27942500000000003	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0210304438471793	59.46666666666667	4	24.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17219956	17220956	1000	0.9991957666277885	1.0	51.93537529451363	0.0	0.05	100.0	1.0	348	1.0	0.23065100000000002	4.886	0	0	0	0	22	22	MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.9989681603908539	52.900000000000006	4	18.5	33	False
LOC119876429/LOC119872513	NC_051811.1	17220206	17221206	1000	1.0526851446628571	1.0	67.11544934365533	0.0	0.05	100.0	1.0	105	1.0	0.22378800000000001	4.886	0	0	0	0	272	272	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0507667870521546	67.30000000000001	4	20.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17220456	17221456	1000	1.0677643002867698	1.0	70.27936721642544	0.0	0.0		0.0	99	1.0	0.133154	4.886	0	0	0	0	522	522	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.065846055150032	70.43333333333334	4	21.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17220706	17221706	1000	1.0665298054814338	1.0	70.01009761023225	0.0	0.0		0.0	238	1.0	0.19548500000000002	4.886	0	0	0	0	600	600	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0646115587353706	70.23333333333333	4	21.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17220956	17221956	1000	1.0809624633193016	1.0	72.9384045775833	0.0	0.0		0.0	260	1.0	0.21655900000000003	5.105	0	0	0	0	578	578	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0795113189220429	73.1	11	23.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17221206	17222206	1000	0.9856629154086113	1.0	47.55974419387412	0.0	0.0		0.0	455	1.0	0.312191	5.322	0	0	0	0	328	328	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.984188668847084	48.199999999999996	11	22.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17221456	17222456	1000	0.9181491718292236	1.0	23.123527431841133	0.0	0.0		0.0	492	1.0	0.443558	5.322	0	0	0	0	78	78	MG;SP	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.9167082433700562	24.3	11	20.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17221706	17222706	1000	0.9257386326789856	1.0	25.614271289128236	0.0	0.0		0.0	353	1.0	0.46029099999999995	5.322	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9242977514863014	26.666666666666668	11	20.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17221956	17222956	1000	0.9259727082848549	1.0	25.614271289128236	0.0	0.0		0.0	412	1.0	0.45635499999999996	5.322	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9244155075550079	26.766666666666666	12	19.5	31	False
LOC119876429/LOC119872513	NC_051811.1	17222206	17223206	1000	1.0101544579267503	1.0	55.7388084819926	0.0	0.106	77.75177145903965	6.0	210	1.0	0.5823109999999999	6.122	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0120176336169242	57.36666666666667	12	20.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17222456	17223456	1000	1.0530502505898476	1.0	67.18276674520364	0.0	0.25	83.69652709960937	6.0	169	1.0	0.562715	6.936	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0548799409866334	68.26666666666667	12	23.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17222706	17223706	1000	1.059945181787014	1.0	68.63009087849208	0.0	0.3	78.08043924967448	6.0	169	0.995	0.528886432160804	6.936	0	0	0	147	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0617749153971672	69.63333333333334	13	24.0	33	True
LOC119876429/LOC119872513	NC_051811.1	17222956	17223956	1000	1.088001625597477	1.0	74.48670481319422	0.0	0.3	78.08043924967448	6.0	245	0.995	0.4336391959798995	6.936	0	0	0	219	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0897151943445205	75.4	14	25.0	33	True
LOC119876429/LOC119872513	NC_051811.1	17223206	17224206	1000	1.1167901264429092	1.0	78.66038370918884	0.0	0.194	78.26002061981515	4.0	477	0.995	0.2505587939698492	6.936	0	0	0	219	67	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1165710322260856	79.06666666666666	14	26.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17223456	17224456	1000	1.1395127376914025	1.0	81.42039717266914	0.0	0.05	50.0	1.0	680	0.995	0.1623467336683417	5.207	0	0	0	219	317	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1341757609248162	81.2	14	26.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17223706	17224706	1000	1.1505260965228081	1.0	82.73308650286098	0.0	0.0		0.0	899	1.0	0.21061200000000002	5.207	0	0	0	72	567	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.145006432414055	82.33333333333334	16	25.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17223956	17224956	1000	1.1202658498883247	1.0	79.26624032312353	0.0	0.0		0.0	654	0.999	0.333028028028028	5.207	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.114864625096321	78.86666666666666	11	23.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17224206	17225206	1000	1.0888054303526877	1.0	74.78963312016155	0.0	0.0		0.0	494	0.999	0.4076666666666667	8.368	0	0	0	0	533	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0797493054270744	73.13333333333333	11	22.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17224456	17225456	1000	1.050212624669075	1.0	66.61056883204309	0.0	0.05	100.0	1.0	508	0.999	0.749982982982983	8.368	0	0	0	0	283	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0462742732167245	66.33333333333333	9	19.5	33	False
