chrom	start0	end0	bases	relation_to_catalogued_span	GC_fraction_canonical	canonical_fraction	N_bases	MAPQ_min	exclude_marked_duplicates	aligned_read_bases	mean_read_base_depth	sampled	canonical_probes	excluded_noncanonical	origin_MAPQ30	sampled_origin_MAPQ30_fraction
NC_049253.1	24600000	24700000	100000	inside	0.34616	1.0	0	30	True	1907497	19.07497	100	100		100	1.0
NC_049253.1	24700000	24800000	100000	inside	0.35405	1.0	0	30	True	1843325	18.43325	100	100		94	0.94
NC_049253.1	24800000	24900000	100000	inside	0.35889	1.0	0	30	True	1891286	18.91286	100	100		97	0.97
NC_049253.1	24900000	25000000	100000	inside	0.34516	1.0	0	30	True	1989275	19.89275	100	100		97	0.97
NC_049253.1	25000000	25100000	100000	inside	0.33566	1.0	0	30	True	1890393	18.90393	100	100		98	0.98
NC_049253.1	25100000	25200000	100000	inside	0.34405	1.0	0	30	True	1879823	18.79823	100	100		95	0.95
NC_049253.1	25200000	25300000	100000	inside	0.34399	1.0	0	30	True	1953581	19.53581	100	100		99	0.99
NC_049253.1	25300000	25400000	100000	inside	0.34301	1.0	0	30	True	1934982	19.34982	100	100		100	1.0
NC_049253.1	25400000	25500000	100000	inside	0.34593	1.0	0	30	True	1771484	17.71484	100	100		91	0.91
NC_049253.1	25500000	25600000	100000	inside	0.34453	1.0	0	30	True	1932331	19.32331	100	100		98	0.98
NC_049253.1	25600000	25700000	100000	inside	0.3334	1.0	0	30	True	1940356	19.40356	100	100		100	1.0
NC_049253.1	25700000	25800000	100000	inside	0.34247	1.0	0	30	True	1906390	19.0639	100	100		95	0.95
NC_049253.1	25800000	25900000	100000	inside	0.34724	1.0	0	30	True	1928873	19.28873	100	100		100	1.0
NC_049253.1	25900000	26000000	100000	inside	0.34119	1.0	0	30	True	1932033	19.32033	100	100		99	0.99
NC_049253.1	26000000	26100000	100000	inside	0.33892	1.0	0	30	True	1932531	19.32531	100	100		99	0.99
NC_049253.1	26100000	26200000	100000	inside	0.33726	1.0	0	30	True	1928040	19.2804	100	100		99	0.99
NC_049253.1	26200000	26300000	100000	inside	0.3439	1.0	0	30	True	1939377	19.39377	100	100		99	0.99
NC_049253.1	26300000	26400000	100000	inside	0.33851	1.0	0	30	True	1967048	19.67048	100	100		100	1.0
NC_049253.1	26400000	26500000	100000	inside	0.35292	1.0	0	30	True	2003001	20.03001	100	100		95	0.95
NC_049253.1	26500000	26600000	100000	inside	0.35546	1.0	0	30	True	1938925	19.38925	100	100		100	1.0
NC_049253.1	26600000	26700000	100000	inside	0.35634	1.0	0	30	True	2000268	20.00268	100	100		99	0.99
NC_049253.1	26700000	26800000	100000	inside	0.35419	1.0	0	30	True	1987621	19.87621	100	100		100	1.0
NC_049253.1	26800000	26900000	100000	inside	0.35981	1.0	0	30	True	1919223	19.19223	100	100		100	1.0
NC_049253.1	26900000	27000000	100000	inside	0.34481	1.0	0	30	True	2019575	20.19575	100	100		99	0.99
NC_049253.1	27000000	27100000	100000	inside	0.35222	1.0	0	30	True	1958335	19.58335	100	100		100	1.0
NC_049253.1	27100000	27200000	100000	inside	0.3688	1.0	0	30	True	2044037	20.44037	100	100		98	0.98
NC_049253.1	27200000	27300000	100000	inside	0.3603	1.0	0	30	True	2047182	20.47182	100	100		99	0.99
NC_049253.1	27300000	27400000	100000	inside	0.38629	1.0	0	30	True	2051422	20.51422	100	100		97	0.97
NC_049253.1	27400000	27500000	100000	inside	0.39005	1.0	0	30	True	2005466	20.05466	100	100		99	0.99
NC_049253.1	27500000	27600000	100000	inside	0.38223	1.0	0	30	True	1819767	18.19767	100	100		89	0.89
NC_049253.1	27600000	27700000	100000	inside	0.36869	1.0	0	30	True	1999668	19.99668	100	100		100	1.0
NC_049253.1	27700000	27800000	100000	inside	0.34575	1.0	0	30	True	2024118	20.24118	100	100		100	1.0
NC_049253.1	27800000	27900000	100000	inside	0.36939	1.0	0	30	True	2039320	20.3932	100	100		100	1.0
NC_049253.1	27900000	28000000	100000	inside	0.3991	1.0	0	30	True	2064291	20.64291	100	100		100	1.0
NC_049253.1	28000000	28100000	100000	inside	0.3924	1.0	0	30	True	1994711	19.94711	100	100		100	1.0
NC_049253.1	28100000	28200000	100000	inside	0.39665	1.0	0	30	True	1984243	19.84243	100	100		98	0.98
NC_049253.1	28200000	28300000	100000	inside	0.40183	1.0	0	30	True	1961121	19.61121	100	100		99	0.99
NC_049253.1	28300000	28400000	100000	inside	0.40124	1.0	0	30	True	1938398	19.38398	100	100		100	1.0
NC_049253.1	28400000	28500000	100000	inside	0.39518	1.0	0	30	True	1490576	14.90576	100	100		72	0.72
NC_049253.1	28500000	28600000	100000	inside	0.3837037037037037	0.999	100	30	True	1313098	13.13098	100	100		66	0.66
NC_049253.1	28600000	28700000	100000	inside	0.37635	1.0	0	30	True	2012220	20.1222	100	100		100	1.0
NC_049253.1	28700000	28800000	100000	inside	0.36799	1.0	0	30	True	2034865	20.34865	100	100		100	1.0
NC_049253.1	28800000	28900000	100000	inside	0.37031	1.0	0	30	True	2043867	20.43867	100	100		97	0.97
NC_049253.1	28900000	29000000	100000	inside	0.37347	1.0	0	30	True	1971406	19.71406	100	100		94	0.94
NC_049253.1	29000000	29100000	100000	inside	0.37671	1.0	0	30	True	1967390	19.6739	100	100		94	0.94
NC_049253.1	29100000	29200000	100000	inside	0.37777	1.0	0	30	True	2008918	20.08918	100	100		99	0.99
NC_049253.1	29200000	29300000	100000	inside	0.38556	1.0	0	30	True	1993982	19.93982	100	100		100	1.0
NC_049253.1	29300000	29400000	100000	inside	0.38009	1.0	0	30	True	1993870	19.9387	100	100		99	0.99
NC_049253.1	29400000	29500000	100000	inside	0.40917	1.0	0	30	True	1996567	19.96567	100	100		99	0.99
NC_049253.1	29500000	29600000	100000	inside	0.41921	1.0	0	30	True	1909256	19.09256	100	100		99	0.99
NC_049253.1	29600000	29700000	100000	inside	0.39439	1.0	0	30	True	1956205	19.56205	100	100		99	0.99
NC_049253.1	29700000	29800000	100000	inside	0.34731	1.0	0	30	True	2065267	20.65267	100	100		99	0.99
NC_049253.1	29800000	29900000	100000	inside	0.36619	1.0	0	30	True	1950836	19.50836	100	100		98	0.98
NC_049253.1	29900000	30000000	100000	inside	0.37662	1.0	0	30	True	1918223	19.18223	100	100		97	0.97
NC_049253.1	30000000	30100000	100000	inside	0.3745	1.0	0	30	True	1917983	19.17983	100	100		93	0.93
NC_049253.1	30100000	30200000	100000	inside	0.36138	1.0	0	30	True	2003705	20.03705	100	100		100	1.0
NC_049253.1	30200000	30300000	100000	inside	0.35109	1.0	0	30	True	2007894	20.07894	100	100		100	1.0
NC_049253.1	30300000	30400000	100000	inside	0.34477	1.0	0	30	True	2022624	20.22624	100	100		99	0.99
NC_049253.1	30400000	30500000	100000	inside	0.37552	1.0	0	30	True	1956582	19.56582	100	100		100	1.0
NC_049253.1	30500000	30600000	100000	inside	0.36398	1.0	0	30	True	1857181	18.57181	100	100		95	0.95
NC_049253.1	30600000	30700000	100000	inside	0.37305	1.0	0	30	True	1878115	18.78115	100	100		93	0.93
NC_049253.1	30700000	30800000	100000	inside	0.35956	1.0	0	30	True	2005216	20.05216	100	100		99	0.99
NC_049253.1	30800000	30900000	100000	inside	0.35415	1.0	0	30	True	1976602	19.76602	100	100		100	1.0
NC_049253.1	30900000	31000000	100000	inside	0.38106	1.0	0	30	True	1982926	19.82926	100	100		98	0.98
NC_049253.1	31000000	31100000	100000	inside	0.3627	1.0	0	30	True	1997445	19.97445	100	100		99	0.99
NC_049253.1	31100000	31200000	100000	inside	0.3703	1.0	0	30	True	2033906	20.33906	100	100		100	1.0
NC_049253.1	31200000	31300000	100000	inside	0.37929	1.0	0	30	True	1953849	19.53849	100	100		100	1.0
NC_049253.1	31300000	31400000	100000	inside	0.37331	1.0	0	30	True	1888168	18.88168	100	100		100	1.0
NC_049253.1	31400000	31500000	100000	inside	0.35415	1.0	0	30	True	1962265	19.62265	100	100		100	1.0
NC_049253.1	31500000	31600000	100000	inside	0.38619	1.0	0	30	True	1993817	19.93817	100	100		100	1.0
NC_049253.1	31600000	31700000	100000	inside	0.39144	1.0	0	30	True	1854660	18.5466	100	100		92	0.92
NC_049253.1	31700000	31800000	100000	inside	0.41407	1.0	0	30	True	1904810	19.0481	100	100		96	0.96
NC_049253.1	31800000	31900000	100000	inside	0.37649	1.0	0	30	True	1981883	19.81883	100	100		100	1.0
NC_049253.1	31900000	32000000	100000	inside	0.37505	1.0	0	30	True	2026499	20.26499	100	100		100	1.0
NC_049253.1	32000000	32100000	100000	inside	0.37791	1.0	0	30	True	2024843	20.24843	100	100		96	0.96
NC_049253.1	32100000	32200000	100000	inside	0.36871	1.0	0	30	True	1965582	19.65582	100	100		97	0.97
NC_049253.1	32200000	32300000	100000	inside	0.36449	1.0	0	30	True	1946481	19.46481	100	100		98	0.98
NC_049253.1	32300000	32400000	100000	inside	0.36851	1.0	0	30	True	2004114	20.04114	100	100		100	1.0
NC_049253.1	32400000	32500000	100000	inside	0.37475	1.0	0	30	True	2037115	20.37115	100	100		99	0.99
NC_049253.1	32500000	32600000	100000	inside	0.38685	1.0	0	30	True	1959295	19.59295	100	100		97	0.97
NC_049253.1	32600000	32700000	100000	inside	0.39074	1.0	0	30	True	1992097	19.92097	100	100		98	0.98
NC_049253.1	32700000	32800000	100000	inside	0.38887	1.0	0	30	True	2021301	20.21301	100	100		100	1.0
NC_049253.1	32800000	32900000	100000	inside	0.40745	1.0	0	30	True	1967121	19.67121	100	100		100	1.0
NC_049253.1	32900000	33000000	100000	inside	0.39963	1.0	0	30	True	2010467	20.10467	100	100		95	0.95
NC_049253.1	33000000	33100000	100000	inside	0.37797	1.0	0	30	True	1842865	18.42865	100	100		90	0.9
NC_049253.1	33100000	33200000	100000	inside	0.37064	1.0	0	30	True	2012135	20.12135	100	100		98	0.98
NC_049253.1	33200000	33300000	100000	inside	0.40808	1.0	0	30	True	1973432	19.73432	100	100		100	1.0
NC_049253.1	33300000	33400000	100000	inside	0.43171	1.0	0	30	True	2002746	20.02746	100	100		98	0.98
NC_049253.1	33400000	33500000	100000	inside	0.42764	1.0	0	30	True	1937717	19.37717	100	100		100	1.0
NC_049253.1	33500000	33600000	100000	inside	0.41925	1.0	0	30	True	1948470	19.4847	100	100		100	1.0
NC_049253.1	33700000	33800000	100000	outside	0.38978	1.0	0	30	True	1967892	19.67892	100	100		98	0.98
NC_049253.1	33800000	33900000	100000	outside	0.39458	1.0	0	30	True	2002799	20.02799	100	100		100	1.0
NC_049253.1	33900000	34000000	100000	outside	0.39815	1.0	0	30	True	1909499	19.09499	100	100		94	0.94
NC_049253.1	34000000	34100000	100000	outside	0.3907	1.0	0	30	True	1999173	19.99173	100	100		96	0.96
NC_049253.1	34100000	34200000	100000	outside	0.38725	1.0	0	30	True	2022846	20.22846	100	100		100	1.0
NC_049253.1	34200000	34300000	100000	outside	0.38681	1.0	0	30	True	2054835	20.54835	100	100		99	0.99
NC_049253.1	34300000	34400000	100000	outside	0.38639	1.0	0	30	True	2012085	20.12085	100	100		99	0.99
NC_049253.1	34400000	34500000	100000	outside	0.41206	1.0	0	30	True	1895229	18.95229	100	100		96	0.96
NC_049253.1	34500000	34600000	100000	outside	0.39394	1.0	0	30	True	1954751	19.54751	100	100		94	0.94
NC_049253.1	34600000	34700000	100000	outside	0.3873	1.0	0	30	True	1968471	19.68471	100	100		99	0.99
NC_049253.1	34700000	34800000	100000	outside	0.38655	1.0	0	30	True	1954607	19.54607	100	100		99	0.99
NC_049253.1	34800000	34900000	100000	outside	0.36459	1.0	0	30	True	1934482	19.34482	100	100		97	0.97
NC_049253.1	34900000	35000000	100000	outside	0.36403	1.0	0	30	True	1890527	18.90527	100	100		91	0.91
NC_049253.1	35000000	35100000	100000	outside	0.3536	1.0	0	30	True	1994805	19.94805	100	100		98	0.98
NC_049253.1	35100000	35200000	100000	outside	0.36068	1.0	0	30	True	2027468	20.27468	100	100		99	0.99
NC_049253.1	35200000	35300000	100000	outside	0.3614	1.0	0	30	True	1006552	10.06552	100	100		40	0.4
NC_049253.1	35300000	35400000	100000	outside	0.36372	1.0	0	30	True	1990342	19.90342	100	100		96	0.96
NC_049253.1	35400000	35500000	100000	outside	0.39168	1.0	0	30	True	1894744	18.94744	100	100		99	0.99
NC_049253.1	35500000	35600000	100000	outside	0.4132	1.0	0	30	True	1908916	19.08916	100	100		99	0.99
NC_049253.1	35600000	35700000	100000	outside	0.37686	1.0	0	30	True	1971120	19.7112	100	100		98	0.98
NC_049253.1	35700000	35800000	100000	outside	0.37134	1.0	0	30	True	2027038	20.27038	100	100		94	0.94
NC_049253.1	35800000	35900000	100000	outside	0.36223	1.0	0	30	True	2036372	20.36372	100	100		95	0.95
NC_049253.1	35900000	36000000	100000	outside	0.36886	1.0	0	30	True	2024166	20.24166	100	100		98	0.98
NC_049253.1	36000000	36100000	100000	outside	0.35813	1.0	0	30	True	2023331	20.23331	100	100		99	0.99
NC_049253.1	36100000	36200000	100000	outside	0.3777977977977978	0.999	100	30	True	232025	2.32025	100	100		15	0.15
NC_049253.1	36200000	36300000	100000	outside	0.3748948948948949	0.999	100	30	True	1023120	10.2312	100	100		46	0.46
NC_049253.1	36300000	36400000	100000	outside	0.36848	1.0	0	30	True	1684674	16.84674	100	100		82	0.82
NC_049253.1	36400000	36500000	100000	outside	0.36026052104208417	0.998	200	30	True	177280	1.7728	100	98	2	8	0.08163265306122448
NC_049253.1	36500000	36600000	100000	outside	0.36595	1.0	0	30	True	1304323	13.04323	100	100		61	0.61
NC_049253.1	36600000	36700000	100000	outside	0.36558	1.0	0	30	True	2000019	20.00019	100	100		99	0.99
NC_049253.1	36700000	36800000	100000	outside	0.35417	1.0	0	30	True	2031334	20.31334	100	100		99	0.99
NC_049253.1	36800000	36900000	100000	outside	0.37752	1.0	0	30	True	2011662	20.11662	100	100		99	0.99
NC_049253.1	36900000	37000000	100000	outside	0.35692	1.0	0	30	True	2024494	20.24494	100	100		97	0.97
NC_049253.1	37000000	37100000	100000	outside	0.38015	1.0	0	30	True	1948901	19.48901	100	100		98	0.98
NC_049253.1	37100000	37200000	100000	outside	0.40753	1.0	0	30	True	1989326	19.89326	100	100		100	1.0
NC_049253.1	37200000	37300000	100000	outside	0.42265	1.0	0	30	True	1927596	19.27596	100	100		96	0.96
NC_049253.1	37300000	37400000	100000	outside	0.3917	1.0	0	30	True	2011920	20.1192	100	100		99	0.99
NC_049253.1	37400000	37500000	100000	outside	0.40724	1.0	0	30	True	1955406	19.55406	100	100		97	0.97
NC_049253.1	37500000	37600000	100000	outside	0.38479	1.0	0	30	True	2019327	20.19327	100	100		99	0.99
NC_049253.1	37600000	37700000	100000	outside	0.39414	1.0	0	30	True	1982752	19.82752	100	100		99	0.99
NC_049253.1	37700000	37800000	100000	outside	0.3638	1.0	0	30	True	1966688	19.66688	100	100		94	0.94
NC_049253.1	37800000	37900000	100000	outside	0.3884	1.0	0	30	True	1988225	19.88225	100	100		98	0.98
NC_049253.1	37900000	38000000	100000	outside	0.3441	1.0	0	30	True	2032783	20.32783	100	100		99	0.99
NC_049253.1	38000000	38100000	100000	outside	0.38065	1.0	0	30	True	2025310	20.2531	100	100		91	0.91
NC_049253.1	38100000	38200000	100000	outside	0.38823	1.0	0	30	True	2035070	20.3507	100	100		100	1.0
NC_049253.1	38200000	38300000	100000	outside	0.37919	1.0	0	30	True	1975018	19.75018	100	100		95	0.95
NC_049253.1	38300000	38400000	100000	outside	0.40072	1.0	0	30	True	2012189	20.12189	100	100		96	0.96
NC_049253.1	38400000	38500000	100000	outside	0.41066	1.0	0	30	True	1999040	19.9904	100	100		99	0.99
NC_049253.1	38500000	38600000	100000	outside	0.38921	1.0	0	30	True	2031432	20.31432	100	100		100	1.0
NC_049253.1	38600000	38700000	100000	outside	0.41628	1.0	0	30	True	1959375	19.59375	100	100		97	0.97
NC_049253.1	38700000	38800000	100000	outside	0.41499	1.0	0	30	True	1930843	19.30843	100	100		98	0.98
NC_049253.1	38800000	38900000	100000	outside	0.43442	1.0	0	30	True	1901385	19.01385	100	100		99	0.99
NC_049253.1	38900000	39000000	100000	outside	0.42248	1.0	0	30	True	1960001	19.60001	100	100		100	1.0
NC_049253.1	39000000	39100000	100000	outside	0.41226	1.0	0	30	True	1918195	19.18195	100	100		98	0.98
NC_049253.1	39100000	39200000	100000	outside	0.39687	1.0	0	30	True	1933242	19.33242	100	100		98	0.98
NC_049253.1	39200000	39300000	100000	outside	0.41433	1.0	0	30	True	1909961	19.09961	100	100		100	1.0
NC_049253.1	39300000	39400000	100000	outside	0.4146446446446446	0.999	100	30	True	1939133	19.39133	100	100		100	1.0
NC_049253.1	39400000	39500000	100000	outside	0.38466	1.0	0	30	True	1959535	19.59535	100	100		97	0.97
NC_049253.1	39500000	39600000	100000	outside	0.37501	1.0	0	30	True	1986565	19.86565	100	100		97	0.97
NC_049253.1	39600000	39700000	100000	outside	0.39307	1.0	0	30	True	2040841	20.40841	100	100		100	1.0
NC_049253.1	39700000	39800000	100000	outside	0.41711	1.0	0	30	True	1935812	19.35812	100	100		99	0.99
NC_049253.1	39800000	39900000	100000	outside	0.37611	1.0	0	30	True	1954281	19.54281	100	100		94	0.94
NC_049253.1	39900000	40000000	100000	outside	0.39549	1.0	0	30	True	2007575	20.07575	100	100		98	0.98
NC_049253.1	40000000	40100000	100000	outside	0.38655	1.0	0	30	True	1861963	18.61963	100	100		94	0.94
NC_049253.1	40100000	40200000	100000	outside	0.4276	1.0	0	30	True	1837541	18.37541	100	100		75	0.75
