sample	cohort	genes	chrom	start	end	cpm_mean	raw_to_genome_mean_ratio	gate_fraction	has_peak_overlap
SRR27376653	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02762091541029988	1.0924107128928113	0.2605728448501562	False
SRR27376654	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.05195140407513827	2.05463333231321	1.0	False
SRR27376654	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05257695763744414	2.0793734374776824	0.9	True
SRR27376654	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.04908070170599967	1.9410995235589383	0.961	True
SRR27376654	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02457622751392258	0.971968652850774	0.777413960038729	True
SRR27376654	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.030968329731989565	1.2247707958265157	0.855815592612171	False
SRR27376654	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025760286861465163	1.0187971812843732	0.7975319847101741	True
SRR27376655	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.005841611579060555	0.2333854191314877	0.074	False
SRR27376655	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.023682189732789995	0.9461563306520749	0.25	False
SRR27376655	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.010972756884992123	0.43838612512536207	0.139	False
SRR27376655	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.024160934237986424	0.9652832420343161	0.23960918933192502	False
SRR27376655	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.035248691045472395	1.408263870705159	0.323978406779118	False
SRR27376655	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02507670745720419	1.0018704258454831	0.2539577260747386	False
SRR27376656	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.019201759621500968	0.7676471643283252	0.175	False
SRR27376656	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.02688247784972191	1.0747066049275402	0.15	False
SRR27376656	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.04224388152360916	1.6888241755463362	0.425	False
SRR27376656	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.023256426169024253	0.9297444584751554	0.2081682950444503	False
SRR27376656	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.023499683685680603	0.9394693975715549	0.19863200217854454	False
SRR27376656	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.024499483238137436	0.9794393433717732	0.2133768523205278	False
SRR27376657	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.06785474587976932	2.711422517438974	0.499	False
SRR27376657	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.04528682567179203	1.8096260958283283	0.375	False
SRR27376657	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.03479538924247026	1.3903965105440972	0.386	False
SRR27376657	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.026242256508191678	1.0486200232891107	0.24205615702843059	False
SRR27376657	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03125422335230814	1.2488942941835008	0.2747208739808096	False
SRR27376657	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02736907443306873	1.0936467853077776	0.24741242385631754	False
SRR27376658	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.032740259636193515	1.3082408981333162	0.375	False
SRR27376658	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.03816580966860056	1.5250359549268444	0.356	False
SRR27376658	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.06947173422574997	2.775963446481112	0.414	False
SRR27376658	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.025325923070840122	1.0119775686697405	0.2793592113370302	False
SRR27376658	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.025673419749620112	1.0258629004354947	0.26631105130792765	False
SRR27376658	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025669684890285933	1.0257136622869876	0.27453615624945454	True
SRR27376659	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.0	0.0	0.0	False
SRR27376659	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.06193983033299446	2.475133658727024	0.45	False
SRR27376659	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.012959720596671104	0.5178742092780894	0.111	False
SRR27376659	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.021155324237398694	0.8453729175518341	0.17755479271190916	False
SRR27376659	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.0256062981812954	1.023235132598736	0.21705351850961924	False
SRR27376659	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.020956836075535838	0.8374412727984594	0.17803222034105387	False
SRR27376660	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.05500565468147397	2.1978909822810726	0.5	False
SRR27376660	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.031042343616485595	1.2403758758737828	0.481	False
SRR27376660	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.043969320505857466	1.7569061507670571	0.525	False
SRR27376660	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.022489721595063173	0.8986340872413865	0.34996919285274186	False
SRR27376660	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03314233576285713	1.3242864088562327	0.45135918753103627	False
SRR27376660	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025440857005938494	1.0165542164465353	0.3682823381564938	False
SRR27376661	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.06150299034267664	2.457810891639247	0.501	False
SRR27376661	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.03998985470086336	1.5980930340333661	0.344	False
SRR27376661	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.12022787484526634	4.804601835242662	0.411	True
SRR27376661	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.028112757992140056	1.1234550125468428	0.28464043658128685	False
SRR27376661	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03027001088707558	1.2096641485847974	0.2983484710141445	False
SRR27376661	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025145620691675988	1.0048809020290113	0.23083099156965076	True
SRR27376662	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.04320665488392115	1.7263024169887038	0.401	False
SRR27376662	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.055542208679020405	2.2191639076221445	0.619	False
SRR27376662	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.06250904037058354	2.497520526995023	0.589	False
SRR27376662	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02956378233415981	1.1812075948925287	0.3490009682246281	False
SRR27376662	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03552719063497486	1.4194728850624128	0.3952616656254505	False
SRR27376662	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.030204436635605077	1.2068046486799706	0.35780985460702003	False
SRR27376663	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.07012192886322736	2.802262246700434	0.6	False
SRR27376663	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.03005228079855442	1.2009705562048834	0.225	False
SRR27376663	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.052972111031413076	2.1169090650784534	0.361	False
SRR27376663	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02379844906545527	0.951050497715575	0.23226828624240825	False
SRR27376663	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03556058538452342	1.4210973301659235	0.3151841350697615	False
SRR27376663	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.026121911866246707	1.0439023657948217	0.24697607037508945	False
SRR27376664	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.052623052328825	2.102611766675521	0.551	False
SRR27376664	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.024812312491238116	0.9914031568619229	0.306	False
SRR27376664	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.05727066804468632	2.2883123495701256	0.589	False
SRR27376664	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.022334750555144178	0.8924094526019174	0.21653023501452337	False
SRR27376664	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.030079752505532135	1.2018694993520067	0.2795264869367421	False
SRR27376664	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.024924842753277675	0.9958994268918895	0.24959419126245788	False
SRR27376665	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.0	0.0	0.0	False
SRR27376665	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.04272811815142632	1.707118634633865	0.244	False
SRR27376665	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.05693467371165752	2.2747138571728773	0.3	False
SRR27376665	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.027109364042891947	1.0831017730919947	0.17604084147522225	False
SRR27376665	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.02193191162926186	0.8762467586980842	0.13976324346837105	True
SRR27376665	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025939603252911336	1.0363662619336764	0.17810203689805038	False
SRR27376666	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.03598672471195459	1.4383104434176663	0.299	False
SRR27376666	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.08881829948723316	3.549872591674011	0.419	False
SRR27376666	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.08294812496751547	3.315254593398956	0.325	True
SRR27376666	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02059292728283825	0.8230541292247018	0.1527154299797553	True
SRR27376666	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.025927112505291273	1.0362498110765073	0.2010348086565108	False
SRR27376666	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.019229595881779478	0.768564763835729	0.13876040703052728	True
SRR27376667	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.029040155280381442	1.1603731557192452	0.4	False
SRR27376667	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.09060526173561811	3.620363337242679	0.725	False
SRR27376667	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.08015083186328412	3.2026300412226996	0.375	False
SRR27376667	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.014048466794523972	0.5613421688000247	0.2152099287034592	False
SRR27376667	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.020728673583211163	0.8282667963512679	0.3011517452384385	True
SRR27376667	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.016807832919507104	0.6715996501157171	0.24915783778122982	False
SRR27376668	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.04080010885745287	1.6136185393867206	0.426	False
SRR27376668	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.040180747039616105	1.589123170628235	0.394	False
SRR27376668	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.03569041537493468	1.4115333890068156	0.361	False
SRR27376668	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.020613873011996006	0.8152656596317944	0.2143297244960831	False
SRR27376668	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.025486562302414598	1.0079774438861226	0.250708827911	False
SRR27376668	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.022634139361769872	0.8951659179346289	0.22254027542631735	False
SRR27376669	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.0889443751424551	3.5540241058490314	0.575	False
SRR27376669	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.020084225013852118	0.8025220226934325	0.15	False
SRR27376669	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.04877595007419586	1.9489810577873943	0.3	False
SRR27376669	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.025226308221380934	1.0079885026655406	0.176234486400845	False
SRR27376669	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03359710064359322	1.3424671923629237	0.22826661540679513	False
SRR27376669	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02919603441838243	1.1666101420347224	0.19330459218403645	False
SRR27376670	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.05456659257411957	2.180396215349345	0.45	False
SRR27376670	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.0885231751948595	3.5372484712766217	0.5	False
SRR27376670	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.11122142598032951	4.444235288173125	0.425	False
SRR27376670	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02091571492304549	0.8357594547907325	0.17271366957134054	False
SRR27376670	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.030687559599935754	1.226227177720873	0.2266647444214843	False
SRR27376670	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.022582169562687958	0.9023483916827009	0.16581432286666783	False
SRR27376671	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.06554582053795457	2.6194160203437065	0.575	False
SRR27376671	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05029161757975817	2.0098103539818566	0.444	False
SRR27376671	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.07960849948972464	3.181404660243129	0.411	False
SRR27376671	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02480830088613235	0.9914173054102392	0.2777044274271631	False
SRR27376671	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.031021553857729485	1.2397183296200973	0.30755922917968187	False
SRR27376671	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.028549161742947242	1.1409138069078981	0.30239296249105474	False
SRR27376672	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.04744919654726982	1.8960403010894897	0.251	False
SRR27376672	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.08202657364308834	3.2777307247477343	0.3	False
SRR27376672	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.031548700481653216	1.2606663950700285	0.2	False
SRR27376672	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.026158665617307026	1.045283963527764	0.13951236686911364	False
SRR27376672	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.030878049446326293	1.233867597967522	0.15538148557515177	False
SRR27376672	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.022852195591099123	0.9131594834474932	0.13308781177456233	False
SRR27376673	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.008753245323896408	0.34989087536674307	0.075	False
SRR27376673	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.042015581578016284	1.6794763625830835	0.35	False
SRR27376673	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.0350129310041666	1.3995614911830174	0.425	False
SRR27376673	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.01864521460663883	0.7452996253067032	0.17384033095678197	False
SRR27376673	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.025379012767144646	1.0144677390450665	0.23547503484069393	False
SRR27376673	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02239757251066813	0.8952915132463526	0.21468591276421203	False
SRR27376674	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.07389516515284776	2.9539101624405117	0.526	False
SRR27376674	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05946059320122003	2.3768977328695535	0.475	False
SRR27376674	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.051259130239486694	2.0490496965408878	0.35	False
SRR27376674	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.0223065877441327	0.8916910340544144	0.1804418625121028	False
SRR27376674	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.028574456175784194	1.1422449129015464	0.2266647444214843	False
SRR27376674	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.023834384363882306	0.9527636895100968	0.19592271307140488	False
SRR27376675	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.05641388266533613	2.254150467090549	0.725	False
SRR27376675	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.01597121054306626	0.6381675928818079	0.381	False
SRR27376675	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.025002758905291557	0.9990445259593184	0.439	False
SRR27376675	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.026534117122144936	1.0602335751208651	0.47916556641140745	False
SRR27376675	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03061122456149718	1.2231440716969382	0.49939929838050845	False
SRR27376675	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.026371284186584652	1.0537271990231876	0.4658335224198419	False
SRR27376676	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.04393731635063887	1.7558768105717297	0.375	False
SRR27376676	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.0506969016045332	2.026011629495942	0.475	False
SRR27376676	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.07773512527346611	3.1065462156425685	0.525	False
SRR27376676	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.01987239065060428	0.7941647968563545	0.20948860135551448	False
SRR27376676	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.023743607165647235	0.9488710891847297	0.22789818508017365	False
SRR27376676	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.019201694645391107	0.7673616222359778	0.19679542003386102	False
SRR27376677	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.09867724703252316	3.9433613021827156	0.601	False
SRR27376677	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.06425079926848412	2.5676042156520964	0.575	False
SRR27376677	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.03884926959872246	1.5525028409352895	0.425	False
SRR27376677	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.019964799389863515	0.7978375936438586	0.2363348296804859	False
SRR27376677	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.024822734687427524	0.9919714455399046	0.26233841126435675	False
SRR27376677	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.020476997040398508	0.8183061459690254	0.23220986857033146	False
SRR27376678	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.03079421501606703	1.230393686596403	0.275	False
SRR27376678	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.06823991268873214	2.7265497010493123	0.531	False
SRR27376678	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.0668438696116209	2.6707703091278727	0.289	False
SRR27376678	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.021611858379325652	0.8635093991408394	0.20244696769650558	False
SRR27376678	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.023578937725527608	0.9421047459401741	0.21865538949493007	False
SRR27376678	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.019821056981782974	0.7919572997502592	0.1776656834168223	False
SRR27376679	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.052646382331848145	2.1035990547089214	0.474	False
SRR27376679	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.025450599193573	1.016933244679727	0.25	False
SRR27376679	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.01556122350692749	0.6217820410327474	0.164	False
SRR27376679	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.025392034685262313	1.014593174215905	0.25897368189419945	False
SRR27376679	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.029498977071607577	1.1786948605806593	0.2695147932785493	False
SRR27376679	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.025642818798953193	1.0246137910395041	0.24355505908226135	False
SRR27376680	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.041189400292932984	1.6456082352077406	0.275	False
SRR27376680	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.07780219987034798	3.1083710836617873	0.525	False
SRR27376680	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.11771015142649412	4.702782589146449	0.561	False
SRR27376680	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.023918686757839206	0.9556047823985387	0.2058621600211249	False
SRR27376680	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.031707105748741485	1.2667694592213803	0.27311900299549874	False
SRR27376680	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.026013920537591252	1.0393140361901503	0.22042832457717348	False
SRR27376681	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.05247147664427757	2.0967712574807	0.524	False
SRR27376681	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.06078131990507245	2.428834344279775	0.625	False
SRR27376681	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.0438350996747613	1.7516598149113611	0.536	False
SRR27376681	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.027060446129968684	1.0813411264291353	0.43545462547310976	False
SRR27376681	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.0332065834435181	1.3269420678881652	0.48459801047623624	False
SRR27376681	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.029153134226484308	1.164965383497275	0.4551864974778769	False
SRR27376682	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.07450950448960066	2.977491530639671	0.401	False
SRR27376682	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.025622250512242317	1.0238966749104783	0.175	False
SRR27376682	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.05493410528451204	2.195234478451425	0.411	False
SRR27376682	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02485139541339102	0.9930923561339324	0.17128773875539124	False
SRR27376682	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.027663346957583327	1.1054614017309314	0.17940955035481443	False
SRR27376682	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02285265307752872	0.9132201516718618	0.15621454627965023	False
SRR27376683	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.10611781074106694	4.239818304107892	0.676	False
SRR27376683	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.07882266398519278	3.14927127886587	0.6	False
SRR27376683	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.03053815633803606	1.2201178417791012	0.264	False
SRR27376683	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.023509925264947464	0.9393127390250442	0.19452512983012057	False
SRR27376683	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.032613565246336705	1.3030384807978663	0.2595191183302097	False
SRR27376683	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.023034520305766883	0.9203184662095623	0.1937409456652645	False
SRR27376684	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.030778221040964126	1.2300436254430134	0.45	False
SRR27376684	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.06805835931003093	2.7199346874529873	0.619	False
SRR27376684	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.10002927631139755	3.997644097777853	0.6	True
SRR27376684	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.021145975903226144	0.8450934454241644	0.3359915500396092	False
SRR27376684	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.02462240339494163	0.984027968956507	0.3728675092508049	True
SRR27376684	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.0244859105617725	0.9785730682611455	0.37332658439949035	True
SRR27376685	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.03830672849714756	1.5309781015294888	0.526	False
SRR27376685	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.07782704439014196	3.110458797778651	0.65	False
SRR27376685	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.05466362592577934	2.184702727845828	0.511	False
SRR27376685	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.018548474569506822	0.7413138499886804	0.2256667546870874	False
SRR27376685	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.025040269983486577	1.0007668758233623	0.307575247889535	True
SRR27376685	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.019965315755702012	0.7979397461304358	0.23700975686384027	False
SRR27376686	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.04269325974583626	1.688553761362577	0.401	False
SRR27376686	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05673523433506489	2.2439254793048256	0.475	False
SRR27376686	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.08410994745790959	3.3266180421351677	0.361	True
SRR27376686	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.02359598797005191	0.9332408552800433	0.24733738227268726	False
SRR27376686	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.035728196279418686	1.4130797360863634	0.36562705239719995	True
SRR27376686	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.026087287226343812	1.0317738029850203	0.2570122004433351	True
SRR27376687	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.0525219933912158	2.098536012584905	0.374	False
SRR27376687	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.03732749484479427	1.4914341047169626	0.275	False
SRR27376687	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.03609785168617964	1.4423032495386245	0.211	False
SRR27376687	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.024197336724710847	0.9668136954973545	0.20068655928175336	False
SRR27376687	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.03404730196721119	1.3603727637933738	0.2819292934147084	False
SRR27376687	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.02255328746561526	0.9011250886126692	0.19991971095945404	False
SRR27376688	original71	ANO2/NTF3	NC_051831.1	39728324	39729324	0.027267096027731894	1.089780028483296	0.226	False
SRR27376688	original71	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.021113914810121058	0.8438567370638174	0.225	False
SRR27376688	original71	NPNT/TBCK	NC_051836.1	27057411	27058411	0.04524404499679804	1.8082621117835045	0.45	False
SRR27376688	original71	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.022669961994623553	0.9060470467074928	0.2545726608573189	False
SRR27376688	original71	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.02510346888826065	1.0033066598751341	0.26192192480817594	False
SRR27376688	original71	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.021431305473998886	0.8565418431847379	0.23919152426998064	False
SRR30799901	additional5	ANO2/NTF3	NC_051831.1	39728324	39729324	0.033021312650293115	0.8021603304685077	0.526	False
SRR30799901	additional5	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.052984760835766795	1.287116406059535	0.619	False
SRR30799901	additional5	NPNT/TBCK	NC_051836.1	27057411	27058411	0.02894073010981083	0.7030340033644809	0.336	False
SRR30799901	additional5	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.034097804623074685	0.8283106887470569	0.49652319338086437	False
SRR30799901	additional5	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.042426817728396606	1.0306407407288718	0.5818956541240169	False
