genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status
LOC119876429/LOC119872513	NC_051811.1	17268706	17269706	1000	0.8874593853950501	1.0	16.3	0.0	0.05	100.0	1.0	254	1.0	0.400839	6.226	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17268956	17269956	1000	0.9014316104650497	1.0	20.066666666666666	0.0	0.0		0.0	342	1.0	0.331019	6.062	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17269206	17270206	1000	0.9027325543761253	1.0	20.233333333333334	0.0	0.05	100.0	1.0	424	1.0	0.292134	6.062	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17269456	17270456	1000	0.96554235881567	1.0	41.333333333333336	0.0	0.05	100.0	1.0	674	1.0	0.31064400000000003	6.062	0	0	0	0	161	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17269706	17270706	1000	1.0347297716736794	1.0	63.06666666666667	0.0	0.05	100.0	1.0	721	1.0	0.32998500000000003	6.979	0	0	0	0	411	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17269956	17270956	1000	1.0313737567663193	1.0	62.2	0.0	0.05	100.0	1.0	774	1.0	0.23677899999999996	6.979	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17270206	17271206	1000	1.0419758027195931	1.0	65.0	0.0	0.0		0.0	725	0.999	0.20399799799799798	6.979	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17270456	17271456	1000	1.0064693188667297	1.0	55.166666666666664	0.0	0.05	51.501243591308594	2.0	542	0.999	0.11857357357357359	6.979	0	0	0	0	439	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17270706	17271706	1000	0.9630235702395439	1.0	40.36666666666667	0.0	0.05	51.501243591308594	2.0	428	0.999	0.03923623623623623	5.003	0	0	0	0	189	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17270956	17271956	1000	0.9577040865421295	1.0	38.233333333333334	0.0	0.05	51.501243591308594	2.0	217	0.999	0.057256256256256244	5.003	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17271206	17272206	1000	0.9560995241999626	1.0	37.46666666666666	0.0	0.05	51.501243591308594	2.0	184	1.0	0.145733	5.939	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17271456	17272456	1000	0.9377790284752846	1.0	30.966666666666665	0.0	0.0		0.0	144	0.985	0.3074964467005076	5.939	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17271706	17272706	1000	0.9089722871184349	1.0	22.166666666666668	0.0	0.05	91.61817932128906	6.0	82	0.985	0.3619258883248731	5.939	0	0	0	0	195	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17271956	17272956	1000	0.8887805911898613	1.0	16.53333333333333	0.0	0.05	91.61817932128906	6.0	82	0.985	0.432048730964467	5.939	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17272206	17273206	1000	0.9101182543635369	1.0	22.433333333333334	0.0	0.05	91.61817932128906	6.0	82	0.985	0.37019390862944157	5.795	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17272456	17273456	1000	0.9268186204433441	1.0	27.333333333333332	0.0	0.05	91.61817932128906	6.0	98	1.0	0.19560200000000003	5.795	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17272706	17273706	1000	0.9813879845142365	1.0	47.0	0.0	0.0		0.0	115	1.0	0.21218299999999998	5.795	0	0	0	0	205	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17272956	17273956	1000	0.9474942200481892	1.0	34.5	0.0	0.0		0.0	203	1.0	0.128639	4.727	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17273206	17274206	1000	0.9422691065967083	1.0	32.5	0.0	0.006	100.0	2.0	345	1.0	0.076756	4.727	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17273456	17274456	1000	0.9796726939976216	1.0	46.400000000000006	0.0	0.05	100.0	2.0	380	1.0	0.057071	4.323	0	0	0	0	147	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17273511	17274511	1000	0.9843811761438847	1.0	48.199999999999996	0.0	0.05	100.0	2.0	325	1.0	0.039225	4.323	0	0	0	0	202	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17217706	17219706	2000	1.0029266553521157	1.0	53.96666666666666	0.0	0.1	77.45018005371094	8.0	989	0.9995	0.20740670335167583	6.072	0	0	0	0	400	400	MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17217956	17219956	2000	1.0116460788547992	1.0	57.333333333333336	0.0	0.072	87.18744521670871	8.0	801	0.9995	0.1949704852426213	6.757	0	0	0	0	381	381	MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17218206	17220206	2000	0.9831047710478306	1.0	47.199999999999996	0.0	0.025	100.0	2.0	801	0.9995	0.18966683341670837	6.757	0	0	0	0	131	131	MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17218456	17220456	2000	1.008111379057169	1.0	56.10000000000001	0.0	0.05	100.0	2.0	744	0.9995	0.22167183591795897	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17218706	17220706	2000	1.0048426669538022	1.0	54.93333333333334	0.0	0.025	100.0	1.0	527	0.9995	0.18613656828414207	6.757	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17218956	17220956	2000	1.0074509223401547	1.0	55.900000000000006	0.0	0.025	100.0	1.0	610	1.0	0.2011275	6.757	0	0	0	0	22	22	MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17219206	17221206	2000	1.0356617715060712	1.0	64.73333333333333	0.0	0.025	100.0	1.0	407	1.0	0.2329085	6.757	0	0	0	0	272	272	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17219456	17221456	2000	1.048248496502638	1.0	67.36666666666666	0.0	0.025	100.0	1.0	411	1.0	0.22917099999999999	6.757	0	0	0	0	522	522	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17219706	17221706	2000	1.042821001291275	1.0	66.56666666666666	0.0	0.025	100.0	1.0	550	1.0	0.237455	6.757	0	0	0	0	600	600	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17219956	17221956	2000	1.0392397396564483	1.0	65.7	0.0	0.025	100.0	1.0	608	1.0	0.22360500000000003	5.105	0	0	0	0	600	600	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17220206	17222206	2000	1.0174777279496192	1.0	58.93333333333334	0.0	0.025	100.0	1.0	560	1.0	0.26798950000000005	5.322	0	0	0	0	600	600	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17220456	17222456	2000	0.9912771492600441	1.0	50.13333333333333	0.0	0.0		0.0	591	1.0	0.288356	5.322	0	0	0	0	600	600	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17220706	17222706	2000	0.9944546551108361	1.0	51.16666666666667	0.0	0.0		0.0	591	1.0	0.32788799999999996	5.322	0	0	0	0	600	600	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17220956	17222956	2000	1.0019634132385253	1.0	53.400000000000006	0.0	0.0		0.0	672	1.0	0.336457	5.322	0	0	0	0	578	578	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17221206	17223206	2000	0.9981031512320042	1.0	52.26666666666666	0.0	0.053	77.75177145903965	6.0	665	1.0	0.44725099999999995	6.122	0	0	0	0	328	328	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17221456	17223456	2000	0.9857940921783447	1.0	48.199999999999996	0.0	0.125	83.69652709960937	6.0	661	1.0	0.5031365	6.936	0	0	0	0	78	78	MG;SP	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17221706	17223706	2000	0.9930363334417344	1.0	50.56666666666667	0.0	0.15	78.08043924967448	6.0	522	0.9975	0.4945027568922305	6.936	0	0	0	147	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17221956	17223956	2000	1.0070653509497642	1.0	55.833333333333336	0.0	0.15	78.08043924967448	6.0	657	0.9975	0.44502556390977444	6.936	0	0	0	219	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17222206	17224206	2000	1.0642943329215049	1.0	70.89999999999999	0.0	0.15	78.08043924967448	6.0	687	0.9975	0.416850626566416	6.936	0	0	0	219	67	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17222456	17224456	2000	1.0945278509557248	1.0	76.36666666666667	0.0	0.15	78.08043924967448	6.0	849	0.9975	0.36303258145363404	6.936	0	0	0	219	317	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17222706	17224706	2000	1.103390673905611	1.0	77.46666666666667	0.0	0.15	78.08043924967448	6.0	1068	0.9975	0.36935037593984965	6.936	0	0	0	219	567	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17222956	17224956	2000	1.1022899097204208	1.0	77.36666666666666	0.0	0.15	78.08043924967448	6.0	899	0.997	0.38323269809428284	6.936	0	0	0	219	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17223206	17225206	2000	1.09816016882658	1.0	76.83333333333333	0.0	0.097	78.26002061981515	4.0	971	0.997	0.3292703109327984	8.368	0	0	0	219	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17223456	17225456	2000	1.0902250170707704	1.0	75.8	0.0	0.05	75.0	1.0	1188	0.997	0.4567542627883651	8.368	0	0	0	219	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17223706	17225706	2000	1.0918772258758545	1.0	75.96666666666667	0.0	0.025	100.0	1.0	1341	0.9995	0.46814257128564285	8.368	0	0	0	72	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17223956	17225956	2000	1.0829802295565605	1.0	74.86666666666667	0.0	0.025	100.0	1.0	1346	0.9995	0.4847868934467233	8.368	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17224206	17226206	2000	1.0585510829091072	1.0	69.63333333333334	0.0	0.025	100.0	1.0	1364	0.9995	0.4523221610805403	8.368	0	0	0	0	533	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17224456	17226456	2000	1.042095896780491	1.0	66.43333333333334	0.0	0.025	100.0	1.0	1411	0.9995	0.463072036018009	8.368	0	0	0	0	283	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17224706	17226706	2000	1.0215516327917575	1.0	60.16666666666667	0.0	0.025	100.0	1.0	1434	0.999	0.4481186186186186	8.368	0	0	0	0	33	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17224956	17226956	2000	1.0153871099054814	1.0	58.46666666666667	0.0	0.025	100.0	1.0	1462	0.9995	0.40645922961480735	8.368	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17225206	17227206	2000	0.9784452672898769	1.0	45.36666666666667	0.0	0.025	100.0	1.0	1640	0.9995	0.3416923461730865	8.354	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17225456	17227456	2000	0.9743031395673751	1.0	43.7	0.0	0.0		0.0	1538	0.9995	0.17768534267133565	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17225706	17227706	2000	0.9760350467264652	1.0	44.36666666666667	0.0	0.0		0.0	1463	0.9995	0.16144222111055526	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17225956	17227956	2000	0.9543999423086643	1.0	35.46666666666667	0.0	0.0		0.0	1376	0.9995	0.19431415707853927	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17226206	17228206	2000	0.9298553236722946	1.0	26.23333333333333	0.0	0.0		0.0	1159	0.9995	0.22705202601300647	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17226456	17228456	2000	0.933639443308115	1.0	27.400000000000002	0.0	0.025	100.0	1.0	1157	0.9995	0.2075607803901951	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17226706	17228706	2000	0.9557406876087189	1.0	35.93333333333334	0.0	0.025	100.0	1.0	1079	1.0	0.20763900000000002	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17226956	17228956	2000	0.9868763064146042	1.0	48.66666666666667	0.0	0.025	100.0	1.0	1221	1.0	0.2008845	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17227206	17229206	2000	1.0199874564707279	1.0	59.73333333333334	0.0	0.053	90.88754805079046	5.0	1004	1.0	0.199197	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17227456	17229456	2000	1.027200813472271	1.0	62.26666666666667	0.0	0.075	86.1362075805664	5.0	889	1.0	0.1810375	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17227706	17229706	2000	1.0238868453204633	1.0	60.96666666666667	0.0	0.075	86.1362075805664	5.0	811	1.0	0.256992	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17227956	17229956	2000	1.0415212094783783	1.0	66.23333333333333	0.0	0.075	86.1362075805664	5.0	648	1.0	0.26996450000000005	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17228206	17230206	2000	1.0621701595485211	1.0	70.5	0.0	0.075	86.1362075805664	5.0	642	0.9995	0.2662711355677839	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17228456	17230456	2000	1.0548173315525056	1.0	68.56666666666666	0.0	0.05	79.20431137084961	5.0	494	0.9995	0.28791995997999	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17228706	17230706	2000	1.054926766872406	1.0	68.56666666666666	0.0	0.103	81.75385691818681	70.0	330	0.9995	0.29117958979489744	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17228956	17230956	2000	1.0407705016136168	1.0	65.96666666666667	0.0	0.15	84.88611602783203	70.0	160	0.9995	0.5580510255127564	10.628	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17229206	17231206	2000	1.0453255739808083	1.0	67.0	0.0	0.175	88.57615779331752	70.0	127	0.9995	0.705047523761881	10.784	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17229456	17231456	2000	1.0313697218000888	1.0	63.4	0.0	0.175	91.75801195417132	70.0	270	0.9995	0.7348989494747374	10.784	0	0	0	0	116	116	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17229706	17231706	2000	1.0517685744762422	1.0	68.2	0.0	0.175	91.75801195417132	70.0	344	0.9995	0.6670515257628815	10.784	0	0	0	0	366	366	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17229956	17231956	2000	1.0772779899537563	1.0	73.5	0.0	0.175	91.75801195417132	70.0	344	0.9995	0.6560020010005002	10.784	0	0	0	0	616	616	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17230206	17232206	2000	1.0570277607142926	1.0	69.0	0.0	0.2	88.01437330245972	70.0	317	1.0	0.6550320000000001	10.784	0	0	0	0	866	866	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17230456	17232456	2000	1.0584863950610162	1.0	69.63333333333334	0.0	0.2	88.01437330245972	70.0	217	1.0	0.613072	10.784	0	0	0	0	1116	1116	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17230706	17232706	2000	1.0542199544310569	1.0	68.53333333333333	0.0	0.147	89.40437392150464	67.0	374	1.0	0.628113	10.784	0	0	0	0	1366	1366	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17230956	17232956	2000	1.0420569052100181	1.0	66.36666666666666	0.0	0.15	92.20115216573079	11.0	374	1.0	0.4501995	10.784	0	0	0	0	1616	1616	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17231206	17233206	2000	1.0390081966519356	1.0	65.63333333333333	0.0	0.097	90.15693369599961	4.0	374	1.0	0.30072450000000006	5.455	0	0	0	0	1866	1866	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17231456	17233456	2000	1.055043219178915	1.0	68.66666666666667	0.0	0.075	87.26963424682617	4.0	231	1.0	0.30448200000000003	5.746	0	0	0	0	2000	2000	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17231706	17233706	2000	1.0410053979754448	1.0	66.13333333333333	0.0	0.075	87.26963424682617	4.0	157	1.0	0.31417399999999995	5.746	0	0	0	0	2000	2000	CL	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17231956	17233956	2000	1.0462456935644149	1.0	67.26666666666667	0.0	0.075	87.26963424682617	4.0	157	1.0	0.2625505	5.746	0	0	0	0	2000	2000	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17232206	17234206	2000	1.0828120262026786	1.0	74.83333333333333	0.0	0.05	100.0	1.0	191	1.0	0.20086700000000002	5.746	0	0	0	0	2000	2000	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17232456	17234456	2000	1.1218960947096348	1.0	79.46666666666667	0.0	0.05	100.0	1.0	191	1.0	0.2139655	5.746	0	0	0	0	2000	2000	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17232706	17234706	2000	1.1295939020216466	1.0	80.4	0.0	0.05	100.0	1.0	34	1.0	0.19617400000000002	5.746	0	0	0	0	1983	1983	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17232956	17234956	2000	1.1619242877960205	1.0	83.93333333333334	0.0	0.0		0.0	230	1.0	0.1203095	6.154	0	0	0	0	1733	1733	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17233206	17235206	2000	1.1757307243943214	1.0	85.2	0.0	0.0		0.0	329	1.0	0.128256	6.154	0	0	0	0	1483	1483	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17233456	17235456	2000	1.189606068789959	1.0	86.33333333333333	0.0	0.0		0.0	329	1.0	0.1103155	6.154	0	0	0	0	1233	1233	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17233706	17235706	2000	1.1872320279479027	1.0	86.1	0.0	0.0		0.0	434	1.0	0.148179	6.154	0	0	0	0	983	983	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17233956	17235956	2000	1.2036773682534694	1.0	87.2	0.0	0.025	33.33333206176758	1.0	434	1.0	0.196214	6.154	0	0	0	0	733	733	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17234206	17236206	2000	1.223113875478506	1.0	88.36666666666667	3.0	0.028	35.27677304404123	46.0	400	1.0	0.2193585	6.154	0	0	0	0	483	483	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17234456	17236456	2000	1.2955226723253728	1.0	91.8	3.0	0.1	59.53159141540527	60.0	485	1.0	0.25840250000000003	6.154	0	0	0	0	233	233	CL;MG	regulatory_annotation_present
LOC119876429/LOC119872513	NC_051811.1	17234706	17236706	2000	1.2908594473600388	1.0	91.5	3.0	0.1	59.53159141540527	60.0	494	1.0	0.284496	6.154	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17234956	17236956	2000	1.2706417245864867	1.0	90.73333333333333	3.0	0.1	59.53159141540527	60.0	339	1.0	0.2831345	5.848	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17235206	17237206	2000	1.262873177230358	1.0	90.2	3.0	0.1	59.53159141540527	60.0	250	1.0	0.25806000000000007	5.848	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17235456	17237456	2000	1.2328110261261462	1.0	88.9	3.0	0.1	59.53159141540527	60.0	331	1.0	0.26638300000000004	5.848	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17235706	17237706	2000	1.238876048207283	1.0	89.13333333333333	3.0	0.1	59.53159141540527	60.0	387	1.0	0.22866350000000005	5.848	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17235956	17237956	2000	1.1940566426217556	1.0	86.56666666666666	3.0	0.075	68.2643445332845	60.0	564	1.0	0.2107625	5.585	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17236206	17238206	2000	1.157658091723919	1.0	83.39999999999999	3.0	0.072	68.96402078204684	60.0	646	1.0	0.20021950000000002	5.585	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17236456	17238456	2000	1.0352548239827155	1.0	64.7	0.0	0.0		0.0	561	1.0	0.171548	5.585	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17236706	17238706	2000	1.0209455747306346	1.0	60.0	0.0	0.0		0.0	632	1.0	0.1269975	4.871	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17236956	17238956	2000	1.0031670605540275	1.0	54.1	0.0	0.0		0.0	778	1.0	0.13664049999999997	4.871	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17237206	17239206	2000	0.9729616717994213	1.0	42.96666666666666	0.0	0.0		0.0	951	1.0	0.1423485	3.828	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17237456	17239456	2000	0.9974955918192864	1.0	52.166666666666664	0.0	0.0		0.0	870	1.0	0.189097	5.411	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17237706	17239706	2000	0.9771149506866932	1.0	44.800000000000004	0.0	0.0		0.0	709	1.0	0.21352949999999998	7.169	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17237956	17239956	2000	0.9696480980515481	1.0	41.6	0.0	0.0		0.0	559	0.999	0.22333283283283287	7.169	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17238206	17240206	2000	0.9663662188053131	1.0	40.300000000000004	0.0	0.0		0.0	477	0.999	0.25355705705705706	7.169	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17238456	17240456	2000	0.9669249266088009	1.0	40.46666666666667	0.0	0.0		0.0	711	0.9985	0.50471557336004	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17238706	17240706	2000	0.9740581476986409	1.0	43.7	0.0	0.0		0.0	670	0.9985	0.6623930896344516	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17238956	17240956	2000	0.9959330730140209	1.0	51.56666666666667	0.0	0.025	100.0	2.0	483	0.9985	0.6256424636955432	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17239206	17241206	2000	1.0022803449034692	1.0	53.6	0.0	0.025	100.0	2.0	300	0.9985	0.6443875813720581	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17239456	17241456	2000	1.0076744643449784	1.0	55.96666666666666	0.0	0.025	100.0	2.0	300	0.9985	0.5897896845267901	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17239706	17241706	2000	1.0168281997442246	1.0	58.833333333333336	0.0	0.1	97.9525260925293	67.0	343	0.9985	0.5984396594892338	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17239956	17241956	2000	1.0283605169653893	1.0	62.66666666666667	0.0	0.1	97.9525260925293	67.0	320	0.9995	0.6034582291145574	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17240206	17242206	2000	1.0249040347337723	1.0	61.33333333333333	0.0	0.1	97.9525260925293	67.0	447	0.9995	0.6016138069034517	10.452	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
LOC119876429/LOC119872513	NC_051811.1	17240456	17242456	2000	1.0430231451392173	1.0	66.56666666666666	0.0	0.1	97.9525260925293	67.0	213	1.0	0.361295	8.46	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
