id	chrom	start0	end0	atac_mean	atac_percentile	GC	GC_distance_w01	coding_TSS_distance	miRNA_distance	risk_gene_distance	screen_flags	stage	pending
bg1k_0501	NC_051815.1	74393754	74394754	1.073050242781639	71.18815213732749	0.399	0.011999999999999955	439420	4808256	468272		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0502	NC_051822.1	43029774	43030774	1.5598858520984649	97.30730393806799	0.488	0.07700000000000001	1704	1293642	105238	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0503	NC_051828.1	36265394	36266394	1.3192704129219055	93.09996634129922	0.583	0.172	20946	11085199	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0504	NC_051829.1	9234210	9235210	0.9709967395663262	42.174352070010094	0.405	0.00599999999999995	9371	671217	273843	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0505	NC_051843.1	41544454	41545454	0.8696026669740677	10.972736452372938	0.386	0.024999999999999967	23674	1370055	130499	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0506	NC_051843.1	38459010	38460010	0.9934589463472366	49.84853584651633	0.413	0.0020000000000000018	6932	1195830	374420	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0507	NC_051815.1	71619044	71620044	1.3481350275278092	94.04240996297543	0.566	0.15499999999999997	40575	2033546	28441	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0508	NC_051807.1	18548168	18549168	1.0326381539702416	61.864692022887915	0.388	0.022999999999999965	114232	1357335	937798		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0509	NC_051832.1	25429322	25430322	0.9290462235808372	26.624032312352742	0.365	0.045999999999999985	11256	9187139	240360	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0510	NC_051813.1	34399892	34400892	0.986663260281086	47.86267250084147	0.429	0.018000000000000016	92274	118684	0	gene_overlap;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0511	NC_051824.1	43574889	43575889	1.064628192961216	69.67351060249075	0.446	0.03500000000000003	9324	513296	71515	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0512	NC_051817.1	21266523	21267523	0.913112687766552	21.642544597778524	0.358	0.05299999999999999	301313	10004369	301313		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0513	NC_051836.1	15361447	15362447	0.8596796813607216	9.289801413665433	0.332	0.07899999999999996	131866	17292303	1623085		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0514	NC_051831.1	30901231	30902231	0.8792254868745804	12.891282396499495	0.367	0.043999999999999984	128712	7532044	310972		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0515	NC_051823.1	15581835	15582835	1.0447478285431862	65.06226859643218	0.385	0.025999999999999968	150181	1847392	150181	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0516	NC_051811.1	80341364	80342364	1.3350186167955398	93.67216425445977	0.603	0.192	106683	14059075	296543	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0517	NC_051811.1	67554251	67555251	1.5583698555231094	97.27364523729383	0.624	0.21300000000000002	339	1271962	43540	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0518	NC_051821.1	6059884	6060884	1.2519607011675835	90.27263547627062	0.411	0.0	4829	1190054	2389	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0519	NC_051824.1	44357197	44358197	1.2103788015842438	87.71457421743521	0.502	0.09100000000000003	15782	267987	138623	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0520	NC_051814.1	51078656	51079656	0.9496156318187714	33.625042073375965	0.438	0.027000000000000024	25276	6679860	25276	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0521	NC_051805.1	44337588	44338588	0.9764804276823997	44.3285089195557	0.382	0.02899999999999997	79988	290274	1785746	gene_overlap;miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0522	NC_051844.1	2488849	2489849	1.1810952935814858	85.52675866711544	0.475	0.064	2412382				preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0523	NC_051812.1	72407683	72408683	0.9050739151835442	19.21911814203972	0.363	0.04799999999999999	9907	358157	183694	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0524	NC_051812.1	13842819	13843819	0.9864439330101014	47.761696398519014	0.413	0.0020000000000000018	41133	10069896	273150	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0525	NC_051817.1	63705665	63706665	1.0150100502448205	57.11881521373275	0.422	0.01100000000000001	18476	22959726	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0526	NC_051814.1	17654233	17655233	1.8669040371179582	98.2497475597442	0.707	0.296	437	3111977	78760	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0527	NC_051825.1	36171872	36172872	1.2098343225121497	87.61359811511275	0.572	0.16099999999999998	2583	1649552	222159	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0528	NC_051816.1	25358278	25359278	0.7780425668656826	2.356109054190508	0.526	0.11500000000000005	316173	5049513	2220654		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0529	NC_051805.1	9698901	9699901	1.0096784068346023	55.6714910804443	0.354	0.056999999999999995	194343	7774267	1744666		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0530	NC_051816.1	67465372	67466372	1.0935266754627229	75.53012453719286	0.409	0.0020000000000000018	71580	25981585	913187	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0531	NC_051813.1	30676554	30677554	0.9797059660553932	45.33826994278021	0.379	0.03199999999999997	146407	2891048	194998	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0532	NC_051825.1	4509261	4510261	0.8293463094830513	4.914170313025918	0.304	0.10699999999999998	104631	1954524	484373		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0533	NC_051836.1	13689366	13690366	0.9228385002017021	24.772803769774487	0.373	0.03799999999999998	173751	18964384	454295	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0534	NC_051808.1	3662909	3663909	0.8805868278741836	13.160552002692697	0.341	0.06999999999999995	25481	5063232	95069	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0535	NC_051808.1	82055370	82056370	1.0456907892227172	65.46617300572198	0.407	0.0040000000000000036	40999	5705325	4940660	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0536	NC_051841.1	18629209	18630209	0.9056466146707535	19.42107034668462	0.317	0.09399999999999997	62751	6439814	262632	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0537	NC_051817.1	9381771	9382771	0.8513036613464355	7.741501178054527	0.335	0.07599999999999996	38826	650467	359370	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0538	NC_051831.1	15900292	15901292	0.850560887336731	7.438572871087176	0.347	0.064	128395	14625851	418897		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0539	NC_051829.1	14690535	14691535	1.026213241815567	60.14809828340626	0.447	0.03600000000000003	28781	4470277	493622	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0540	NC_051808.1	21962941	21963941	1.048131509065628	66.00471221810838	0.438	0.027000000000000024	23756	6518108	505597	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0541	NC_051814.1	19703736	19704736	1.1096083422899246	77.75159878828677	0.458	0.04700000000000004	562967	1062474	963081	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0542	NC_051827.1	41325640	41326640	0.8202122300863266	4.207337596768765	0.328	0.08299999999999996	537842	8493509	1827520		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0543	NC_051826.1	16726964	16727964	1.0205359674096108	58.330528441602155	0.405	0.00599999999999995	35185	6666934	660472	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0544	NC_051812.1	62422399	62423399	1.3033434798717498	92.22484012117133	0.606	0.195	31719	6286650	257894	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0545	NC_051814.1	49042205	49043205	1.0521051743626595	66.94715583978459	0.463	0.052000000000000046	192219	7810257	230135	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0546	NC_051837.1	1339962	1340962	0.8689606900811195	10.804442948502189	0.327	0.08399999999999996	147914	17411382	180468	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0547	NC_051823.1	46920969	46921969	0.8865371615886688	14.5069000336587	0.339	0.07199999999999995	255280	7038995	957924	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0548	NC_051806.1	25694209	25695209	0.9441327767968177	31.84113093234601	0.371	0.03999999999999998	493650	17308826	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0549	NC_051829.1	39026585	39027585	1.052617222070694	67.11544934365533	0.432	0.02100000000000002	262723	3798381	848721		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0550	NC_051826.1	46501077	46502077	0.9710215638279915	42.20801077078425	0.418	0.007000000000000006	24322	3621056	1709781	gene_overlap;coding_5prime_under_50kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0551	NC_051810.1	37292793	37293793	2.234727019906044	98.68731066980814	0.582	0.17099999999999999	12818	1773727	18770	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0552	NC_051830.1	37143558	37144558	1.0619566967487335	69.13497139010434	0.515	0.10400000000000004	86487	4813333	82969	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0553	NC_051826.1	38909769	38910769	0.9612417100667954	38.43823628407944	0.335	0.07599999999999996	382554	3968529	4016931		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0554	NC_051839.1	17537255	17538255	0.9736968567967415	43.1167956916863	0.359	0.05199999999999999	193014		385646		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0555	NC_051841.1	19420662	19421662	0.8893511494398118	14.910804442948502	0.323	0.08799999999999997	705693	5648361	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0556	NC_051816.1	43777143	43778143	0.9648437328934669	39.85190171659374	0.374	0.03699999999999998	17708	2293356	2055699	gene_overlap;coding_5prime_under_50kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0557	NC_051815.1	21701567	21702567	0.9583736548423767	37.42847526085493	0.34	0.07099999999999995	12442	4496469	134823	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0558	NC_051825.1	42706538	42707538	1.2140636560320854	88.15213732749916	0.551	0.14000000000000007	130959	8184218	225018	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0559	NC_051806.1	73101271	73102271	1.0733534260988236	71.2554695388758	0.383	0.02799999999999997	0	3506872	61335	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0560	NC_051839.1	3830671	3831671	0.9890973213911056	48.56950521709862	0.379	0.03199999999999997	62202		366398	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0561	NC_051838.1	18055836	18056836	1.115472117960453	78.49209020531808	0.4	0.010999999999999954	35846	2848616	178338	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0562	NC_051817.1	60951807	60952807	1.073475261271	71.3227869404241	0.35	0.061	1490	20205868	1390972	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0563	NC_051832.1	1830098	1831098	1.0405783431529998	63.88421406933692	0.353	0.057999999999999996	52401	2875448	147911	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0564	NC_051813.1	51351023	51352023	1.333197918713093	93.60484685291148	0.611	0.2	8076	1594165	105739	coding_5prime_under_50kb;risk_gene_under_300kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0565	NC_051808.1	43623670	43624670	0.8582167549431324	8.953214405923932	0.664	0.25300000000000006	13701	19007	73244	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0566	NC_051805.1	122946251	122947251	1.2804505982398986	91.21507909794681	0.501	0.09000000000000002	278095	100315	275098	miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0567	NC_051823.1	3770399	3771399	1.0287606527805329	60.68663749579266	0.452	0.041000000000000036	77819	9963021	469808		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0568	NC_051827.1	34644560	34645560	0.9390293517708779	30.090878492090205	0.359	0.05199999999999999	32614	15174589	270089	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0569	NC_051811.1	59640947	59641947	0.9199480965733529	23.796701447324132	0.371	0.03999999999999998	1112951	5408103	1112951		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0570	NC_051810.1	56475970	56476970	1.044803613424301	65.09592729720633	0.39	0.020999999999999963	9050	4480303	105951	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0571	NC_051834.1	8155381	8156381	8.877571090102196	99.96634129922585	0.607	0.196	102	3781607	151342	coding_5prime_under_50kb;risk_gene_under_300kb;regulatory_overlap;consensus_peak_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0572	NC_051827.1	11674957	11675957	1.1500562735199928	82.66576910131269	0.461	0.050000000000000044	31791	849738	327302	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0573	NC_051832.1	39905370	39906370	1.2814188278383678	91.24873779872097	0.694	0.283	333329	1573106	771641	regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0574	NC_051811.1	15311871	15312871	1.1019723125696181	76.67452036351396	0.417	0.006000000000000005	96533	7031765	649937		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0575	NC_051831.1	30604680	30605680	0.8764951321482658	12.251767081790643	0.383	0.02799999999999997	106335	7828595	70011	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0576	NC_051809.1	7703134	7704134	1.0925110083818437	75.36183103332212	0.48	0.069	164154	4292727	1117515	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0577	NC_051818.1	17640679	17641679	0.9271009299755096	25.95085829686974	0.42	0.009000000000000008	11005	1144882	348981	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0578	NC_051822.1	52910987	52911987	1.3791271443963051	95.01851228542579	0.539	0.12800000000000006	5775	166204	5434	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0579	NC_051815.1	62380457	62381457	0.9459112457036972	32.68259845169977	0.371	0.03999999999999998	70762	2949569	1092897	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0580	NC_051818.1	59721738	59722738	0.9254724820256233	25.58061258835409	0.386	0.024999999999999967	102363	19439019	102363	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0581	NC_051817.1	39512519	39513519	0.9606872770190239	38.303601480982834	0.335	0.07599999999999996	8366	1232396	333803	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0582	NC_051813.1	25522480	25523480	1.098895933330059	76.16963985190172	0.448	0.03700000000000003	27293	113142	124707	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0583	NC_051813.1	23187643	23188643	1.4081757802963257	95.79266240323123	0.507	0.09600000000000003	3728	238778	74011	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0584	NC_051805.1	84819210	84820210	0.7925159850716591	2.7936721642544597	0.36	0.05099999999999999	392890	2451157	374038		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0585	NC_051827.1	13784955	13785955	0.7965215396881103	2.89464826657691	0.274	0.13699999999999996	205787	1259237	396489		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0586	NC_051815.1	15199057	15200057	0.9499490396976471	33.793335577246715	0.413	0.0020000000000000018	79698	473332	2454195		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0587	NC_051808.1	10779823	10780823	0.9375409433841705	29.518680578929654	0.349	0.062	1599	2052660	61065	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0588	NC_051829.1	28709890	28710890	0.9160501700639725	22.61864692022888	0.338	0.07299999999999995	124137	58181	124327	gene_overlap;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0589	NC_051814.1	11234927	11235927	1.0856610545516014	73.84718949848536	0.45	0.039000000000000035	68976	709025	148060	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0590	NC_051810.1	12790154	12791154	1.1307358204126359	80.47795355099294	0.527	0.11600000000000005	19401	199677	152646	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0591	NC_051834.1	36285020	36286020	0.859392444946264	9.155166610568832	0.374	0.03699999999999998	26311	2135888	27180	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0592	NC_051831.1	12378165	12379165	0.8396198815107345	6.294177044766072	0.322	0.08899999999999997	389809	11103724	3603137	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0593	NC_051814.1	41763381	41764381	2.261739592671394	98.75462807135645	0.429	0.018000000000000016	0	531433	950089	gene_overlap;coding_5prime_under_50kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0594	NC_051829.1	9802769	9803769	0.9580889095067978	37.22652305621003	0.43	0.019000000000000017	19064	102658	132758	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0595	NC_051818.1	20392206	20393206	1.0809014736413955	72.9384045775833	0.493	0.08200000000000002	29847	1604958	254966	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0596	NC_051843.1	3974357	3975357	1.2017676355838776	86.80578929653315	0.526	0.11500000000000005	246627	35680483	2272281	regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0597	NC_051808.1	3940312	3941312	1.038507282435894	63.37933355772467	0.408	0.0030000000000000027	14665	4785829	372472	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_0598	NC_051815.1	26696485	26697485	0.9522602352499961	34.87041400201952	0.446	0.03500000000000003	10469	497427	5913	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
