#chrom	start	end	type	length	gc_frac	obs_exp	n_cpg
NC_051807.1	2152973	2153718	CGI_GGF+CGI_TJ	745	0.5221	0.6373	32
NC_051807.1	2173313	2173947	CGI_GGF+CGI_TJ	634	0.5489	0.7335	35
NC_051807.1	2177332	2178018	CGI_GGF+CGI_TJ	686	0.5466	0.6700	34
NC_051807.1	2184224	2185958	CGI_GGF+CGI_TJ	1734	0.6465	0.6360	115
NC_051807.1	2229668	2231311	CGI_GGF+CGI_TJ	1643	0.6172	0.6392	100
NC_051807.1	2367701	2368441	CGI_GGF+CGI_TJ	740	0.5419	0.7031	37
NC_051807.1	2571010	2572504	CGI_GGF+CGI_TJ	1494	0.6452	0.6395	99
NC_051807.1	2723090	2724418	CGI_GGF+CGI_TJ	1328	0.5203	0.6742	60
NC_051807.1	2733083	2737379	CGI_GGF+CGI_TJ	4296	0.6767	0.6379	310
NC_051807.1	2742557	2743747	CGI_GGF+CGI_TJ	1190	0.5294	0.6528	54
NC_051807.1	2752658	2755017	CGI_GGF+CGI_TJ	2359	0.5994	0.6429	136
NC_051807.1	3813953	3814700	CGI_GGF+CGI_TJ	747	0.7577	0.6495	69
NC_051807.1	4013429	4014618	CGI_GGF+CGI_TJ	1189	0.6930	0.6444	92
NC_051807.1	4040356	4041480	CGI_GGF+CGI_TJ	1124	0.6014	0.6126	62
NC_051807.1	4151613	4152691	CGI_GGF+CGI_TJ	1078	0.6772	0.6456	72
NC_051807.1	4340547	4341254	CGI_GGF+CGI_TJ	707	0.5813	0.6199	37
NC_051807.1	4406663	4407450	CGI_GGF+CGI_TJ	787	0.5438	0.8608	50
NC_051807.1	4408276	4409783	CGI_GGF+CGI_TJ	1507	0.5620	0.6180	72
NC_051807.1	4437101	4439407	CGI_GGF+CGI_TJ	2306	0.6045	0.6363	134
NC_051807.1	4449627	4451231	CGI_GGF+CGI_TJ	1604	0.5611	0.6496	82
NC_051807.1	7024049	7024683	CGI_GGF+CGI_TJ	634	0.6751	0.6265	45
NC_051807.1	7841183	7841994	CGI_GGF+CGI_TJ	811	0.5462	0.6614	40
NC_051807.1	7855933	7857422	CGI_GGF+CGI_TJ	1489	0.6790	0.6264	106
NC_051807.1	9580434	9581105	CGI_GGF+CGI_TJ	671	0.7004	0.6497	52
NC_051807.1	12561937	12563093	CGI_GGF+CGI_TJ	1156	0.5666	0.6157	57
NC_051807.1	13685366	13686425	CGI_GGF+CGI_TJ	1059	0.6006	0.6179	59
NC_051807.1	17761159	17762567	CGI_GGF+CGI_TJ	1408	0.5391	0.7156	73
NC_051807.1	27160210	27160843	CGI_GGF+CGI_TJ	633	0.6430	0.6304	41
NC_051807.1	28755820	28756552	CGI_GGF+CGI_TJ	732	0.7186	0.6486	61
NC_051807.1	29100187	29100764	CGI_GGF+CGI_TJ	577	0.6205	0.6360	35
NC_051807.1	30138068	30138726	CGI_GGF+CGI_TJ	658	0.7568	0.6252	58
NC_051807.1	30445956	30446629	CGI_GGF+CGI_TJ	673	0.5438	0.8849	44
NC_051807.1	30678553	30679124	CGI_GGF+CGI_TJ	571	0.6515	0.6449	39
NC_051807.1	31170902	31172835	CGI_GGF+CGI_TJ	1933	0.6467	0.6156	108
NC_051807.1	31188905	31190827	CGI_GGF+CGI_TJ	1922	0.6467	0.6180	108
NC_051807.1	31292315	31292980	CGI_GGF+CGI_TJ	665	0.6406	0.6330	43
NC_051807.1	32104492	32105046	CGI_GGF+CGI_TJ	554	0.6300	0.6448	35
NC_051807.1	33882601	33883172	CGI_GGF+CGI_TJ	571	0.6445	0.6378	37
NC_051807.1	33979953	33980747	CGI_GGF+CGI_TJ	794	0.5353	0.7227	41
NC_051807.1	36232064	36234411	CGI_GGF+CGI_TJ	2347	0.6331	0.6495	139
NC_051807.1	36445636	36446252	CGI_GGF+CGI_TJ	616	0.6445	0.6302	40
NC_051807.1	36870653	36871287	CGI_GGF+CGI_TJ	634	0.6640	0.6330	44
NC_051807.1	37916515	37918470	CGI_GGF+CGI_TJ	1955	0.6343	0.6365	125
NC_051807.1	38055294	38055986	CGI_GGF+CGI_TJ	692	0.6084	0.6432	39
NC_051807.1	39208752	39209409	CGI_GGF+CGI_TJ	657	0.5403	0.7521	36
NC_051807.1	40930443	40931065	CGI_GGF+CGI_TJ	622	0.6559	0.6338	42
NC_051807.1	42006219	42008160	CGI_GGF+CGI_TJ	1941	0.5935	0.6283	105
NC_051807.1	43722742	43723472	CGI_GGF+CGI_TJ	730	0.5301	0.8854	45
NC_051807.1	47688016	47689314	CGI_GGF+CGI_TJ	1298	0.5493	0.8681	85
NC_051807.1	47847647	47848341	CGI_GGF+CGI_TJ	694	0.6844	0.6456	52
NC_051807.1	47902370	47903424	CGI_GGF+CGI_TJ	1054	0.6186	0.6261	63
NC_051807.1	49742313	49743564	CGI_GGF+CGI_TJ	1251	0.6803	0.6455	91
NC_051807.1	56603423	56604464	CGI_GGF+CGI_TJ	1041	0.5524	0.6364	50
NC_051807.1	57196513	57197141	CGI_GGF+CGI_TJ	628	0.6051	0.6307	36
NC_051807.1	57305144	57305742	CGI_GGF+CGI_TJ	598	0.5485	0.6918	31
NC_051807.1	57395120	57396352	CGI_GGF+CGI_TJ	1232	0.6006	0.6032	67
NC_051807.1	58296001	58296739	CGI_GGF+CGI_TJ	738	0.6775	0.6495	55
NC_051807.1	58919151	58920720	CGI_GGF+CGI_TJ	1569	0.6845	0.6398	117
NC_051807.1	59296172	59297013	CGI_GGF+CGI_TJ	841	0.6992	0.6241	64
NC_051807.1	59433596	59434733	CGI_GGF+CGI_TJ	1137	0.5207	0.6434	49
NC_051807.1	59569259	59571169	CGI_GGF+CGI_TJ	1910	0.5801	0.6231	100
NC_051807.1	59624255	59625608	CGI_GGF+CGI_TJ	1353	0.5831	0.6104	70
NC_051807.1	59785660	59786370	CGI_GGF+CGI_TJ	710	0.5380	0.6818	35
NC_051807.1	59987027	59987587	CGI_GGF+CGI_TJ	560	0.6071	0.6395	33
NC_051807.1	60107739	60108454	CGI_GGF+CGI_TJ	715	0.5944	0.6387	40
NC_051807.1	60116585	60117142	CGI_GGF+CGI_TJ	557	0.6212	0.6409	32
NC_051807.1	60437608	60438261	CGI_GGF+CGI_TJ	653	0.5605	0.6262	32
NC_051807.1	60537027	60538066	CGI_GGF+CGI_TJ	1039	0.5457	0.7522	57
NC_051807.1	60572071	60573145	CGI_GGF+CGI_TJ	1074	0.5791	0.6107	55
NC_051807.1	61516398	61517490	CGI_GGF+CGI_TJ	1092	0.6172	0.6443	67
NC_051807.1	62584394	62585074	CGI_GGF+CGI_TJ	680	0.6485	0.6436	46
NC_051807.1	64360339	64361105	CGI_GGF+CGI_TJ	766	0.5483	0.7851	45
NC_051807.1	70103540	70104823	CGI_GGF+CGI_TJ	1283	0.5347	0.6327	58
NC_051807.1	70397417	70398223	CGI_GGF+CGI_TJ	806	0.5732	0.6493	42
NC_051807.1	70405639	70406304	CGI_GGF+CGI_TJ	665	0.5624	0.6348	33
NC_051807.1	70561885	70562551	CGI_GGF+CGI_TJ	666	0.6186	0.6357	40
NC_051807.1	70738378	70739055	CGI_GGF+CGI_TJ	677	0.6972	0.6180	45
NC_051807.1	70881752	70882503	CGI_GGF+CGI_TJ	751	0.5473	0.8380	47
NC_051807.1	71095615	71096212	CGI_GGF+CGI_TJ	597	0.5812	0.6353	32
NC_051807.1	71764962	71766545	CGI_GGF+CGI_TJ	1583	0.6336	0.6130	97
NC_051807.1	72564595	72565574	CGI_GGF+CGI_TJ	979	0.5312	0.6380	44
NC_051807.1	74888391	74889290	CGI_GGF+CGI_TJ	899	0.5729	0.6402	47
NC_051807.1	75444409	75446206	CGI_GGF+CGI_TJ	1797	0.5292	0.6611	83
NC_051807.1	77013312	77013899	CGI_GGF+CGI_TJ	587	0.6627	0.6333	40
NC_051807.1	85211646	85212261	CGI_GGF+CGI_TJ	615	0.5610	0.6408	31
NC_051807.1	85409850	85411396	CGI_GGF+CGI_TJ	1546	0.6358	0.6020	94
NC_051807.1	85423345	85424365	CGI_GGF+CGI_TJ	1020	0.5716	0.6400	53
NC_051807.1	85942473	85943015	CGI_GGF+CGI_TJ	542	0.6328	0.6317	34
NC_051807.1	86245105	86247447	CGI_GGF+CGI_TJ	2342	0.5589	0.6289	115
NC_051807.1	86271646	86273441	CGI_GGF+CGI_TJ	1795	0.6033	0.6478	105
NC_051807.1	86650683	86653988	CGI_GGF+CGI_TJ	3305	0.5722	0.6274	168
NC_051807.1	89955793	89956455	CGI_GGF+CGI_TJ	662	0.5468	0.7887	39
NC_051807.1	89975075	89976009	CGI_GGF+CGI_TJ	934	0.5310	0.6987	46
NC_051807.1	90024432	90025498	CGI_GGF+CGI_TJ	1066	0.5497	0.7580	61
NC_051807.1	90113176	90115497	CGI_GGF+CGI_TJ	2321	0.5493	0.7036	123
NC_051807.1	90118373	90119218	CGI_GGF+CGI_TJ	845	0.5621	0.6452	43
NC_051807.1	90146889	90148326	CGI_GGF+CGI_TJ	1437	0.5442	0.7426	79
NC_051807.1	90161831	90162529	CGI_GGF+CGI_TJ	698	0.5444	0.8930	46
NC_051807.1	90203286	90203937	CGI_GGF+CGI_TJ	651	0.5269	0.8713	39
NC_051807.1	90439327	90441375	CGI_GGF+CGI_TJ	2048	0.6182	0.6135	120
NC_051807.1	91549263	91552190	CGI_GGF+CGI_TJ	2927	0.5350	0.6057	126
NC_051807.1	91587961	91589117	CGI_GGF+CGI_TJ	1156	0.6981	0.6224	82
NC_051807.1	91643367	91644403	CGI_GGF+CGI_TJ	1036	0.5473	0.7065	54
NC_051807.1	91669035	91671018	CGI_GGF+CGI_TJ	1983	0.5930	0.6377	111
NC_051807.1	91676964	91677686	CGI_GGF+CGI_TJ	722	0.7548	0.6457	66
NC_051807.1	91710966	91712082	CGI_GGF+CGI_TJ	1116	0.5547	0.6424	55
NC_051807.1	91786600	91787762	CGI_GGF+CGI_TJ	1162	0.5344	0.7111	59
NC_051807.1	91870481	91871281	CGI_GGF+CGI_TJ	800	0.5700	0.6322	40
NC_051807.1	91914418	91916225	CGI_GGF+CGI_TJ	1807	0.6729	0.6275	127
NC_051807.1	91995062	91996546	CGI_GGF+CGI_TJ	1484	0.5451	0.7298	79
NC_051807.1	92064416	92065278	CGI_GGF+CGI_TJ	862	0.5499	0.7382	48
NC_051807.1	92070072	92071733	CGI_GGF+CGI_TJ	1661	0.5364	0.6843	80
NC_051807.1	92094566	92096730	CGI_GGF+CGI_TJ	2164	0.6382	0.6363	139
NC_051807.1	92363300	92364148	CGI_GGF+CGI_TJ	848	0.6014	0.6390	49
NC_051807.1	92392408	92393338	CGI_GGF+CGI_TJ	930	0.6860	0.6178	67
NC_051807.1	92393453	92394937	CGI_GGF+CGI_TJ	1484	0.6974	0.6322	114
NC_051807.1	92411303	92412853	CGI_GGF+CGI_TJ	1550	0.7135	0.6489	128
NC_051807.1	92436333	92436943	CGI_GGF+CGI_TJ	610	0.6213	0.6493	38
NC_051807.1	92504068	92505346	CGI_GGF+CGI_TJ	1278	0.7042	0.6315	100
NC_051807.1	92526809	92529222	CGI_GGF+CGI_TJ	2413	0.7290	0.6427	206
NC_051807.1	92550808	92551572	CGI_GGF+CGI_TJ	764	0.6558	0.6340	52
NC_051807.1	92563095	92564157	CGI_GGF+CGI_TJ	1062	0.5603	0.6485	54
NC_051807.1	92633577	92634302	CGI_GGF+CGI_TJ	725	0.7172	0.6440	60
NC_051807.1	92651907	92653252	CGI_GGF+CGI_TJ	1345	0.7301	0.6033	108
NC_051807.1	92653517	92654222	CGI_GGF+CGI_TJ	705	0.7305	0.6489	61
NC_051807.1	92661767	92664664	CGI_GGF+CGI_TJ	2897	0.6331	0.6477	188
NC_051807.1	92767775	92768839	CGI_GGF+CGI_TJ	1064	0.6626	0.6422	75
NC_051807.1	92775992	92776935	CGI_GGF+CGI_TJ	943	0.6681	0.6330	66
NC_051808.1	531368	532174	CGI_GGF+CGI_TJ	806	0.5496	0.6282	38
NC_051808.1	1658094	1658725	CGI_GGF+CGI_TJ	631	0.6640	0.6400	44
NC_051808.1	1759728	1760513	CGI_GGF+CGI_TJ	785	0.6841	0.6003	54
NC_051808.1	4861342	4862247	CGI_GGF+CGI_TJ	905	0.6033	0.6320	52
NC_051808.1	5098801	5099484	CGI_GGF+CGI_TJ	683	0.5886	0.6346	37
NC_051808.1	5907669	5908740	CGI_GGF+CGI_TJ	1071	0.5191	0.6477	46
NC_051808.1	6719830	6720431	CGI_GGF+CGI_TJ	601	0.6672	0.6467	43
NC_051808.1	7914485	7915768	CGI_GGF+CGI_TJ	1283	0.5152	0.6860	58
NC_051808.1	10286203	10287056	CGI_GGF+CGI_TJ	853	0.5838	0.6490	47
NC_051808.1	13522630	13523252	CGI_GGF+CGI_TJ	622	0.5498	0.7291	33
NC_051808.1	13726098	13726690	CGI_GGF+CGI_TJ	592	0.5456	0.7490	33
NC_051808.1	15789526	15790321	CGI_GGF+CGI_TJ	795	0.6516	0.6193	52
NC_051808.1	19412581	19413767	CGI_GGF+CGI_TJ	1186	0.5481	0.8422	75
NC_051808.1	21732604	21734016	CGI_GGF+CGI_TJ	1412	0.6508	0.6334	90
NC_051808.1	21764804	21765794	CGI_GGF+CGI_TJ	990	0.5414	0.6508	46
NC_051808.1	21769422	21770259	CGI_GGF+CGI_TJ	837	0.5711	0.6470	44
NC_051808.1	21774445	21775202	CGI_GGF+CGI_TJ	757	0.6618	0.6374	52
NC_051808.1	22114623	22115797	CGI_GGF+CGI_TJ	1174	0.5928	0.6104	62
NC_051808.1	22497701	22498680	CGI_GGF+CGI_TJ	979	0.5802	0.6312	52
NC_051808.1	22655959	22656587	CGI_GGF+CGI_TJ	628	0.5478	0.6376	30
NC_051808.1	22764848	22765715	CGI_GGF+CGI_TJ	867	0.5698	0.6413	45
NC_051808.1	24206321	24207373	CGI_GGF+CGI_TJ	1052	0.5494	0.7590	58
NC_051808.1	25592884	25594156	CGI_GGF+CGI_TJ	1272	0.6352	0.6470	83
NC_051808.1	28130161	28131238	CGI_GGF+CGI_TJ	1077	0.6620	0.6494	76
NC_051808.1	28487104	28488151	CGI_GGF+CGI_TJ	1047	0.5778	0.6408	56
NC_051808.1	28809095	28810030	CGI_GGF+CGI_TJ	935	0.5615	0.6378	47
NC_051808.1	29099111	29100050	CGI_GGF+CGI_TJ	939	0.6038	0.6247	53
NC_051808.1	29249384	29251314	CGI_GGF+CGI_TJ	1930	0.6648	0.6420	136
NC_051808.1	29336883	29337527	CGI_GGF+CGI_TJ	644	0.6972	0.6134	48
NC_051808.1	29540768	29541372	CGI_GGF+CGI_TJ	604	0.7268	0.6401	51
NC_051808.1	29557581	29558472	CGI_GGF+CGI_TJ	891	0.6319	0.6410	57
NC_051808.1	29923930	29925049	CGI_GGF+CGI_TJ	1119	0.5961	0.6115	56
NC_051808.1	31910104	31911965	CGI_GGF+CGI_TJ	1861	0.7211	0.6433	146
NC_051808.1	32752289	32754250	CGI_GGF+CGI_TJ	1961	0.7568	0.6403	175
NC_051808.1	32770474	32773965	CGI_GGF+CGI_TJ	3491	0.6571	0.6480	244
NC_051808.1	33057415	33060389	CGI_GGF+CGI_TJ	2974	0.6419	0.6341	194
NC_051808.1	33565090	33567321	CGI_GGF+CGI_TJ	2231	0.6360	0.6181	138
NC_051808.1	33726316	33726994	CGI_GGF+CGI_TJ	678	0.6711	0.6466	49
NC_051808.1	33838223	33839038	CGI_GGF+CGI_TJ	815	0.6123	0.6427	49
NC_051808.1	33856141	33857034	CGI_GGF+CGI_TJ	893	0.6697	0.6311	63
NC_051808.1	33980811	33982722	CGI_GGF+CGI_TJ	1911	0.6274	0.6327	119
NC_051808.1	33998162	33999374	CGI_GGF+CGI_TJ	1212	0.5437	0.6029	54
NC_051808.1	34050336	34051246	CGI_GGF+CGI_TJ	910	0.6462	0.6426	61
NC_051808.1	34158261	34160806	CGI_GGF+CGI_TJ	2545	0.7497	0.6457	227
NC_051808.1	34162228	34163531	CGI_GGF+CGI_TJ	1303	0.6516	0.6135	80
NC_051808.1	34247068	34249535	CGI_GGF+CGI_TJ	2467	0.6510	0.6276	164
NC_051808.1	34297935	34300106	CGI_GGF+CGI_TJ	2171	0.6366	0.6463	141
NC_051808.1	34309065	34310937	CGI_GGF+CGI_TJ	1872	0.6667	0.6398	133
NC_051808.1	34314201	34315201	CGI_GGF+CGI_TJ	1000	0.6300	0.6459	64
NC_051808.1	34345180	34346372	CGI_GGF+CGI_TJ	1192	0.6326	0.6484	77
NC_051808.1	34346616	34348010	CGI_GGF+CGI_TJ	1394	0.6298	0.6457	89
NC_051808.1	34356254	34357062	CGI_GGF+CGI_TJ	808	0.6064	0.6462	48
NC_051808.1	34479723	34480613	CGI_GGF+CGI_TJ	890	0.6472	0.6383	59
NC_051808.1	34525641	34526669	CGI_GGF+CGI_TJ	1028	0.6362	0.6490	57
NC_051808.1	34676988	34678564	CGI_GGF+CGI_TJ	1576	0.7011	0.6350	122
NC_051808.1	34704187	34705728	CGI_GGF+CGI_TJ	1541	0.7002	0.6412	120
NC_051808.1	34729680	34730334	CGI_GGF+CGI_TJ	654	0.7401	0.6281	56
NC_051808.1	34748747	34749601	CGI_GGF+CGI_TJ	854	0.7143	0.6427	70
NC_051808.1	34753568	34754294	CGI_GGF+CGI_TJ	726	0.7218	0.6373	60
NC_051808.1	34971034	34972538	CGI_GGF+CGI_TJ	1504	0.7547	0.6445	138
NC_051808.1	35116123	35118707	CGI_GGF+CGI_TJ	2584	0.7113	0.6031	193
NC_051808.1	35125795	35126916	CGI_GGF+CGI_TJ	1121	0.6325	0.6157	69
NC_051808.1	35127745	35128339	CGI_GGF+CGI_TJ	594	0.6364	0.6359	38
NC_051808.1	35138238	35139845	CGI_GGF+CGI_TJ	1607	0.8002	0.6499	163
NC_051808.1	35154350	35155022	CGI_GGF+CGI_TJ	672	0.6905	0.6276	50
NC_051808.1	35224006	35224799	CGI_GGF+CGI_TJ	793	0.6482	0.6373	53
NC_051808.1	35241971	35245649	CGI_GGF+CGI_TJ	3678	0.6822	0.6427	275
NC_051808.1	35275345	35276172	CGI_GGF+CGI_TJ	827	0.7170	0.6445	68
NC_051808.1	35355875	35357851	CGI_GGF+CGI_TJ	1976	0.6630	0.6407	139
NC_051808.1	35366200	35369182	CGI_GGF+CGI_TJ	2982	0.5932	0.6294	165
NC_051808.1	35380831	35381461	CGI_GGF+CGI_TJ	630	0.5810	0.6211	33
NC_051808.1	35382585	35383417	CGI_GGF+CGI_TJ	832	0.6190	0.6284	50
NC_051808.1	35395248	35396144	CGI_GGF+CGI_TJ	896	0.5379	0.6830	44
NC_051808.1	35459552	35461724	CGI_GGF+CGI_TJ	2172	0.6252	0.6240	132
NC_051808.1	36368026	36369932	CGI_GGF+CGI_TJ	1906	0.5771	0.6433	102
NC_051808.1	38562221	38563214	CGI_GGF+CGI_TJ	993	0.6435	0.6475	66
NC_051808.1	39278629	39279643	CGI_GGF+CGI_TJ	1014	0.6440	0.6323	66
NC_051808.1	39533857	39534717	CGI_GGF+CGI_TJ	860	0.6337	0.6394	53
NC_051808.1	40340620	40341493	CGI_GGF+CGI_TJ	873	0.5430	0.8099	52
NC_051808.1	40537594	40538186	CGI_GGF+CGI_TJ	592	0.6267	0.6461	37
NC_051808.1	41066461	41067324	CGI_GGF+CGI_TJ	863	0.6060	0.6403	50
NC_051808.1	42040441	42041098	CGI_GGF+CGI_TJ	657	0.6606	0.6453	46
NC_051808.1	45851872	45852604	CGI_GGF+CGI_TJ	732	0.6762	0.6344	52
NC_051808.1	48363330	48364543	CGI_GGF+CGI_TJ	1213	0.6768	0.6293	87
NC_051808.1	48499233	48499819	CGI_GGF+CGI_TJ	586	0.5768	0.6252	30
NC_051808.1	53261651	53262563	CGI_GGF+CGI_TJ	912	0.6107	0.6472	55
NC_051808.1	53897666	53898445	CGI_GGF+CGI_TJ	779	0.6778	0.6422	56
NC_051808.1	55667795	55668772	CGI_GGF+CGI_TJ	977	0.5476	0.6334	46
NC_051808.1	55724148	55725393	CGI_GGF+CGI_TJ	1245	0.6072	0.6452	74
NC_051808.1	58699651	58701282	CGI_GGF+CGI_TJ	1631	0.6953	0.6161	121
NC_051808.1	58713659	58715292	CGI_GGF+CGI_TJ	1633	0.6957	0.6197	122
NC_051808.1	58727691	58729329	CGI_GGF+CGI_TJ	1638	0.6947	0.6146	121
NC_051808.1	58738854	58740741	CGI_GGF+CGI_TJ	1887	0.5458	0.6478	91
NC_051808.1	58993491	58994334	CGI_GGF+CGI_TJ	843	0.6904	0.6042	60
NC_051808.1	62047648	62048721	CGI_GGF+CGI_TJ	1073	0.5200	0.6065	44
NC_051808.1	64511505	64513302	CGI_GGF+CGI_TJ	1797	0.5448	0.6675	89
NC_051808.1	67153718	67154455	CGI_GGF+CGI_TJ	737	0.5455	0.7662	42
NC_051808.1	70903144	70907296	CGI_GGF+CGI_TJ	4152	0.6705	0.6483	302
NC_051808.1	71504635	71506073	CGI_GGF+CGI_TJ	1438	0.5473	0.6687	72
NC_051808.1	72864342	72865053	CGI_GGF+CGI_TJ	711	0.5288	0.7954	39
NC_051808.1	74475822	74476798	CGI_GGF+CGI_TJ	976	0.6025	0.6356	56
NC_051808.1	75858836	75860355	CGI_GGF+CGI_TJ	1519	0.6129	0.6180	88
NC_051808.1	80368114	80368704	CGI_GGF+CGI_TJ	590	0.5373	0.8758	36
NC_051808.1	83120398	83121306	CGI_GGF+CGI_TJ	908	0.5826	0.6374	49
NC_051808.1	83765845	83766631	CGI_GGF+CGI_TJ	786	0.7239	0.6443	65
NC_051808.1	84946383	84947048	CGI_GGF+CGI_TJ	665	0.6752	0.6445	48
NC_051808.1	87091631	87093654	CGI_GGF+CGI_TJ	2023	0.5991	0.6225	113
NC_051808.1	87114017	87114910	CGI_GGF+CGI_TJ	893	0.5151	0.7004	41
NC_051808.1	87116158	87117122	CGI_GGF+CGI_TJ	964	0.5353	0.8193	56
NC_051808.1	87129463	87131014	CGI_GGF+CGI_TJ	1551	0.6035	0.6473	90
NC_051808.1	87132896	87133481	CGI_GGF+CGI_TJ	585	0.5333	0.6978	29
NC_051808.1	87166030	87167053	CGI_GGF+CGI_TJ	1023	0.5279	0.8580	61
NC_051808.1	87201477	87202191	CGI_GGF+CGI_TJ	714	0.5672	0.6271	36
NC_051808.1	87220306	87222994	CGI_GGF+CGI_TJ	2688	0.5971	0.6286	148
NC_051808.1	87223328	87224475	CGI_GGF+CGI_TJ	1147	0.6452	0.6481	77
NC_051808.1	87247261	87247977	CGI_GGF+CGI_TJ	716	0.5475	0.6710	36
NC_051808.1	87281483	87283075	CGI_GGF+CGI_TJ	1592	0.5521	0.6429	78
NC_051808.1	87283703	87284370	CGI_GGF+CGI_TJ	667	0.5487	0.6824	34
NC_051808.1	87287817	87289071	CGI_GGF+CGI_TJ	1254	0.5853	0.6181	66
NC_051808.1	87297190	87298314	CGI_GGF+CGI_TJ	1124	0.6246	0.6398	70
NC_051808.1	87317173	87318168	CGI_GGF+CGI_TJ	995	0.5879	0.6300	54
NC_051808.1	87331505	87334362	CGI_GGF+CGI_TJ	2857	0.5369	0.6277	129
NC_051808.1	87366691	87368175	CGI_GGF+CGI_TJ	1484	0.6516	0.6489	102
NC_051808.1	87379833	87381116	CGI_GGF+CGI_TJ	1283	0.5783	0.6305	67
NC_051808.1	87425152	87427145	CGI_GGF+CGI_TJ	1993	0.5855	0.6265	107
NC_051808.1	87427297	87428559	CGI_GGF+CGI_TJ	1262	0.6331	0.6274	79
NC_051808.1	87483801	87484452	CGI_GGF+CGI_TJ	651	0.5607	0.6103	31
NC_051808.1	87523763	87527444	CGI_GGF+CGI_TJ	3681	0.6017	0.6177	201
NC_051808.1	87536870	87537747	CGI_GGF+CGI_TJ	877	0.5496	0.6847	45
NC_051808.1	87540260	87543322	CGI_GGF+CGI_TJ	3062	0.6065	0.6221	175
NC_051808.1	87622332	87626938	CGI_GGF+CGI_TJ	4606	0.6105	0.6306	269
NC_051808.1	87628205	87629145	CGI_GGF+CGI_TJ	940	0.5468	0.6108	40
NC_051808.1	87640329	87641120	CGI_GGF+CGI_TJ	791	0.5853	0.6309	42
NC_051808.1	87745599	87749430	CGI_GGF+CGI_TJ	3831	0.5805	0.6232	200
NC_051808.1	87763151	87764845	CGI_GGF+CGI_TJ	1694	0.6027	0.6353	97
NC_051808.1	87833829	87836475	CGI_GGF+CGI_TJ	2646	0.6425	0.6377	174
NC_051808.1	87836606	87837398	CGI_GGF+CGI_TJ	792	0.5316	0.7517	42
NC_051808.1	87857849	87859062	CGI_GGF+CGI_TJ	1213	0.5738	0.6432	64
NC_051808.1	87865448	87868685	CGI_GGF+CGI_TJ	3237	0.6429	0.6469	212
NC_051808.1	87911421	87912308	CGI_GGF+CGI_TJ	887	0.6133	0.6489	54
NC_051808.1	87975785	87976706	CGI_GGF+CGI_TJ	921	0.5223	0.6218	39
NC_051808.1	88045704	88046600	CGI_GGF+CGI_TJ	896	0.5413	0.6867	45
NC_051808.1	88055960	88057027	CGI_GGF+CGI_TJ	1067	0.5211	0.8521	61
NC_051808.1	88058402	88058960	CGI_GGF+CGI_TJ	558	0.6075	0.6412	33
NC_051808.1	88182077	88184382	CGI_GGF+CGI_TJ	2305	0.5757	0.6286	120
NC_051808.1	88187478	88190504	CGI_GGF+CGI_TJ	3026	0.5324	0.6091	130
NC_051808.1	88219815	88221403	CGI_GGF+CGI_TJ	1588	0.5567	0.6344	78
NC_051808.1	88237548	88238319	CGI_GGF+CGI_TJ	771	0.5966	0.6467	44
NC_051808.1	88248019	88249273	CGI_GGF+CGI_TJ	1254	0.5367	0.6998	63
NC_051808.1	88286635	88287281	CGI_GGF+CGI_TJ	646	0.5511	0.6124	30
NC_051808.1	88297176	88298884	CGI_GGF+CGI_TJ	1708	0.6411	0.6444	113
NC_051808.1	88305767	88308333	CGI_GGF+CGI_TJ	2566	0.6613	0.6451	181
NC_051808.1	88320886	88322225	CGI_GGF+CGI_TJ	1339	0.6273	0.6010	79
NC_051808.1	88345052	88346301	CGI_GGF+CGI_TJ	1249	0.5356	0.6828	61
NC_051808.1	88402911	88405511	CGI_GGF+CGI_TJ	2600	0.6573	0.6338	178
NC_051808.1	88427783	88429366	CGI_GGF+CGI_TJ	1583	0.5648	0.6431	81
NC_051808.1	88481577	88482348	CGI_GGF+CGI_TJ	771	0.5422	0.6379	36
NC_051808.1	88784485	88785842	CGI_GGF+CGI_TJ	1357	0.5755	0.6060	68
NC_051808.1	88848616	88849557	CGI_GGF+CGI_TJ	941	0.5962	0.6466	54
NC_051808.1	88861879	88863132	CGI_GGF+CGI_TJ	1253	0.5172	0.6595	55
NC_051808.1	88885503	88887913	CGI_GGF+CGI_TJ	2410	0.6046	0.6470	142
NC_051808.1	88915712	88917499	CGI_GGF+CGI_TJ	1787	0.5434	0.6976	92
NC_051808.1	88929171	88930448	CGI_GGF+CGI_TJ	1277	0.6194	0.6049	74
NC_051808.1	88937567	88939995	CGI_GGF+CGI_TJ	2428	0.5329	0.6333	109
NC_051808.1	88954811	88955656	CGI_GGF+CGI_TJ	845	0.5456	0.7475	47
NC_051808.1	88960897	88963675	CGI_GGF+CGI_TJ	2778	0.6044	0.6429	163
NC_051808.1	88966151	88966750	CGI_GGF+CGI_TJ	599	0.5860	0.6246	32
NC_051808.1	88967722	88968701	CGI_GGF+CGI_TJ	979	0.6006	0.6457	57
NC_051808.1	88996862	88998070	CGI_GGF+CGI_TJ	1208	0.6142	0.6411	73
NC_051809.1	23097	23806	CGI_GGF+CGI_TJ	709	0.6812	0.6345	51
NC_051809.1	403352	405478	CGI_GGF+CGI_TJ	2126	0.7352	0.6426	184
NC_051809.1	527613	529118	CGI_GGF+CGI_TJ	1505	0.5761	0.6092	76
