chrom	start0	end0	bases	relation_to_catalogued_span	GC_fraction_canonical	canonical_fraction	N_bases	MAPQ_min	exclude_marked_duplicates	aligned_read_bases	mean_read_base_depth
NC_049253.1	30000000	30100000	100000	inside	0.3745	1.0	0	20	False	2218890	22.1889
NC_049253.1	30100000	30200000	100000	inside	0.36138	1.0	0	20	False	2337394	23.37394
NC_049253.1	30200000	30300000	100000	inside	0.35109	1.0	0	20	False	2341195	23.41195
NC_049253.1	30300000	30400000	100000	inside	0.34477	1.0	0	20	False	2360273	23.60273
NC_049253.1	30400000	30500000	100000	inside	0.37552	1.0	0	20	False	2285965	22.85965
NC_049253.1	30500000	30600000	100000	inside	0.36398	1.0	0	20	False	2194693	21.94693
NC_049253.1	30600000	30700000	100000	inside	0.37305	1.0	0	20	False	2191773	21.91773
NC_049253.1	30700000	30800000	100000	inside	0.35956	1.0	0	20	False	2333531	23.33531
NC_049253.1	30800000	30900000	100000	inside	0.35415	1.0	0	20	False	2290264	22.90264
NC_049253.1	30900000	31000000	100000	inside	0.38106	1.0	0	20	False	2300986	23.00986
NC_049253.1	31000000	31100000	100000	inside	0.3627	1.0	0	20	False	2316174	23.16174
NC_049253.1	31100000	31200000	100000	inside	0.3703	1.0	0	20	False	2365224	23.65224
NC_049253.1	31200000	31300000	100000	inside	0.37929	1.0	0	20	False	2262056	22.62056
NC_049253.1	31300000	31400000	100000	inside	0.37331	1.0	0	20	False	2201928	22.01928
NC_049253.1	31400000	31500000	100000	inside	0.35415	1.0	0	20	False	2286134	22.86134
NC_049253.1	31500000	31600000	100000	inside	0.38619	1.0	0	20	False	2323545	23.23545
NC_049253.1	31600000	31700000	100000	inside	0.39144	1.0	0	20	False	2190766	21.90766
NC_049253.1	31700000	31800000	100000	inside	0.41407	1.0	0	20	False	2224201	22.24201
NC_049253.1	31800000	31900000	100000	inside	0.37649	1.0	0	20	False	2300002	23.00002
NC_049253.1	31900000	32000000	100000	inside	0.37505	1.0	0	20	False	2361073	23.61073
NC_049253.1	32000000	32100000	100000	inside	0.37791	1.0	0	20	False	2351476	23.51476
NC_049253.1	32100000	32200000	100000	inside	0.36871	1.0	0	20	False	2315975	23.15975
NC_049253.1	32200000	32300000	100000	inside	0.36449	1.0	0	20	False	2264919	22.64919
NC_049253.1	32300000	32400000	100000	inside	0.36851	1.0	0	20	False	2332254	23.32254
NC_049253.1	32400000	32500000	100000	inside	0.37475	1.0	0	20	False	2357405	23.57405
NC_049253.1	32500000	32600000	100000	inside	0.38685	1.0	0	20	False	2287903	22.87903
NC_049253.1	32600000	32700000	100000	inside	0.39074	1.0	0	20	False	2361473	23.61473
NC_049253.1	32700000	32800000	100000	inside	0.38887	1.0	0	20	False	2351287	23.51287
NC_049253.1	32800000	32900000	100000	inside	0.40745	1.0	0	20	False	2276763	22.76763
NC_049253.1	32900000	33000000	100000	inside	0.39963	1.0	0	20	False	2323684	23.23684
NC_049253.1	33000000	33100000	100000	inside	0.37797	1.0	0	20	False	2140173	21.40173
NC_049253.1	33100000	33200000	100000	inside	0.37064	1.0	0	20	False	2350321	23.50321
NC_049253.1	33200000	33300000	100000	inside	0.40808	1.0	0	20	False	2313282	23.13282
NC_049253.1	33300000	33400000	100000	inside	0.43171	1.0	0	20	False	2297104	22.97104
NC_049253.1	33400000	33500000	100000	inside	0.42764	1.0	0	20	False	2261672	22.61672
NC_049253.1	33500000	33600000	100000	inside	0.41925	1.0	0	20	False	2263955	22.63955
NC_049253.1	33600000	33700000	100000	crosses_catalogue_boundary	0.395	1.0	0	20	False	2222839	22.22839
NC_049253.1	33700000	33800000	100000	outside	0.38978	1.0	0	20	False	2295905	22.95905
NC_049253.1	33800000	33900000	100000	outside	0.39458	1.0	0	20	False	2323415	23.23415
NC_049253.1	33900000	34000000	100000	outside	0.39815	1.0	0	20	False	2204148	22.04148
NC_049253.1	34000000	34100000	100000	outside	0.3907	1.0	0	20	False	2329184	23.29184
NC_049253.1	34100000	34200000	100000	outside	0.38725	1.0	0	20	False	2354217	23.54217
NC_049253.1	34200000	34300000	100000	outside	0.38681	1.0	0	20	False	2396002	23.96002
NC_049253.1	34300000	34400000	100000	outside	0.38639	1.0	0	20	False	2327449	23.27449
NC_049253.1	34400000	34500000	100000	outside	0.41206	1.0	0	20	False	2221428	22.21428
NC_049253.1	34500000	34600000	100000	outside	0.39394	1.0	0	20	False	2295186	22.95186
NC_049253.1	34600000	34700000	100000	outside	0.3873	1.0	0	20	False	2303995	23.03995
NC_049253.1	34700000	34800000	100000	outside	0.38655	1.0	0	20	False	2258195	22.58195
NC_049253.1	34800000	34900000	100000	outside	0.36459	1.0	0	20	False	2253574	22.53574
NC_049253.1	34900000	35000000	100000	outside	0.36403	1.0	0	20	False	2205983	22.05983
NC_049253.1	35000000	35100000	100000	outside	0.3536	1.0	0	20	False	2327919	23.27919
NC_049253.1	35100000	35200000	100000	outside	0.36068	1.0	0	20	False	2364781	23.64781
NC_049253.1	35200000	35300000	100000	outside	0.3614	1.0	0	20	False	1296905	12.96905
NC_049253.1	35300000	35400000	100000	outside	0.36372	1.0	0	20	False	2320260	23.2026
NC_049253.1	35400000	35500000	100000	outside	0.39168	1.0	0	20	False	2204303	22.04303
NC_049253.1	35500000	35600000	100000	outside	0.4132	1.0	0	20	False	2227060	22.2706
NC_049253.1	35600000	35700000	100000	outside	0.37686	1.0	0	20	False	2314146	23.14146
NC_049253.1	35700000	35800000	100000	outside	0.37134	1.0	0	20	False	2375425	23.75425
NC_049253.1	35800000	35900000	100000	outside	0.36223	1.0	0	20	False	2384160	23.8416
NC_049253.1	35900000	36000000	100000	outside	0.36886	1.0	0	20	False	2353123	23.53123
NC_049253.1	36000000	36100000	100000	outside	0.35813	1.0	0	20	False	2358776	23.58776
NC_049253.1	36100000	36200000	100000	outside	0.3777977977977978	0.999	100	20	False	360682	3.60682
NC_049253.1	36200000	36300000	100000	outside	0.3748948948948949	0.999	100	20	False	1262923	12.62923
NC_049253.1	36300000	36400000	100000	outside	0.36848	1.0	0	20	False	1968028	19.68028
NC_049253.1	36400000	36500000	100000	outside	0.36026052104208417	0.998	200	20	False	305632	3.05632
NC_049253.1	36500000	36600000	100000	outside	0.36595	1.0	0	20	False	1581661	15.81661
NC_049253.1	36600000	36700000	100000	outside	0.36558	1.0	0	20	False	2331278	23.31278
NC_049253.1	36700000	36800000	100000	outside	0.35417	1.0	0	20	False	2384995	23.84995
NC_049253.1	36800000	36900000	100000	outside	0.37752	1.0	0	20	False	2330116	23.30116
NC_049253.1	36900000	37000000	100000	outside	0.35692	1.0	0	20	False	2357979	23.57979
NC_049253.1	37000000	37100000	100000	outside	0.38015	1.0	0	20	False	2252831	22.52831
NC_049253.1	37100000	37200000	100000	outside	0.40753	1.0	0	20	False	2315061	23.15061
NC_049253.1	37200000	37300000	100000	outside	0.42265	1.0	0	20	False	2243742	22.43742
NC_049253.1	37300000	37400000	100000	outside	0.3917	1.0	0	20	False	2316897	23.16897
NC_049253.1	37400000	37500000	100000	outside	0.40724	1.0	0	20	False	2286995	22.86995
NC_049253.1	37500000	37600000	100000	outside	0.38479	1.0	0	20	False	2344805	23.44805
NC_049253.1	37600000	37700000	100000	outside	0.39414	1.0	0	20	False	2295130	22.9513
NC_049253.1	37700000	37800000	100000	outside	0.3638	1.0	0	20	False	2280750	22.8075
NC_049253.1	37800000	37900000	100000	outside	0.3884	1.0	0	20	False	2315984	23.15984
NC_049253.1	37900000	38000000	100000	outside	0.3441	1.0	0	20	False	2354593	23.54593
NC_049253.1	38000000	38100000	100000	outside	0.38065	1.0	0	20	False	2365533	23.65533
NC_049253.1	38100000	38200000	100000	outside	0.38823	1.0	0	20	False	2350160	23.5016
NC_049253.1	38200000	38300000	100000	outside	0.37919	1.0	0	20	False	2345550	23.4555
NC_049253.1	38300000	38400000	100000	outside	0.40072	1.0	0	20	False	2355098	23.55098
NC_049253.1	38400000	38500000	100000	outside	0.41066	1.0	0	20	False	2309226	23.09226
NC_049253.1	38500000	38600000	100000	outside	0.38921	1.0	0	20	False	2360613	23.60613
NC_049253.1	38600000	38700000	100000	outside	0.41628	1.0	0	20	False	2275353	22.75353
NC_049253.1	38700000	38800000	100000	outside	0.41499	1.0	0	20	False	2246956	22.46956
NC_049253.1	38800000	38900000	100000	outside	0.43442	1.0	0	20	False	2199006	21.99006
NC_049253.1	38900000	39000000	100000	outside	0.42248	1.0	0	20	False	2270702	22.70702
NC_049253.1	39000000	39100000	100000	outside	0.41226	1.0	0	20	False	2219196	22.19196
NC_049253.1	39100000	39200000	100000	outside	0.39687	1.0	0	20	False	2235399	22.35399
NC_049253.1	39200000	39300000	100000	outside	0.41433	1.0	0	20	False	2225946	22.25946
NC_049253.1	39300000	39400000	100000	outside	0.4146446446446446	0.999	100	20	False	2231313	22.31313
NC_049253.1	39400000	39500000	100000	outside	0.38466	1.0	0	20	False	2294584	22.94584
NC_049253.1	39500000	39600000	100000	outside	0.37501	1.0	0	20	False	2311681	23.11681
NC_049253.1	39600000	39700000	100000	outside	0.39307	1.0	0	20	False	2354262	23.54262
NC_049253.1	39700000	39800000	100000	outside	0.41711	1.0	0	20	False	2234053	22.34053
NC_049253.1	39800000	39900000	100000	outside	0.37611	1.0	0	20	False	2272314	22.72314
NC_049253.1	39900000	40000000	100000	outside	0.39549	1.0	0	20	False	2308282	23.08282
NC_049253.1	40000000	40100000	100000	outside	0.38655	1.0	0	20	False	2169392	21.69392
NC_049253.1	40100000	40200000	100000	outside	0.4276	1.0	0	20	False	2183261	21.83261
NC_049253.1	40200000	40225481	25481	outside	0.4925238412935128	1.0	0	20	False	459711	18.041324908755545
NC_049253.1	0	100000	100000	outside	0.5621021021021021	0.999	100	20	True	344196	3.44196
NC_049253.1	100000	200000	100000	outside	0.5640840840840841	0.999	100	20	True	515167	5.15167
NC_049253.1	200000	300000	100000	outside	0.56462	1.0	0	20	True	1540247	15.40247
NC_049253.1	300000	400000	100000	outside	0.56495	1.0	0	20	True	1871306	18.71306
NC_049253.1	400000	500000	100000	outside	0.56409	1.0	0	20	True	1764812	17.64812
NC_049253.1	500000	600000	100000	outside	0.56501	1.0	0	20	True	1737579	17.37579
NC_049253.1	600000	700000	100000	outside	0.56518	1.0	0	20	True	1341656	13.41656
NC_049253.1	700000	800000	100000	outside	0.40063	1.0	0	20	True	1530990	15.3099
NC_049253.1	800000	900000	100000	outside	0.38055	1.0	0	20	True	1947270	19.4727
NC_049253.1	900000	1000000	100000	outside	0.47535	1.0	0	20	True	1843131	18.43131
NC_049253.1	1000000	1100000	100000	outside	0.42716	1.0	0	20	True	3773342	37.73342
NC_049253.1	1100000	1200000	100000	outside	0.38277	1.0	0	20	True	1912163	19.12163
NC_049253.1	1200000	1300000	100000	outside	0.37886	1.0	0	20	True	1976266	19.76266
NC_049253.1	1300000	1400000	100000	outside	0.38328	1.0	0	20	True	1929412	19.29412
NC_049253.1	1400000	1500000	100000	outside	0.38058	1.0	0	20	True	2027884	20.27884
NC_049253.1	1500000	1600000	100000	outside	0.38373	1.0	0	20	True	2021563	20.21563
NC_049253.1	1600000	1700000	100000	outside	0.36431	1.0	0	20	True	1993814	19.93814
NC_049253.1	1700000	1800000	100000	outside	0.37111	1.0	0	20	True	1955489	19.55489
NC_049253.1	1800000	1900000	100000	outside	0.39807	1.0	0	20	True	2026055	20.26055
NC_049253.1	1900000	2000000	100000	outside	0.39278	1.0	0	20	True	1973659	19.73659
NC_049253.1	2000000	2100000	100000	outside	0.37859	1.0	0	20	True	1917579	19.17579
NC_049253.1	2100000	2200000	100000	outside	0.36338	1.0	0	20	True	2039646	20.39646
NC_049253.1	2200000	2300000	100000	outside	0.38275	1.0	0	20	True	1996096	19.96096
NC_049253.1	2300000	2400000	100000	outside	0.36117	1.0	0	20	True	2037610	20.3761
NC_049253.1	2400000	2500000	100000	outside	0.35713	1.0	0	20	True	2018992	20.18992
NC_049253.1	2500000	2600000	100000	outside	0.36732	1.0	0	20	True	1997332	19.97332
NC_049253.1	2600000	2700000	100000	outside	0.36123	1.0	0	20	True	1980537	19.80537
NC_049253.1	2700000	2800000	100000	outside	0.34445	1.0	0	20	True	1928706	19.28706
NC_049253.1	2800000	2900000	100000	outside	0.35514	1.0	0	20	True	1973285	19.73285
NC_049253.1	2900000	3000000	100000	outside	0.3456	1.0	0	20	True	1817326	18.17326
NC_049253.1	3000000	3100000	100000	outside	0.33833	1.0	0	20	True	1920546	19.20546
NC_049253.1	3100000	3200000	100000	outside	0.35052	1.0	0	20	True	1931247	19.31247
NC_049253.1	3200000	3300000	100000	outside	0.32982	1.0	0	20	True	1865768	18.65768
NC_049253.1	3300000	3400000	100000	outside	0.36011	1.0	0	20	True	1955266	19.55266
NC_049253.1	3400000	3500000	100000	outside	0.34493	1.0	0	20	True	1852521	18.52521
NC_049253.1	3500000	3600000	100000	outside	0.34689	1.0	0	20	True	1921530	19.2153
NC_049253.1	3600000	3700000	100000	outside	0.34545	1.0	0	20	True	1897054	18.97054
NC_049253.1	3700000	3800000	100000	outside	0.35614	1.0	0	20	True	1933729	19.33729
NC_049253.1	3800000	3900000	100000	outside	0.34328	1.0	0	20	True	1919941	19.19941
NC_049253.1	3900000	4000000	100000	outside	0.3366	1.0	0	20	True	1934971	19.34971
NC_049253.1	4000000	4100000	100000	outside	0.32757	1.0	0	20	True	1883250	18.8325
NC_049253.1	4100000	4200000	100000	outside	0.33096	1.0	0	20	True	1900221	19.00221
NC_049253.1	4200000	4300000	100000	outside	0.33876	1.0	0	20	True	1907561	19.07561
NC_049253.1	4300000	4400000	100000	outside	0.34173	1.0	0	20	True	1877549	18.77549
NC_049253.1	4400000	4500000	100000	outside	0.33427	1.0	0	20	True	1842556	18.42556
NC_049253.1	4500000	4600000	100000	outside	0.34638	1.0	0	20	True	1756837	17.56837
NC_049253.1	4600000	4700000	100000	outside	0.33446	1.0	0	20	True	1867592	18.67592
NC_049253.1	4700000	4800000	100000	crosses_catalogue_boundary	0.33219	1.0	0	20	True	1540701	15.40701
NC_049253.1	4800000	4900000	100000	inside	0.34209209209209207	0.999	100	20	True	446445	4.46445
NC_049253.1	4900000	5000000	100000	inside	0.34663	1.0	0	20	True	1850074	18.50074
NC_049253.1	5000000	5100000	100000	inside	0.33749	1.0	0	20	True	1839631	18.39631
NC_049253.1	5100000	5200000	100000	inside	0.34961	1.0	0	20	True	1805930	18.0593
NC_049253.1	5200000	5300000	100000	inside	0.32868	1.0	0	20	True	1957213	19.57213
NC_049253.1	5300000	5400000	100000	inside	0.33703	1.0	0	20	True	1949952	19.49952
NC_049253.1	5400000	5500000	100000	inside	0.3483	1.0	0	20	True	1917503	19.17503
NC_049253.1	5500000	5600000	100000	inside	0.35423	1.0	0	20	True	1989881	19.89881
NC_049253.1	5600000	5700000	100000	inside	0.36366	1.0	0	20	True	2003999	20.03999
NC_049253.1	5700000	5800000	100000	inside	0.37139	1.0	0	20	True	1934838	19.34838
NC_049253.1	5800000	5900000	100000	inside	0.35618	1.0	0	20	True	1951434	19.51434
NC_049253.1	5900000	6000000	100000	inside	0.34017	1.0	0	20	True	1984492	19.84492
NC_049253.1	6000000	6100000	100000	inside	0.35335	1.0	0	20	True	1995197	19.95197
NC_049253.1	6100000	6200000	100000	inside	0.3687	1.0	0	20	True	1991897	19.91897
NC_049253.1	6200000	6300000	100000	inside	0.36326	1.0	0	20	True	1947438	19.47438
NC_049253.1	6300000	6400000	100000	inside	0.36984	1.0	0	20	True	2015101	20.15101
NC_049253.1	6400000	6500000	100000	inside	0.35272	1.0	0	20	True	2024995	20.24995
NC_049253.1	6500000	6600000	100000	inside	0.35048	1.0	0	20	True	2061685	20.61685
NC_049253.1	6600000	6700000	100000	inside	0.35767	1.0	0	20	True	1992069	19.92069
NC_049253.1	6700000	6800000	100000	inside	0.37762	1.0	0	20	True	2014321	20.14321
NC_049253.1	6800000	6900000	100000	inside	0.35588	1.0	0	20	True	1989745	19.89745
NC_049253.1	6900000	7000000	100000	inside	0.36648	1.0	0	20	True	1987834	19.87834
NC_049253.1	7000000	7100000	100000	inside	0.36826	1.0	0	20	True	1958997	19.58997
NC_049253.1	7100000	7200000	100000	inside	0.3558	1.0	0	20	True	2034714	20.34714
NC_049253.1	7200000	7300000	100000	inside	0.37374	1.0	0	20	True	1936752	19.36752
NC_049253.1	7300000	7400000	100000	inside	0.39288	1.0	0	20	True	1948735	19.48735
NC_049253.1	7400000	7500000	100000	inside	0.3786	1.0	0	20	True	1932182	19.32182
NC_049253.1	7500000	7600000	100000	inside	0.39412	1.0	0	20	True	1950123	19.50123
NC_049253.1	7600000	7700000	100000	inside	0.39189	1.0	0	20	True	2006015	20.06015
NC_049253.1	7700000	7800000	100000	inside	0.37388	1.0	0	20	True	1994427	19.94427
NC_049253.1	7800000	7900000	100000	inside	0.3641	1.0	0	20	True	2015453	20.15453
NC_049253.1	7900000	8000000	100000	inside	0.36609	1.0	0	20	True	1963271	19.63271
NC_049253.1	8000000	8100000	100000	inside	0.34919	1.0	0	20	True	2014757	20.14757
NC_049253.1	8100000	8200000	100000	inside	0.34656	1.0	0	20	True	1971301	19.71301
NC_049253.1	8200000	8300000	100000	inside	0.3548	1.0	0	20	True	1929836	19.29836
NC_049253.1	8300000	8400000	100000	inside	0.3514	1.0	0	20	True	1982882	19.82882
NC_049253.1	8400000	8500000	100000	inside	0.34497	1.0	0	20	True	1931944	19.31944
NC_049253.1	8500000	8600000	100000	inside	0.33842	1.0	0	20	True	1934952	19.34952
NC_049253.1	8600000	8700000	100000	inside	0.34704	1.0	0	20	True	1528221	15.28221
NC_049253.1	8700000	8800000	100000	inside	0.35095	1.0	0	20	True	1423659	14.23659
NC_049253.1	8800000	8900000	100000	inside	0.35219	1.0	0	20	True	1959131	19.59131
NC_049253.1	8900000	9000000	100000	inside	0.3703	1.0	0	20	True	2005919	20.05919
NC_049253.1	9000000	9100000	100000	inside	0.36734	1.0	0	20	True	2010669	20.10669
NC_049253.1	9100000	9200000	100000	inside	0.42965	1.0	0	20	True	1931681	19.31681
NC_049253.1	9200000	9300000	100000	inside	0.37001	1.0	0	20	True	2002673	20.02673
NC_049253.1	9300000	9400000	100000	inside	0.38431	1.0	0	20	True	1967624	19.67624
NC_049253.1	9400000	9500000	100000	inside	0.38754	1.0	0	20	True	1938627	19.38627
NC_049253.1	9500000	9600000	100000	inside	0.39532	1.0	0	20	True	1958202	19.58202
NC_049253.1	9600000	9700000	100000	inside	0.38649	1.0	0	20	True	1971410	19.7141
NC_049253.1	9700000	9800000	100000	inside	0.38067	1.0	0	20	True	1996308	19.96308
NC_049253.1	9800000	9900000	100000	inside	0.37217	1.0	0	20	True	2025810	20.2581
NC_049253.1	9900000	10000000	100000	inside	0.3897	1.0	0	20	True	2000156	20.00156
NC_049253.1	10000000	10100000	100000	inside	0.40155	1.0	0	20	True	1947564	19.47564
NC_049253.1	10100000	10200000	100000	inside	0.35972	1.0	0	20	True	2014022	20.14022
NC_049253.1	10200000	10300000	100000	inside	0.39708	1.0	0	20	True	1811469	18.11469
NC_049253.1	10300000	10400000	100000	inside	0.35703	1.0	0	20	True	2038519	20.38519
NC_049253.1	10400000	10500000	100000	inside	0.35174	1.0	0	20	True	2011730	20.1173
NC_049253.1	10500000	10600000	100000	inside	0.35629	1.0	0	20	True	2065066	20.65066
NC_049253.1	10600000	10700000	100000	inside	0.35842	1.0	0	20	True	2081183	20.81183
NC_049253.1	10700000	10800000	100000	inside	0.37385	1.0	0	20	True	2068730	20.6873
NC_049253.1	10800000	10900000	100000	inside	0.39952	1.0	0	20	True	1997583	19.97583
NC_049253.1	10900000	11000000	100000	inside	0.39162	1.0	0	20	True	2040412	20.40412
NC_049253.1	11000000	11100000	100000	inside	0.41378	1.0	0	20	True	1949193	19.49193
NC_049253.1	11100000	11200000	100000	inside	0.39431	1.0	0	20	True	1710046	17.10046
NC_049253.1	11200000	11300000	100000	inside	0.40214	1.0	0	20	True	2016495	20.16495
NC_049253.1	11300000	11400000	100000	inside	0.41818	1.0	0	20	True	2012354	20.12354
NC_049253.1	11400000	11500000	100000	inside	0.4122	1.0	0	20	True	1997363	19.97363
NC_049253.1	11500000	11600000	100000	inside	0.39621	1.0	0	20	True	2000044	20.00044
NC_049253.1	11600000	11700000	100000	inside	0.38832	1.0	0	20	True	1978973	19.78973
NC_049253.1	11700000	11800000	100000	inside	0.38337	1.0	0	20	True	2056721	20.56721
NC_049253.1	11800000	11900000	100000	inside	0.37784	1.0	0	20	True	2038727	20.38727
NC_049253.1	11900000	12000000	100000	inside	0.35919	1.0	0	20	True	2013286	20.13286
NC_049253.1	12000000	12100000	100000	inside	0.36853	1.0	0	20	True	1878088	18.78088
NC_049253.1	12100000	12200000	100000	inside	0.36103	1.0	0	20	True	2009195	20.09195
NC_049253.1	12200000	12300000	100000	inside	0.36067	1.0	0	20	True	1952989	19.52989
NC_049253.1	12300000	12400000	100000	inside	0.36242	1.0	0	20	True	1973933	19.73933
NC_049253.1	12400000	12500000	100000	inside	0.3438	1.0	0	20	True	1973272	19.73272
NC_049253.1	12500000	12600000	100000	inside	0.35321	1.0	0	20	True	1983510	19.8351
NC_049253.1	12600000	12700000	100000	inside	0.35927	1.0	0	20	True	1935452	19.35452
NC_049253.1	12700000	12800000	100000	inside	0.35816	1.0	0	20	True	2002465	20.02465
NC_049253.1	12800000	12900000	100000	inside	0.34823	1.0	0	20	True	2006631	20.06631
NC_049253.1	12900000	13000000	100000	inside	0.34351	1.0	0	20	True	2043652	20.43652
NC_049253.1	13000000	13100000	100000	inside	0.38806	1.0	0	20	True	2014342	20.14342
NC_049253.1	13100000	13200000	100000	inside	0.39013	1.0	0	20	True	1989871	19.89871
NC_049253.1	13200000	13300000	100000	inside	0.35933	1.0	0	20	True	2071098	20.71098
NC_049253.1	13300000	13400000	100000	inside	0.35447	1.0	0	20	True	1961201	19.61201
NC_049253.1	13400000	13500000	100000	inside	0.37917	1.0	0	20	True	1992873	19.92873
NC_049253.1	13500000	13600000	100000	inside	0.38358	1.0	0	20	True	1907454	19.07454
NC_049253.1	13600000	13700000	100000	inside	0.35527	1.0	0	20	True	2018699	20.18699
NC_049253.1	13700000	13800000	100000	inside	0.36775	1.0	0	20	True	2008304	20.08304
NC_049253.1	13800000	13900000	100000	inside	0.35757	1.0	0	20	True	1973726	19.73726
NC_049253.1	13900000	14000000	100000	inside	0.38156	1.0	0	20	True	2050913	20.50913
NC_049253.1	14000000	14100000	100000	inside	0.36638	1.0	0	20	True	2037851	20.37851
NC_049253.1	14100000	14200000	100000	inside	0.36974	1.0	0	20	True	2049504	20.49504
NC_049253.1	14200000	14300000	100000	inside	0.36678	1.0	0	20	True	2020423	20.20423
NC_049253.1	14300000	14400000	100000	inside	0.38092	1.0	0	20	True	1954173	19.54173
NC_049253.1	14400000	14500000	100000	inside	0.35849	1.0	0	20	True	1976874	19.76874
NC_049253.1	14500000	14600000	100000	inside	0.35075	1.0	0	20	True	1921188	19.21188
NC_049253.1	14600000	14700000	100000	inside	0.35141	1.0	0	20	True	2007131	20.07131
NC_049253.1	14700000	14800000	100000	inside	0.35815	1.0	0	20	True	1975037	19.75037
NC_049253.1	14800000	14900000	100000	inside	0.35503	1.0	0	20	True	1942393	19.42393
NC_049253.1	14900000	15000000	100000	inside	0.35255	1.0	0	20	True	1935773	19.35773
NC_049253.1	15000000	15100000	100000	inside	0.35286	1.0	0	20	True	1936602	19.36602
NC_049253.1	15100000	15200000	100000	inside	0.35974	1.0	0	20	True	1982483	19.82483
NC_049253.1	15200000	15300000	100000	inside	0.36447	1.0	0	20	True	1987861	19.87861
NC_049253.1	15300000	15400000	100000	inside	0.36308	1.0	0	20	True	2024171	20.24171
NC_049253.1	15400000	15500000	100000	inside	0.37344	1.0	0	20	True	1975640	19.7564
NC_049253.1	15500000	15600000	100000	inside	0.36106	1.0	0	20	True	2012712	20.12712
NC_049253.1	15600000	15700000	100000	inside	0.37461	1.0	0	20	True	1962252	19.62252
NC_049253.1	15700000	15800000	100000	inside	0.3777	1.0	0	20	True	1965482	19.65482
NC_049253.1	15800000	15900000	100000	inside	0.40277	1.0	0	20	True	1989540	19.8954
NC_049253.1	15900000	16000000	100000	inside	0.38435	1.0	0	20	True	2005156	20.05156
NC_049253.1	16000000	16100000	100000	inside	0.38303	1.0	0	20	True	2034962	20.34962
NC_049253.1	16100000	16200000	100000	inside	0.37794	1.0	0	20	True	2049586	20.49586
NC_049253.1	16200000	16300000	100000	inside	0.37964	1.0	0	20	True	2008828	20.08828
NC_049253.1	16300000	16400000	100000	inside	0.35057	1.0	0	20	True	2006853	20.06853
NC_049253.1	16400000	16500000	100000	inside	0.34938	1.0	0	20	True	2082756	20.82756
NC_049253.1	16500000	16600000	100000	inside	0.35255	1.0	0	20	True	2020786	20.20786
NC_049253.1	16600000	16700000	100000	inside	0.35992	1.0	0	20	True	2000120	20.0012
NC_049253.1	16700000	16800000	100000	inside	0.35266	1.0	0	20	True	2082193	20.82193
NC_049253.1	16800000	16900000	100000	inside	0.36801	1.0	0	20	True	1904626	19.04626
NC_049253.1	16900000	17000000	100000	inside	0.35546	1.0	0	20	True	1978387	19.78387
NC_049253.1	17000000	17100000	100000	inside	0.36405	1.0	0	20	True	2039066	20.39066
NC_049253.1	17100000	17200000	100000	inside	0.36306	1.0	0	20	True	1983957	19.83957
NC_049253.1	17200000	17300000	100000	inside	0.37452	1.0	0	20	True	1971520	19.7152
NC_049253.1	17300000	17400000	100000	inside	0.37601	1.0	0	20	True	1941429	19.41429
NC_049253.1	17400000	17500000	100000	inside	0.35909	1.0	0	20	True	1967462	19.67462
NC_049253.1	17500000	17600000	100000	inside	0.36421	1.0	0	20	True	1986132	19.86132
NC_049253.1	17600000	17700000	100000	inside	0.3672	1.0	0	20	True	2028484	20.28484
NC_049253.1	17700000	17800000	100000	inside	0.38799	1.0	0	20	True	2030203	20.30203
NC_049253.1	17800000	17900000	100000	inside	0.39619	1.0	0	20	True	1983025	19.83025
NC_049253.1	17900000	18000000	100000	inside	0.39156	1.0	0	20	True	1967638	19.67638
NC_049253.1	18000000	18100000	100000	inside	0.36992	1.0	0	20	True	2010780	20.1078
NC_049253.1	18100000	18200000	100000	inside	0.39789	1.0	0	20	True	2014412	20.14412
NC_049253.1	18200000	18300000	100000	inside	0.40035	1.0	0	20	True	2039370	20.3937
NC_049253.1	18300000	18400000	100000	inside	0.36868	1.0	0	20	True	1879618	18.79618
NC_049253.1	18400000	18500000	100000	inside	0.38381	1.0	0	20	True	1781268	17.81268
NC_049253.1	18500000	18600000	100000	inside	0.37419	1.0	0	20	True	2036034	20.36034
NC_049253.1	18600000	18700000	100000	inside	0.3754	1.0	0	20	True	1994763	19.94763
NC_049253.1	18700000	18800000	100000	inside	0.3884	1.0	0	20	True	1961209	19.61209
NC_049253.1	18800000	18900000	100000	inside	0.36946	1.0	0	20	True	2006852	20.06852
NC_049253.1	18900000	19000000	100000	inside	0.40089	1.0	0	20	True	1974356	19.74356
NC_049253.1	19000000	19100000	100000	inside	0.41288	1.0	0	20	True	1923518	19.23518
NC_049253.1	19100000	19200000	100000	inside	0.42907	1.0	0	20	True	1980830	19.8083
NC_049253.1	19200000	19300000	100000	inside	0.36691	1.0	0	20	True	2043442	20.43442
NC_049253.1	19300000	19400000	100000	inside	0.3512	1.0	0	20	True	2007014	20.07014
NC_049253.1	19400000	19500000	100000	inside	0.36513	1.0	0	20	True	2029611	20.29611
NC_049253.1	19500000	19600000	100000	inside	0.35203	1.0	0	20	True	1962191	19.62191
NC_049253.1	19600000	19700000	100000	inside	0.34536	1.0	0	20	True	1946637	19.46637
NC_049253.1	19700000	19800000	100000	inside	0.34074	1.0	0	20	True	1892876	18.92876
