genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status	selected_1kb_previously	small_variant_review	small_variant_PASS_SNP_records	small_variant_PASS_nonSNP_records	SV_review	conservation_status	T_cell_accessibility_status	CAR_T_functional_safety_status	decision_status	previous_atac_mean	previous_atac_length_matched_percentile	gate_evidence_dogs_min	gate_evidence_dogs_median	gate_evidence_dogs_max	exploratory_Pareto_front	pilot_phyloP_observed_fraction	pilot_phyloP_max50bp_mean	pilot_phyloP_mean	published_phyloP_observed_fraction	published_phyloP_max50bp_mean	published_phyloP_mean	legacy_phylop_columns_model	NPNT_regional_SV_context	previous_SV_review
NPNT/TBCK	NC_051836.1	27027161	27028161	1000	0.9843861180543899	1.0	47.088522383036015	0.0	0.2	76.23927688598633	67.0	283	0.998	0.5482024048096192	7.332	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9843927392363548	48.199999999999996	13	21.0	35	True	0.998	1.99464	0.5482024048096192	0.998	1.7887600000000001	0.28185771543086174	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27027411	27028411	1000	0.9815401266813278	1.0	45.944126556714906	0.0	0.239	59.77360346327267	67.0	111	1.0	1.007545	10.58	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9815467242598533	47.06666666666667	12	18.5	30	True	1.0	3.70118	1.007545	1.0	2.9163800000000006	0.645698	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27027661	27028661	1000	0.948479487478733	1.0	33.288455065634466	0.0	0.1	18.314910888671875	4.0	0	1.0	1.1137089999999998	10.58	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.948485869884491	34.699999999999996	10	17.0	29	True	1.0	3.70118	1.1137089999999998	1.0	2.9163800000000006	0.7454869999999999	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27033411	27034411	1000	1.0143551163077353	1.0	56.950521709862	0.0	0.15	80.50259399414062	27.0	396	1.0	0.0035810000000000065	5.07	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.014361960709095	57.833333333333336	9	19.0	34	True	1.0	0.58762	0.0035810000000000065	1.0	0.35512	-0.16799400000000003	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27039161	27040161	1000	1.0625763675570488	1.0	69.3032648939751	0.0	0.1	89.01605987548828	19.0	62	1.0	0.23449099999999998	8.484	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.062583530664444	69.83333333333334	12	23.0	38	True	1.0	1.0737	0.23449099999999998	1.0	0.77608	-0.043434999999999994	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27039411	27040411	1000	1.1125432941913604	1.0	78.22282059912487	0.0	0.15	92.67737325032552	19.0	215	1.0	0.21127200000000002	8.484	0	0	0	0	284	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1125507906675338	78.66666666666666	11	25.5	38	True	1.0	1.0737	0.21127200000000002	1.0	0.6446400000000001	-0.11482399999999998	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27040661	27041661	1000	1.1928398830890656	1.0	86.13261528105015	2.0	0.2	81.96321964263916	68.0	494	1.0	0.081606	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.192847921013832	86.4	18	31.0	48	True	1.0	0.5847	0.081606	1.0	0.41218000000000005	-0.205517	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27040911	27041911	1000	1.2409859304428101	1.0	89.80141366543252	2.0	0.1	63.92643928527832	68.0	363	1.0	0.075371	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.2409942821860314	90.06666666666666	18	34.0	48	True	1.0	0.5554600000000001	0.075371	1.0	0.38786	-0.217534	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27041161	27042161	1000	1.2366017659902573	1.0	89.49848535846516	2.0	0.1	63.92643928527832	68.0	157	1.0	0.028803999999999996	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.2366100909113884	89.76666666666667	18	32.5	48	True	1.0	0.54904	0.028803999999999996	1.0	0.31432	-0.249909	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27041411	27042411	1000	1.2461419619321823	1.0	90.10434197239987	2.0	0.111	67.5012966534039	68.0	285	1.0	-0.035088	4.905	0	0	0	6	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.2461503448486329	90.36666666666666	18	29.5	48	True	1.0	0.48748	-0.035088	1.0	0.31432	-0.269516	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27041661	27042661	1000	1.1362489513754845	1.0	81.15112756647594	2.0	0.15	96.19600168863933	53.0	424	1.0	-0.060676	3.846	0	0	0	206	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1362565942406655	81.39999999999999	9	25.0	44	True	1.0	0.48748	-0.060676	1.0	0.31432	-0.224552	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27047661	27048661	1000	1.0600707355141639	1.0	68.63009087849208	0.0	0.05	0.0	1.0	669	1.0	0.04506700000000001	3.731	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0600778940916062	69.23333333333333	13	22.0	34	True	1.0	0.3026	0.04506700000000001	1.0	0.22303999999999996	-0.09239099999999999	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27048161	27049161	1000	1.059920092344284	1.0	68.63009087849208	0.0	0.05	0.0	1.0	208	1.0	0.13788499999999998	7.173	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0599272454977036	69.23333333333333	13	23.0	34	True	1.0	0.87204	0.13788499999999998	1.0	0.4711000000000001	-0.12598899999999996	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27048411	27049411	1000	1.0445203822255134	1.0	64.99495119488388	0.0	0.05	0.0	1.0	117	1.0	0.500995	10.231	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0445274285674095	65.66666666666666	14	24.0	37	True	1.0	2.60168	0.500995	1.0	1.9575	0.14484200000000003	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27050411	27051411	1000	1.0499704906344414	1.0	66.61056883204309	0.0	0.039	100.0	2.0	52	1.0	0.5670320000000001	8.219	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0499775622487069	67.23333333333333	9	21.5	31	True	1.0	1.7509800000000002	0.5670320000000001	1.0	1.16524	0.15700999999999998	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27050661	27051661	1000	1.0810229964852334	1.0	72.97206327835745	0.0	0.05	100.0	1.0	78	1.0	0.30614600000000003	8.219	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0810302800536156	73.43333333333332	9	22.0	33	True	1.0	1.6745999999999999	0.30614600000000003	1.0	1.16524	-0.06912700000000001	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27062161	27063161	1000	0.7498831417262554	1.0	1.6156176371592057	0.0	0.15	90.65478006998698	17.0	88	1.0	0.30221699999999996	4.983	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.7498881978690625	3.8	4	12.0	23	True	1.0	1.04038	0.30221699999999996	1.0	0.8738799999999999	0.16063	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27062661	27063661	1000	0.8044763731956482	1.0	3.2312352743184114	0.0	0.139	91.83836924600945	17.0	27	1.0	0.34468200000000004	4.954	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8044817907214165	5.4	4	15.0	33	True	1.0	1.04038	0.34468200000000004	1.0	0.8738799999999999	0.164879	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27064161	27065161	1000	1.0387481358647346	1.0	63.44665095927298	0.0	0.1	83.43750762939453	12.0	66	0.996	0.28439558232931733	5.014	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0387551363110543	64.16666666666667	9	22.0	33	True	0.996	0.97472	0.28439558232931733	0.996	0.7960000000000002	0.08491465863453813	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27069911	27070911	1000	1.04860771214962	1.0	66.13934702120498	0.0	0.1	50.0	1.0	499	1.0	0.253137	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0486147745847703	66.8	7	21.0	35	True	1.0	0.8283400000000001	0.253137	1.0	0.67752	0.05259000000000002	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27070161	27071161	1000	1.076340661406517	1.0	71.9286435543588	0.0	0.1	50.0	1.0	544	1.0	0.223468	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0763479111790657	72.36666666666667	10	22.0	35	True	1.0	0.8162200000000001	0.223468	1.0	0.63372	0.018588999999999994	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
NPNT/TBCK	NC_051836.1	27070204	27071204	1000	1.0690039471387862	1.0	70.54863682261865	0.0	0.1	50.0	1.0	510	1.0	0.21324399999999996	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	published_ancestral_repeat_model_comparison_available_not_safe_harbor_validation	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.069011145889759	71.0	10	22.0	35	True	1.0	0.8162200000000001	0.21324399999999996	1.0	0.63372	0.004038	pilot; use published_phyloP_* for updated calibration	catalogue_DEL_challenged_by_distributed_heterozygosity; unresolved_read_level	not_assessed
