chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051808.1	36047237	36120971	73734	convergent	LOC100684047	LOC111095523	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0057110596513226	0.5240698636128693	0.05162379092458193	23.0	4.667898615979795	0.9628235448872355	59104	1234607	125965	20551	0.4313	0.0051	0.8743	0.597	0.3948	0.4605	50.5
NC_051808.1	37518160	37569466	51306	convergent	THOC3	CPLX2	True	False	False	True	False	True	True	True	False	True	False		False		True	False	False	1.1038342059502029	0.6809662296596755	0.0561027476805427	21.0	4.8523376654504755	0.6693918185394051	131187	225082	25653	33818	0.3406	0.0057	0.8738	0.6043	0.6646	0.4978	66.4
NC_051808.1	37795829	37851034	55205	convergent	LOC119871736	SFXN1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1331057105357925	0.7207760164419085	0.05844221626726487	24.0	11.91304765106546	1.4628520004112175	51569	504700	305271	3625	0.3024	0.0049	0.8582	0.5863	0.3572	0.4218	33.2
NC_051808.1	42728958	42791035	62077	convergent	LOC119871511	LOC100687995	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	0.9419450467380664	0.411794396039448	0.0497469948110064	0.0	2.6511546812370446	0.2658881351413899	59996	672371	168565	51435	0.4744	0.0287	0.8827	0.6079	0.3948	0.4777	57.3
NC_051808.1	55513056	55565959	52903	convergent	LOC106558729	LOC119871746	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.218501884364979	0.8157779676903711	0.06306562634755372	37.0	10.179294080830976	1.6118027748334973	10493	4219046	169920	2382	0.2425	0.0024	0.8612	0.5838	0.1477	0.3675	5.2
NC_051808.1	56109927	56183571	73644	convergent	LOC111095578	GRIA1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0408570485114792	0.5836638234884421	0.05350023192906391	13.0	5.538912931573266	1.0492654638892576	0	3611804	777162	12106	0.3914	0.0084	0.8717	0.5949	0.0901	0.3913	13.2
NC_051808.1	61210674	61263506	52832	convergent	CSPG4B	LOC119871643	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1269751799505527	0.7127664218171013	0.059342067714463924	31.0	5.612143498068017	0.7463389784593155	87090	1219976	1427710	31768	0.2889	0.0034	0.8714	0.6025	0.516	0.4564	48.6
NC_051808.1	64067111	64119158	52047	convergent	LOC102157144	LOC100687852	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9314903890430526	0.39340524434465196	0.04976620682487594	0.0	3.068899073139229	0.5664976101703947	368134	4076020	1326175	22185	0.4737	0.0287	0.8805	0.6062	0.9416	0.5861	94.4
NC_051808.1	65949583	66022083	72500	convergent	LOC100687240	MRPS30	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9923136648265796	0.5008384031981804	0.05221857897070633	66.0	4.589858559886441	0.5395291787224701	0	5968719	1244226	9474	0.4172	0.0001	0.8746	0.6066	0.0901	0.3977	17.4
NC_051808.1	76456036	76509373	53337	convergent	DROSHA	CDH6	True	True	False	False	False	True	False	True	False	False	False		False		False	False	False	1.032830879580103	0.5703797197826763	0.05265570671667628	13.0	6.256114670768966	0.6234010764690736	0	132659	639037	11687	0.4088	0.0084	0.8698	0.6052	0.0901	0.3965	15.8
NC_051808.1	77033647	77089414	55767	convergent	TMEM125	LOC102156164	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9534080702586114	0.4320458778852754	0.05027453317162228	0.0	1.6246835154681614	0.10035651248581957	561530	711485	1217863	2937	0.4617	0.0287	0.8901	0.608	0.9807	0.5938	97.0
NC_051808.1	81940968	82004288	63320	convergent	LOC100685641	LOC479379	True	False	False	False	False	False	False	False	False	False	False	34.07	False	4.810820000000001	False	True	False	0.9226745871348893	0.3780200713401262	0.04899555663292873	1.0	3.800591323626117	0.5880011967840432	52372	5622583	5024402	64427	0.4919	0.0193	0.8774	0.6059	0.3619	0.4713	54.7
NC_051808.1	83742031	83797839	55808	convergent	CDH12	LOC111095663	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9367709103843556	0.4026967228986765	0.05001805949874653	0.0	7.169027109518633	1.0483348562189132	244935	7419890	3227095	12344	0.4681	0.0287	0.8675	0.5949	0.8627	0.5644	88.9
NC_051808.1	87580819	87638502	57683	convergent	ZNF622	LOC106558684	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2358260752144876	0.8314346101255375	0.064976121882	6.0	40.34021601801059	4.912010975969497	0	11259615	45463	16622	0.2219	0.0125	0.8161	0.5332	0.0901	0.3348	0.9
NC_051809.1	2620428	2685222	64794	convergent	OPCML	NTM	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.0678476442005633	0.62708553988513	0.053743094112485464	1.0	7.8874222423921525	1.4841730258876142	347175	1683777	32397	37204	0.3865	0.0193	0.8659	0.586	0.9331	0.5582	85.9
NC_051809.1	6345291	6400601	55310	convergent	LOC111096091	LOC119871991	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9600231746620592	0.4437743857165796	0.0507217262877569	1.0	3.706821405901723	0.2273360777923646	47946	5403898	229522	5403	0.4522	0.0193	0.8778	0.608	0.3378	0.459	49.5
NC_051809.1	14259045	14318214	59169	convergent	LOC119871999	LOC111095807	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2171555804888778	0.8145265610991618	0.06289727646982098	7.0	15.69227033647254	2.635800519512449	36371	2076373	158811	17739	0.2446	0.0117	0.8526	0.5702	0.2835	0.3925	13.9
NC_051809.1	18909987	18974471	64484	convergent	C5H11orf71	LOC119881489	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.8115565397021426	0.20446869535663362	0.04055474729712563	0.0	4.365959459269467	0.6244796046726521	7771	2577202	105143	2303	0.6999	0.0287	0.8753	0.6052	0.1304	0.4679	53.4
NC_051809.1	23237689	23310760	73071	convergent	LOC111095852	C5H11orf87	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9480891668378841	0.42262217441204264	0.04907136933626103	1.0	2.34495529053684	0.39567181742886276	75776	1689813	439216	3333	0.4904	0.0193	0.8845	0.6078	0.4663	0.4937	64.6
NC_051809.1	27846016	27902436	56420	convergent	LOC100687870	LOC111095862	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9497322179374438	0.425518199492326	0.04880353504710202	1.0	2.9151741160076567	0.5042968477411236	174226	3229833	1155416	8319	0.4973	0.0193	0.8813	0.607	0.7647	0.5539	83.9
NC_051809.1	32059172	32124240	65068	convergent	LOC119871841	LOC111095870	True	False	False	False	False	True	True	True	False	False	False		False		True	False	False	1.0666271056877985	0.6251734050492981	0.05463818273755171	11.0	5.350851988914548	0.8736233065713073	41706	58754	64290	6901	0.3684	0.0094	0.8722	0.5993	0.3082	0.4315	38.8
NC_051809.1	47160487	47220638	60151	convergent	LOC119871875	LOC100684598	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9410534111483537	0.41022907912493745	0.05013768769643396	0.0	2.3783021772910318	0.4478861154117104	165562	1823108	191651	17552	0.4652	0.0287	0.8843	0.6075	0.7467	0.5465	82.0
NC_051809.1	67812010	67871860	59850	convergent	ZDHHC7	LOC119872032	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.270748398402912	0.8592097180361226	0.06666684155193951	52.0	23.041045724604945	3.5735698807407617	133065	5129843	127019	3376	0.2051	0.0008	0.8426	0.5569	0.6703	0.4551	48.2
NC_051809.1	89203545	89257435	53890	convergent	LOC111096139	LOC119874957	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0455247453423062	0.5913030172825385	0.051575446084050486	1.0	5.1507150255576155	1.1374759795363174	0	6629093	4673146	6738	0.4326	0.0193	0.8728	0.5928	0.0901	0.4015	20.6
NC_051810.1	3695908	3765879	69971	convergent	LOC119881536	LOC119872440	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.03136840616287	0.567934148089302	0.05247078554215532	10.0	6.368000801825251	0.9598071910245572	144107	1995233	1812851	1975	0.4121	0.0099	0.8695	0.5971	0.6989	0.5175	73.5
NC_051810.1	15694571	15754185	59614	convergent	LOC102156691	LOC111096491	True	True	False	False	False	True	True	True	False	False	False		False		True	False	False	1.292120877744138	0.8741130528795895	0.06646700241404437	3.0	28.467870393368695	4.710486333760546	0	223852	115206	20039	0.2069	0.0155	0.8336	0.5371	0.0901	0.3366	1.1
NC_051810.1	43751242	43809227	57985	convergent	SLC25A24	LOC102151888	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0778058431561828	0.64241776868441	0.055736239861768386	25.0	7.14626348642878	0.8716673342184261	55234	1177299	143623	23040	0.3472	0.0046	0.8675	0.5993	0.376	0.4389	42.5
NC_051810.1	46489068	46547626	58558	convergent	LOC111096509	LOC100683041	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9535144190347082	0.43223379017875607	0.049535472431060254	2.0	2.1186657423905184	0.41173281480190826	93347	3915412	1245341	11043	0.4793	0.017	0.886	0.6077	0.5388	0.5058	69.2
NC_051810.1	50658944	50727578	68634	convergent	LOC119872255	LOC119872463	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9507569725869565	0.4273248109781833	0.05073296133294529	1.0	2.6986192554177344	0.4522690418697281	0	1302385	1453352	5650	0.4519	0.0193	0.8824	0.6075	0.0901	0.4103	24.5
NC_051810.1	54055016	54116812	61796	convergent	LOC111096377	LOC111096379	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9836125293500674	0.4855258563759097	0.051900904827885876	0.0	5.456957694590489	1.080686856658737	64086	2090247	522336	18449	0.4245	0.0287	0.8719	0.5941	0.4176	0.4674	52.9
NC_051810.1	54185278	54253504	68226	convergent	LOC119872358	LOC119876387	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9648739581318279	0.45237262477937956	0.05082460173229861	1.0	6.375939610793996	0.9100403446860572	44391	2223724	388859	47129	0.4498	0.0193	0.8695	0.5984	0.323	0.452	46.4
NC_051810.1	65303098	65376045	72947	convergent	LOC102151889	LOC111096431	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.949612903523938	0.42530986467050186	0.05044774037117015	1.0	3.899501426550027	0.6585529820844984	535429	10132612	2352656	6825	0.4581	0.0193	0.877	0.6045	0.9781	0.5874	94.6
NC_051810.1	68878658	68947141	68483	convergent	LOC102152406	IFI44	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9650402227577969	0.45266527815029883	0.05079013712828607	17.0	4.8670923509632615	0.6833958338066997	0	6559284	550948	5168	0.4505	0.0069	0.8737	0.604	0.0901	0.405	22.1
NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0508198038242886	0.599932787143695	0.054028589411801796	1.0	30.01788716149467	3.549372032427417	179861	1188895	52583	11458	0.3799	0.0193	0.8322	0.5573	0.7737	0.5125	72.0
NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.028032949988995	0.5623629178202362	0.05254924624889662	1.0	5.992311669142103	0.9576650363750193	320606	3713246	201255	28037	0.4106	0.0193	0.8705	0.5971	0.9197	0.5634	88.3
NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0954049968015473	0.6688165358646143	0.057296617515621026	32.0	5.185278728748622	0.6965759830598252	71839	6916475	534647	7824	0.3207	0.0032	0.8727	0.6037	0.4487	0.4498	45.8
NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0155927872471002	0.5412253715181766	0.05254072970467911	3.0	6.332804390638957	0.8037150694133931	103892	5098528	528189	25228	0.4108	0.0155	0.8696	0.6011	0.5756	0.4945	65.3
NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9651169546730747	0.4528019463775123	0.05021871610399909	11.0	3.1673540372809734	0.5841200574862494	27305	415374	1217408	5449	0.4629	0.0094	0.8801	0.6059	0.2376	0.4392	42.7
NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	True	False	False	False	False	False	False	False	False	False	False	43.31	False	4.32162	False	True	False	0.9825520626481389	0.48366483001243865	0.05150004002780298	13.0	3.483730799404851	0.3803283856115161	91649	655224	407488	79754	0.435	0.0084	0.8787	0.6078	0.5313	0.4922	63.3
NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	True	False	True	False		False		True	False	False	1.111955079236621	0.6923502038054639	0.058381744714666804	17.0	10.252320891223015	1.4173085969999037	991	676467	379963	14394	0.3032	0.0069	0.8611	0.5871	0.0901	0.3697	6.1
NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	True	False	False	False	False	False	False	False	False	False	False	29.76	False	4.31966	False	True	False	0.935736337789183	0.4008751960831301	0.04975730378378208	0.0	2.1397469619467313	0.40703499307299107	501017	5140880	1719514	70063	0.474	0.0287	0.8858	0.6077	0.9739	0.594	97.2
NC_051811.1	54309697	54360521	50824	convergent	LOC106559055	GALNT1	True	True	False	False	False	True	False	False	False	True	False		False		False	False	False	1.0704855562848241	0.6311871616769065	0.05620184412418708	26.0	7.996938796646257	1.3166526039052229	10109	102265	327506	76093	0.3387	0.0044	0.8657	0.5891	0.1477	0.3891	12.6
NC_051811.1	57734073	57792841	58768	convergent	TRAPPC8	LOC111096784	True	True	False	False	False	False	True	True	False	True	False		False		True	True	False	1.0024594303126861	0.5184483175742792	0.05126321153141025	9.0	4.585112625653482	0.4960313447671866	13457	3530613	203636	41712	0.4401	0.0105	0.8746	0.6071	0.1644	0.4193	30.6
NC_051811.1	59853346	59916313	62967	convergent	NA	LOC612611	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.90027424238313	0.3395510996848328	0.04687017555435943	1.0	2.75052928367789	0.38959258166270255	84829	5651985	870069	100	0.5445	0.0193	0.8821	0.6078	0.5036	0.5115	71.4
NC_051811.1	62263653	62326266	62613	convergent	KCTD1	TAF4B	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.070080665674913	0.630561395799499	0.05512998713864312	6.0	9.008491866611099	1.322066038029582	80041	3984184	245549	13807	0.359	0.0125	0.8634	0.5889	0.487	0.4622	50.8
NC_051811.1	69954234	70019343	65109	convergent	MYL12B	LOC106559068	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9956269725710367	0.5066120855995986	0.05158150281014812	25.0	7.21480492267527	0.9574170353889084	36788	3704499	112030	21136	0.4323	0.0046	0.8674	0.5972	0.2835	0.437	41.4
NC_051811.1	72146896	72199972	53076	convergent	LOC111096813	LOC111096814	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0225148973122493	0.5530541562583132	0.053272613210450445	1.0	7.381869578996959	1.0245656348774785	126566	5891145	113888	19373	0.3953	0.0193	0.867	0.5955	0.6506	0.5055	69.0
NC_051811.1	77245369	77305935	60566	convergent	NA	LOC111096922	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9424687067394713	0.4127215871704801	0.04934745917115002	1.0	2.4506878190241475	0.23226826738012316	124348	10993363	945218	100	0.4839	0.0193	0.8838	0.608	0.6447	0.5279	75.7
NC_051811.1	80890788	80943582	52794	convergent	MAPK4	LOC100688129	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0248573189096897	0.5570083040315771	0.05317886735103621	1.0	10.752986039789636	1.8863665774108016	92185	14634896	268243	24106	0.3971	0.0193	0.8602	0.5798	0.535	0.4783	57.7
NC_051812.1	52431	118675	66244	convergent	LOC119872972	LOC119872973	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.4710572117723383	0.036743580919288095	0.023363891335081762	1.0	3.807651030899914	0.4463916678607688	864447	3659103	214085	574	0.9363	0.0193	0.8774	0.6075	0.9931	0.6867	100.0
NC_051812.1	788172	845815	57643	convergent	LOC490585	OR4L1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9306640407632912	0.3919657064236518	0.0486069337171285	1.0	3.9561283259742064	0.8650324609887998	133007	2927663	321290	34939	0.5026	0.0193	0.8768	0.5995	0.6703	0.5337	76.8
NC_051812.1	5172690	5239184	66494	convergent	LOC119873153	LOC608162	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9750568458190426	0.4703385670321253	0.05067330146228257	1.0	5.263412334837425	0.7916155187476136	0	1433014	785611	184419	0.4534	0.0193	0.8725	0.6014	0.0901	0.4074	23.0
NC_051812.1	5534832	5600865	66033	convergent	LOC111097200	LOC119872981	True	False	False	False	False	False	False	False	False	False	False	37.48	True	7.07716	False	True	False	0.9588478304487604	0.4417001118597575	0.05024771787322219	1.0	3.2818425611062367	0.31347240924836234	342848	1794925	660041	57388	0.4623	0.0193	0.8796	0.6079	0.9309	0.58	93.3
NC_051812.1	6167980	6227889	59909	convergent	LOC119872983	NOVA1	True	False	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9410865856394833	0.4102867899775034	0.04941191973527337	1.0	2.843194323496503	0.4609827005905029	97934	2425011	29955	150437	0.482	0.0193	0.8816	0.6074	0.554	0.5089	70.3
NC_051812.1	8640791	8694857	54066	convergent	LOC111096975	LOC102154002	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9477625662487407	0.42204728754038545	0.05005021623176695	1.0	2.6300671437189838	0.5346690732859389	467824	4894901	286462	44373	0.4672	0.0193	0.8828	0.6067	0.9682	0.5888	95.2
NC_051812.1	10610167	10663583	53416	convergent	LOC102155565	HEATR5A	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0295125220293981	0.5648374023065462	0.053254332746576725	16.0	9.645371959937531	1.2684705952829105	11875	6863952	655989	562	0.3956	0.0073	0.8623	0.59	0.1534	0.4017	20.8
NC_051812.1	12903397	12977974	74577	convergent	NPAS3	EGLN3	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.077741877823636	0.6423182218966115	0.05492597375038264	19.0	9.525873867467748	1.1661381282514256	15685	9167762	1176284	45244	0.3626	0.0062	0.8625	0.5922	0.1749	0.3997	18.9
NC_051812.1	21931015	21992476	61461	convergent	LOC100684096	LOC119872816	True	False	False	False	False	False	False	False	False	False	False	39.5	False	4.96006	True	True	False	0.49789876864045324	0.03867324909023008	0.02039727102887836	0.0	1.274803274281488	0.13969343516627386	186745	11137336	4445874	114580	0.9473	0.0287	0.8943	0.608	0.7862	0.6529	98.9
NC_051812.1	27735066	27803631	68565	convergent	TMX1	LOC111097216	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0033214734748634	0.5199450969843237	0.05131005446152351	5.0	3.7244223602444664	0.38509197670262124	5652	5329733	165300	14233	0.4391	0.0133	0.8777	0.6078	0.1189	0.4114	25.6
NC_051812.1	28781785	28839966	58181	convergent	LOC111097218	TXNDC16	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	0.8808465204380789	0.30712067748139327	0.04459163734868178	5.0	3.191763978470026	0.3257439133610688	39125	4288206	143186	7405	0.6006	0.0133	0.88	0.6079	0.2984	0.48	58.1
NC_051812.1	36266983	36333691	66708	convergent	SLC38A6	LOC111097065	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0376754240530204	0.5784353850447118	0.05340316161757258	2.0	9.978978805954378	1.3229960755736927	50337	3201231	105822	22885	0.3929	0.017	0.8616	0.5889	0.3524	0.4426	43.8
NC_051812.1	54071776	54128751	56975	convergent	LOC102153790	LOC119873009	True	True	False	False	False	True	True	True	False	False	False		False		True	False	False	1.0541642246689906	0.6053405537436095	0.0548724586379202	23.0	4.104846294573297	0.6494985609668338	0	45791	45135	16648	0.3635	0.0051	0.8763	0.6047	0.0901	0.3879	11.7
NC_051812.1	55781421	55851186	69765	convergent	LOC111097231	LOC106559104	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.8686931424152436	0.2875590870003358	0.04652893112615905	1.0	3.3200604218462058	0.56804718569911	266303	1761831	1674173	22161	0.5526	0.0193	0.8794	0.6062	0.8832	0.5881	95.0
NC_051812.1	58732540	58805036	72496	convergent	LOC119873149	LOC119873016	True	False	False	False	False	False	False	False	False	False	False	28.09	False	4.7614600000000005	True	True	False	0.9300959106028531	0.39097358667212034	0.048586563229202386	1.0	2.72435755587474	0.3931153835003612	268788	4714316	1177972	182418	0.5031	0.0193	0.8823	0.6078	0.8848	0.5795	92.8
NC_051812.1	61680835	61737486	56651	convergent	CALM1	LOC111097143	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.240122789196176	0.8350914108926653	0.0649948360351756	33.0	18.553146802335583	2.6174285053794453	0	7000889	718757	8668	0.2217	0.003	0.8478	0.5704	0.0901	0.3466	1.7
NC_051812.1	67788194	67843405	55211	convergent	LOC119873039	LOC111097248	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0623576606780936	0.6184423670878544	0.053971148139528656	1.0	9.945410919998546	1.3320367217957487	40799	894250	93499	65893	0.3813	0.0193	0.8617	0.5888	0.3033	0.4309	38.2
NC_051812.1	70725627	70776316	50689	convergent	LOC106559203	LOC119881569	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.4051626800594756	0.9300153747844252	0.07447764881061686	57.0	19.514301223838157	3.3845757820662006	149029	183282	141034	2548	0.145	0.0005	0.8467	0.5598	0.7113	0.4527	47.1
NC_051812.1	71254791	71309046	54255	convergent	TNFAIP2	LOC480441	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2294878819005424	0.8258259767989439	0.06408076924393041	17.0	17.666597117773122	3.055699000061439	156918	347640	214245	1430	0.231	0.0069	0.8488	0.5646	0.7272	0.4757	56.0
NC_051813.1	8313493	8376479	62986	convergent	LOC102156472	LOC102156400	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0934407960149835	0.6659610846532052	0.05497443663243269	1.0	15.930473375707397	2.6123503224238034	0	2169826	134962	8002	0.3616	0.0193	0.8523	0.5705	0.0901	0.3788	8.9
NC_051813.1	8406782	8479948	73166	convergent	LOC119873409	SOX9	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0779657663530546	0.6427313452380958	0.05456473949241771	1.0	14.63801287630349	2.5282277276162892	0	2071447	36583	8673	0.3697	0.0193	0.854	0.5716	0.0901	0.3809	9.3
NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.17497601473688	0.7712896591967114	0.05945876060985899	1.0	12.926627009913135	2.146432818484332	0	4188754	93573	2687	0.2871	0.0193	0.8564	0.5764	0.0901	0.3659	4.8
NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.050639035211857	0.5996436383537377	0.05243996074625332	1.0	10.013942147715744	1.2508214984232473	32873	326475	27291	7939	0.4126	0.0193	0.8616	0.5904	0.2631	0.4294	37.5
NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.8724023669108188	0.29345811032264413	0.045373308994244986	1.0	3.859709115869637	0.5306527046990301	155942	680036	36175	105492	0.5816	0.0193	0.8772	0.6067	0.725	0.562	87.6
NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1552330449132258	0.7484619765742753	0.060218101025503096	38.0	8.246955857745618	1.0413279401064395	31790	494609	69451	7929	0.2771	0.0023	0.8652	0.5951	0.258	0.3995	18.4
NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.052534126510411	0.6026991948798907	0.054228786787478285	32.0	8.428068597085918	1.137531086936625	13517	439741	530634	1282	0.3762	0.0032	0.8646	0.5928	0.1644	0.4002	19.3
NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1920647035086374	0.7897502897407095	0.06027915736550692	4.0	20.85637071012416	3.2627330673343016	6393	2255178	35503	28016	0.2764	0.0143	0.8449	0.5617	0.1247	0.3644	4.3
NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.4236932312476493	0.9363003400851624	0.07563811994068867	45.0	15.56188943508295	2.835992184212652	159214	207999	115030	15773	0.1374	0.0014	0.8528	0.5676	0.734	0.4586	49.0
NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1434529845255095	0.7340243546473221	0.058353988163289836	2.0	9.925739779990032	1.543260362202969	50452	1202512	659142	1734	0.3036	0.017	0.8618	0.585	0.3524	0.424	35.1
NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.3148173012007871	0.031310103628685894	0.009157425716967918	0.0	1.0885319100440758	0.2355253204744583	31510	3844367	595416	1589	0.9617	0.0287	0.8973	0.608	0.258	0.5507	83.3
NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9274008133168044	0.38620850389699496	0.048200985919726436	1.0	8.226994850640292	1.5681221031571344	79444	4146654	436987	13814	0.5136	0.0193	0.8652	0.5846	0.4828	0.4931	64.4
NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2258295389854277	0.822481365355538	0.06258604548310687	26.0	35.09455349764537	5.852181398290901	80389	565838	298603	12724	0.2481	0.0044	0.8224	0.5141	0.487	0.4152	26.2
NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.2106235225115998	0.8083324228550205	0.06358638972965878	66.0	11.45845258118503	1.4766542323612908	122233	751093	48727	5278	0.2363	0.0001	0.8589	0.5861	0.6385	0.464	51.8
NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.104055591554969	0.6812796393285536	0.05608755237260119	30.0	8.594805486104018	1.013155415705193	5662	1042664	67064	12832	0.3409	0.0036	0.8642	0.5958	0.1189	0.3847	10.6
NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.2406563689172463	0.8355394966013648	0.06378633445430741	1.0	28.335927024380236	4.413350922935656	22549	831314	29935	18695	0.234	0.0193	0.8338	0.5426	0.2117	0.3683	5.4
