chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_5prime_clearance	gene_dense_clearance_old_bodydist	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051808.1	4984288	5034699	50411	convergent	LOC111095431	LOC111095433	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.2094504062721647	0.8643333333333333	1.1692455365151166	0.823	0.06241655561450251	28.0	8.703909947345249	16.896765459667552	134493	3717648	235220	176505	16052	0.1517	0.2137	0.2453	0.394	0.6731	0.3356	23.0
NC_051808.1	5485501	5546210	60709	convergent	LOC102155069	SLC35F3	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9480032377408555	0.30866666666666664	0.9562796495631337	0.345	0.049700549601087704	3.0	4.537253198462012	17.54496715126968	0	3211286	741582	13076	11030	0.7597	0.4403	0.5343	0.332	0.0901	0.4313	49.7
NC_051808.1	6820779	6870891	50112	convergent	LOC119871610	LOC111095435	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9128514201752603	0.141	0.9494500185921788	0.31966666666666665	0.04812957555843842	1.0	4.489998530896231	17.035429231559867	120835	1881306	1233130	21282	1863	0.9307	0.5053	0.54	0.3813	0.6323	0.5979	79.8
NC_051808.1	12066504	12128157	61653	convergent	LOC111095700	SLC16A9	True	True	False	False	False	False	True	False	False	False	False		False		False	True	False	0.9990041098917491	0.501	0.9569483292996883	0.348	0.05220524781777138	9.0	3.7391233596577775	16.98003171682358	0	3347478	131631	58777	69057	0.488	0.3503	0.6433	0.387	0.0901	0.3918	38.6
NC_051808.1	13169783	13237184	67401	convergent	CDK1	RHOBTB1	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1075328876856494	0.754	1.0444657983005048	0.647	0.05850785078181354	37.0	6.339005322890105	13.2866012957189	3483	2241325	33700	20340	12954	0.231	0.1673	0.358	0.7337	0.1074	0.3195	18.7
NC_051808.1	14781335	14832377	51042	convergent	LOC111095463	LOC119871460	True	False	True	False	False	False	False	False	False	False	False		False		True	False	False	1.31040267519144	0.9306666666666666	1.5154124719679356	0.9586666666666667	0.07178227482627422	51.0	3.1485227108991967	17.80816283592811	56856	637952	442444	130207	15939	0.0553	0.0987	0.739	0.3083	0.3808	0.3164	17.4
NC_051808.1	17362530	17419663	57133	convergent	LOC100856460	LOC100686735	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.8643315147963293	0.058666666666666666	0.8807833249889314	0.078	0.04761647891065779	1.0	4.013781614064723	15.979933950636122	8904	1946263	2063595	930798	3957	0.953	0.5053	0.6027	0.4847	0.1362	0.5364	70.1
NC_051808.1	28998408	29056566	58158	convergent	LOC102155105	LOC111095511	True	False	False	False	False	False	True	False	False	True	False		False		True	False	False	1.3952001638700506	0.9563333333333334	1.524016263526678	0.9606666666666667	0.07316053097765239	19.0	30.22188219211404	15.052707119866701	172513	5376944	81259	52180	42941	0.0477	0.2673	0.0293	0.5697	0.7607	0.3349	21.9
NC_051808.1	36047237	36120971	73734	convergent	LOC100684047	LOC111095523	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	1.0080305329680679	0.5306666666666666	1.0117827922940255	0.568	0.05215726938995362	23.0	4.804757830215004	18.546156249326817	59104	1234607	125965	64507	20551	0.491	0.2423	0.5003	0.2457	0.3948	0.3748	34.7
NC_051808.1	37518160	37569466	51306	convergent	THOC3	CPLX2	True	False	False	True	False	True	True	True	False	True	False		False		True	False	False	1.081109826766956	0.7106666666666667	1.109397646677494	0.7523333333333333	0.056549491673768104	21.0	4.7447735425050706	18.852670835124123	131187	225082	25653	20316	33818	0.2793	0.2543	0.5073	0.2237	0.6646	0.3859	37.7
NC_051808.1	37795829	37851034	55205	convergent	LOC119871736	SFXN1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1336445862444056	0.7876666666666666	1.0631881583437324	0.6826666666666666	0.05834129607063914	24.0	12.505224010687884	13.352946751206009	51569	504700	305271	23459	3625	0.2357	0.2363	0.151	0.7237	0.3572	0.3408	24.3
NC_051808.1	42728958	42791035	62077	convergent	LOC119871511	LOC100687995	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	0.9420171083947353	0.2786666666666667	0.9320233022257686	0.23366666666666666	0.04992783773383733	0.0	2.0156425677510783	12.625003046459621	59996	672371	168565	76323	51435	0.727	0.885	0.937	0.785	0.3948	0.7458	97.4
NC_051808.1	55513056	55565959	52903	convergent	LOC106558729	LOC119871746	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.2157214746979657	0.87	1.1797195288926363	0.8303333333333334	0.0627625024203295	37.0	10.10836520520144	14.320160592303557	10493	4219046	169920	2382	2382	0.144	0.1673	0.197	0.639	0.1477	0.259	6.7
NC_051808.1	56109927	56183571	73644	convergent	LOC111095578	GRIA1	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0329869723134744	0.605	0.9765658665314316	0.44066666666666665	0.05306749824854311	1.0	5.647754798687351	18.10064763501163	0	3611804	777162	45836	12106	0.434	0.5053	0.4083	0.281	0.0901	0.3438	25.2
NC_051808.1	61210674	61263506	52832	convergent	CSPG4B	LOC119871643	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.1496942728514732	0.8026666666666666	1.0652764311134815	0.6876666666666666	0.06109073526074783	31.0	5.72219287027813	18.110070938534207	87090	1219976	1427710	60102	31768	0.1717	0.1987	0.4017	0.28	0.516	0.3136	16.5
NC_051808.1	64067111	64119158	52047	convergent	LOC102157144	LOC100687852	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9366908876221881	0.251	0.953961452524364	0.3363333333333333	0.04995830432762255	0.0	2.7491001972243416	21.02932098388672	368134	4076020	1326175	25189	22185	0.723	0.885	0.8133	0.098	0.9416	0.6922	93.7
NC_051808.1	65949583	66022083	72500	convergent	LOC100687240	MRPS30	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9376687560081481	0.25533333333333336	0.9392713237926364	0.269	0.04935588602968498	1.0	4.646472836198478	14.782979687777432	0	5968719	1244226	7057	9474	0.8097	0.5053	0.5197	0.594	0.0901	0.5038	64.6
NC_051808.1	76456036	76509373	53337	convergent	DROSHA	CDH6	True	True	False	False	False	True	False	False	False	False	False		False		False	False	False	1.0358165641527382	0.6103333333333333	1.0213406683161854	0.594	0.05284824892814974	13.0	5.515902378133699	15.192611163003104	0	132659	639037	55665	11687	0.4463	0.3137	0.4247	0.558	0.0901	0.3666	31.9
NC_051808.1	77033647	77089414	55767	convergent	TMEM125	LOC102156164	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9569273230652945	0.35	0.9586378953829408	0.3576666666666667	0.05066127392017745	0.0	1.6981723825143233	14.125899195671082	561530	711485	1217863	2975	2937	0.6303	0.885	0.9657	0.6587	0.9807	0.8241	99.1
NC_051808.1	81940968	82004288	63320	convergent	LOC100685641	LOC479379	True	False	False	False	False	False	False	True	False	False	False	34.07	False	4.810820000000001	False	True	False	0.9191146629854839	0.16333333333333333	0.9294906407117843	0.22166666666666668	0.04873185801888691	1.0	3.1127763652982248	23.324533803122385	52372	5622583	5024402	10083	64427	0.8833	0.5053	0.7467	0.0327	0.3619	0.506	65.1
NC_051808.1	83742031	83797839	55808	convergent	CDH12	LOC111095663	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.933820617748606	0.23633333333333334	0.9599850383996964	0.36666666666666664	0.0506787915476535	0.0	7.196486232067467	17.326953747915844	244935	7419890	3227095	742727	12344	0.6293	0.885	0.3157	0.349	0.8627	0.6083	81.8
NC_051808.1	87580819	87638502	57683	convergent	ZNF622	LOC106558684	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2136106249288252	0.8676666666666667	1.2260884303748607	0.867	0.06363616769232928	6.0	40.62262531036358	12.811821943688615	0	11259615	45463	13763	16622	0.1323	0.388	0.0143	0.7723	0.0901	0.2794	10.2
NC_051809.1	2620428	2685222	64794	convergent	OPCML	NTM	True	False	False	True	False	False	True	False	False	True	False		False		False	False	False	1.0623818143963515	0.677	1.0405178232491017	0.6396666666666667	0.05341426648103855	1.0	7.548622766070798	20.44878254879962	347175	1683777	32397	849333	37204	0.413	0.5053	0.296	0.1253	0.9331	0.4546	54.4
NC_051809.1	6345291	6400601	55310	convergent	LOC111096091	LOC119871991	True	False	False	False	False	False	True	False	False	False	False		False		False	True	False	0.9564043810216283	0.348	0.9922620316922665	0.49666666666666665	0.05065921285014427	1.0	3.735673463359661	8.942621741976057	47946	5403898	229522	332823	5403	0.6307	0.5053	0.6443	0.964	0.3378	0.6164	84.2
NC_051809.1	14259045	14318214	59169	convergent	LOC119871999	LOC111095807	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.2181619483016217	0.8703333333333333	1.1639323398560286	0.816	0.06284091628679439	7.0	15.048213306106193	17.831404368222845	36371	2076373	158811	86963	17739	0.1433	0.3723	0.1143	0.3063	0.2835	0.244	4.1
NC_051809.1	18909987	18974471	64484	convergent	C5H11orf71	LOC119881489	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.7758255375269703	0.03266666666666666	0.9706676674380899	0.4176666666666667	0.04947963105795612	0.0	4.355747740703957	16.569085587846473	7771	2577202	105143	2194	2303	0.7913	0.885	0.5563	0.427	0.1304	0.558	75.1
NC_051809.1	23237689	23310760	73071	convergent	LOC111095852	C5H11orf87	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9493892206844254	0.31466666666666665	0.9147978838816285	0.15666666666666668	0.04939927385484932	1.0	2.201147462263516	16.28206892671256	75776	1689813	439216	7316	3333	0.8037	0.5053	0.911	0.4533	0.4663	0.6279	86.1
NC_051809.1	27846016	27902436	56420	convergent	LOC100687870	LOC111095862	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9402034744667863	0.2683333333333333	0.8614050114631653	0.066	0.04870664260861011	1.0	2.6949834941930275	21.959338063779086	174226	3229833	1155416	8319	8319	0.887	0.5053	0.828	0.065	0.7647	0.61	82.9
NC_051809.1	32059172	32124240	65068	convergent	LOC119871841	LOC111095870	True	False	False	False	False	True	True	True	False	False	False		False		True	False	False	1.0460354336228546	0.6373333333333333	1.0558152180671692	0.6703333333333333	0.05358621952985944	11.0	5.003226939443365	16.675002914960267	41706	58754	64290	6311	6901	0.4013	0.3303	0.4723	0.413	0.3082	0.385	37.3
NC_051809.1	47160487	47220638	60151	convergent	LOC119871875	LOC100684598	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9407861095951576	0.2703333333333333	0.9347856962218881	0.25033333333333335	0.05012964196290735	0.0	2.4053031632324355	20.50100091934204	165562	1823108	191651	4454	17552	0.7	0.885	0.8803	0.1237	0.7467	0.6671	91.3
NC_051809.1	67812010	67871860	59850	convergent	ZDHHC7	LOC119872032	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.2816606630508165	0.9166666666666666	1.2303204070925713	0.87	0.0674538468787864	52.0	23.152064109904227	15.877333813243443	133065	5129843	127019	25787	3376	0.0857	0.0947	0.0537	0.4943	0.6703	0.2797	10.4
NC_051809.1	89203545	89257435	53890	convergent	LOC111096139	LOC119874957	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	1.0483947335072739	0.643	1.0572557329535484	0.673	0.052319486963242214	1.0	5.126006340002788	22.76636702280778	0	6629093	4673146	1313762	6738	0.4807	0.5053	0.4573	0.0453	0.0901	0.3158	16.7
NC_051810.1	3695908	3765879	69971	convergent	LOC119881536	LOC119872440	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.009625154573042	0.537	0.9951029093362391	0.509	0.0512846965805497	8.0	6.590448200907963	17.289069373333504	144107	1995233	1812851	1734	1975	0.5677	0.3613	0.3423	0.3523	0.6989	0.4645	55.7
NC_051810.1	15694571	15754185	59614	convergent	LOC102156691	LOC111096491	True	True	False	False	False	True	True	True	False	False	False		False		True	False	False	1.2946150537110201	0.9233333333333333	1.3070198852539063	0.908	0.06665946905391111	1.0	28.485870947828072	16.236544772931108	0	223852	115206	34679	20039	0.0947	0.5053	0.0333	0.458	0.0901	0.2363	3.3
NC_051810.1	43751242	43809227	57985	convergent	SLC25A24	LOC102151888	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1023151755990823	0.746	1.042900029680133	0.6436666666666667	0.05753516070533339	25.0	7.326859135231787	12.158226763918286	55234	1177299	143623	48307	23040	0.253	0.2273	0.3067	0.819	0.376	0.3964	40.3
NC_051810.1	46489068	46547626	58558	convergent	LOC111096509	LOC100683041	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9565615808270808	0.3486666666666667	0.9729776395261288	0.42833333333333334	0.04957058234378841	2.0	2.063042927221537	24.282883087793987	93347	3915412	1245341	28428	11043	0.7787	0.4627	0.9317	0.0217	0.5388	0.5467	73.8
NC_051810.1	50658944	50727578	68634	convergent	LOC119872255	LOC119872463	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9452488580558789	0.294	0.9640800918743014	0.38766666666666666	0.050510906789445156	1.0	2.712686921199809	19.267598167542488	0	1302385	1453352	25241	5650	0.6513	0.5053	0.823	0.1937	0.0901	0.4527	53.4
NC_051810.1	54055016	54116812	61796	convergent	LOC111096377	LOC111096379	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9862271095296004	0.46166666666666667	0.9935245776668191	0.502	0.051892263853456314	0.0	5.513214395226641	21.122009842212382	64086	2090247	522336	348329	18449	0.5113	0.885	0.4257	0.095	0.4176	0.4669	56.8
NC_051810.1	54185278	54253504	68226	convergent	LOC119872358	LOC119876387	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9634549210373702	0.37533333333333335	0.9649731127977371	0.39066666666666666	0.05060929158858198	1.0	6.330632003264416	17.58406247641589	44391	2223724	388859	211637	47129	0.638	0.5053	0.3583	0.328	0.323	0.4305	48.8
NC_051810.1	65303098	65376045	72947	convergent	LOC102151889	LOC111096431	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9454438580606045	0.2946666666666667	0.9513651558935642	0.326	0.050182880818424466	1.0	4.085503149805891	21.76283391662266	535429	10132612	2352656	988869	6825	0.6953	0.5053	0.5927	0.07	0.9781	0.5683	76.4
NC_051810.1	68878658	68947141	68483	convergent	LOC102152406	IFI44	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9717686404044137	0.4093333333333333	0.9412159764632583	0.2806666666666667	0.05124179106759997	17.0	4.857472138341971	17.11103798259388	0	6559284	550948	16261	5168	0.572	0.2783	0.4937	0.3713	0.0901	0.3611	29.7
NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0436635787753614	0.6326666666666667	1.0164482920736075	0.581	0.053662559306460286	1.0	29.095673399294878	13.05047683429001	179861	1188895	52583	17294	11458	0.3977	0.5053	0.0317	0.7533	0.7737	0.4923	63.1
NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.024198813517088	0.575	1.0366147116973996	0.6316666666666667	0.05267749394364009	1.0	5.996973283585791	18.65501586928567	320606	3713246	201255	175980	28037	0.454	0.5053	0.3843	0.2393	0.9197	0.5005	63.8
NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0735660230680588	0.6993333333333334	1.1475564524844288	0.7996666666666666	0.05640604567915273	9.0	4.545969077756233	18.388192882140476	71839	6916475	534647	7824	7824	0.2847	0.3503	0.534	0.26	0.4487	0.3755	34.9
NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	False	False	False	False	False	False	False	False	False	False	False		False		False	False	False	1.026969899234926	0.5826666666666667	1.0410692459478974	0.6403333333333333	0.05306728332181759	3.0	5.2192546494273	16.77547710499865	103892	5098528	528189	92704	25228	0.434	0.4403	0.4497	0.403	0.5756	0.4605	55.1
NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9710528241203676	0.407	0.9282693765759468	0.21633333333333332	0.050802924505713616	11.0	3.3622715145117548	22.522206514309612	27305	415374	1217408	52290	5449	0.617	0.3303	0.7003	0.0487	0.2376	0.3868	38.0
NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	True	False	False	False	False	False	False	False	False	False	False	43.31	False	4.32162	False	True	False	0.9769327910485557	0.42433333333333334	0.9887203564040363	0.481	0.05226206435500041	13.0	3.1895359364554685	14.095475240187211	91649	655224	407488	82137	79754	0.483	0.3137	0.732	0.6623	0.5313	0.5445	72.5
NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	False	False	True	False		False		True	False	False	1.1123804096978276	0.7606666666666667	1.0330371850520372	0.6223333333333333	0.05837229385512558	17.0	9.888957184297297	13.962993051404151	991	676467	379963	56528	14394	0.2347	0.2783	0.2053	0.675	0.0901	0.2967	12.8
NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	True	False	False	False	False	False	False	False	False	False	False	29.76	False	4.31966	False	True	False	0.9348020173467878	0.24233333333333335	0.9276646728441119	0.21366666666666667	0.049952849766625326	0.0	2.012625665813353	23.185036288367378	501017	5140880	1719514	466947	70063	0.7233	0.885	0.937	0.036	0.9739	0.711	95.7
NC_051811.1	54309697	54360521	50824	convergent	LOC106559055	GALNT1	True	True	False	False	False	True	False	True	False	True	False		False		False	False	False	1.06706433363321	0.6876666666666666	1.0115106746718288	0.566	0.056281296798146356	26.0	8.08846709222732	16.457198156866916	10109	102265	327506	255	76093	0.2897	0.224	0.2737	0.438	0.1477	0.2746	9.1
NC_051811.1	57734073	57792841	58768	convergent	TRAPPC8	LOC111096784	True	True	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9836692563781712	0.4523333333333333	1.0278838782906532	0.6123333333333333	0.05106240803195322	9.0	4.856952748991896	14.983068221654648	13457	3530613	203636	41712	41712	0.5913	0.3503	0.4937	0.5777	0.1644	0.4355	50.8
NC_051811.1	59853346	59916313	62967	convergent	NA	LOC612611	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.9040992783773985	0.11333333333333333	0.9287436423137784	0.21766666666666667	0.048564539734181546	1.0	2.9225897500856024	16.752182852837347	84829	5651985	870069	838585	100	0.9007	0.5053	0.7823	0.4057	0.5036	0.6195	84.6
NC_051811.1	62263653	62326266	62613	convergent	KCTD1	TAF4B	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.058764827494325	0.6696666666666666	1.0661702022910118	0.6886666666666666	0.05472830131979027	4.0	8.557726393574095	17.341687583431757	80041	3984184	245549	125797	13807	0.352	0.42	0.2513	0.348	0.487	0.3717	33.0
NC_051811.1	69954234	70019343	65109	convergent	MYL12B	LOC106559068	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9984788582689939	0.49966666666666665	0.9625379993908108	0.38166666666666665	0.05265911879507561	25.0	7.132692222347382	17.198745058642494	36788	3704499	112030	15813	21136	0.4553	0.2273	0.3177	0.3603	0.2835	0.3288	20.2
NC_051811.1	72146896	72199972	53076	convergent	LOC111096813	LOC111096814	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	1.01602454753255	0.5563333333333333	0.9922653036341071	0.497	0.05349171651629479	1.0	7.917999121380765	15.977779839833577	126566	5891145	113888	87350	19373	0.407	0.5053	0.2807	0.4847	0.6506	0.4657	56.2
NC_051811.1	77245369	77305935	60566	convergent	NA	LOC111096922	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9330285653802614	0.23333333333333334	0.9138781208537519	0.154	0.04937771073380077	1.0	2.4520215467595285	13.357460555712676	124348	10993363	945218	129866	100	0.8057	0.5053	0.8733	0.723	0.6447	0.7104	95.2
NC_051811.1	80890788	80943582	52794	convergent	MAPK4	LOC100688129	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	1.005624201773511	0.5243333333333333	0.9420497075617313	0.2846666666666667	0.052124566625623536	1.0	9.841597476285367	18.51648300103467	92185	14634896	268243	148632	24106	0.493	0.5053	0.2067	0.2497	0.535	0.3979	41.4
NC_051812.1	52431	118675	66244	convergent	LOC119872972	LOC119872973	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.44091164209067835	0.012666666666666666	0.21760388695895672	0.012	0.04528039610456458	1.0	3.1351935236532182	16.412533944652928	864447	3659103	214085	14098	574	0.9787	0.5053	0.7413	0.4413	0.9931	0.7319	96.7
NC_051812.1	788172	845815	57643	convergent	LOC490585	OR4L1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9309361631506746	0.22333333333333333	0.9811699756845832	0.4563333333333333	0.04875844227135018	1.0	3.9666788915086166	23.80992352090231	133007	2927663	321290	939	34939	0.8793	0.5053	0.6077	0.0257	0.6703	0.5377	70.7
NC_051812.1	5172690	5239184	66494	convergent	LOC119873153	LOC608162	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9757222266607859	0.421	0.9834423246532679	0.4653333333333333	0.05059412493490718	1.0	5.0204767171008555	19.33174980128253	0	1433014	785611	936	184419	0.6397	0.5053	0.4707	0.19	0.0901	0.3792	36.0
NC_051812.1	5534832	5600865	66033	convergent	LOC111097200	LOC119872981	True	False	False	False	False	False	False	False	False	False	False	37.48	True	7.07716	False	True	False	0.9605293228536058	0.364	0.966900400787592	0.3983333333333333	0.050250353961197994	1.0	3.226352542778238	13.726457715034485	342848	1794925	660041	294712	57388	0.6857	0.5053	0.724	0.6947	0.9309	0.7081	94.8
NC_051812.1	6167980	6227889	59909	convergent	LOC119872983	NOVA1	True	False	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9339050882208952	0.23666666666666666	0.9752832208454609	0.436	0.050323957640733046	1.0	2.8662152154955565	22.70115093562914	97934	2425011	29955	149563	150437	0.6763	0.5053	0.7953	0.0463	0.554	0.5155	67.2
NC_051812.1	8640791	8694857	54066	convergent	LOC111096975	LOC102154002	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	0.9445122717450621	0.29033333333333333	0.9638376865774393	0.3873333333333333	0.049989095432551874	1.0	2.4291892350326343	21.515941734313966	467824	4894901	286462	261907	44373	0.7187	0.5053	0.8767	0.0783	0.9682	0.6294	87.0
NC_051812.1	10610167	10663583	53416	convergent	LOC102155565	HEATR5A	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9940598933446037	0.485	0.9738995740190148	0.43066666666666664	0.05118092928857748	16.0	9.501303411697723	15.07741501687587	11875	6863952	655989	15455	562	0.5783	0.2863	0.216	0.5683	0.1534	0.3605	29.1
NC_051812.1	12903397	12977974	74577	convergent	NPAS3	EGLN3	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0768809495389495	0.705	1.143391573175788	0.7953333333333333	0.05494693744160505	13.0	8.854354750623022	15.936808979839359	15685	9167762	1176284	28007	45244	0.342	0.3137	0.2403	0.4877	0.1749	0.3117	15.8
NC_051812.1	21931015	21992476	61461	convergent	LOC100684096	LOC119872816	True	False	False	False	False	False	False	False	False	False	False	39.5	False	4.96006	True	True	False	0.4753682402173009	0.015666666666666666	0.18518858708068728	0.011333333333333334	0.041904966091926794	0.0	1.1999826547184458	18.88421712602888	186745	11137336	4445874	199920	114580	0.9837	0.885	0.989	0.2233	0.7862	0.7734	98.0
NC_051812.1	27735066	27803631	68565	convergent	TMX1	LOC111097216	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.9965893759850833	0.493	1.0874617376953364	0.7236666666666667	0.05117784656744215	5.0	3.647767334496228	15.213093378964592	5652	5329733	165300	14674	14233	0.5787	0.4037	0.655	0.556	0.1189	0.4624	55.5
NC_051812.1	28781785	28839966	58181	convergent	LOC111097218	TXNDC16	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	0.8502004732421223	0.048	1.0151965660229325	0.5783333333333334	0.04877921297086962	5.0	3.3503900349843976	12.074987895786762	39125	4288206	143186	83644	7405	0.8773	0.4037	0.7013	0.825	0.2984	0.6212	84.8
NC_051812.1	36266983	36333691	66708	convergent	SLC38A6	LOC111097065	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	1.049745125341449	0.6436666666666667	1.0771480404496192	0.7063333333333334	0.05369599543924225	2.0	10.025779133886072	16.444130195153726	50337	3201231	105822	72468	22885	0.3943	0.4627	0.2007	0.439	0.3524	0.3698	32.3
NC_051812.1	54071776	54128751	56975	convergent	LOC102153790	LOC119873009	True	True	False	False	False	True	True	True	False	False	False		False		True	True	False	1.0335586502210463	0.6056666666666667	1.0052986494943499	0.5426666666666666	0.05498050775681445	23.0	4.0371689042170456	20.615347609800452	0	45791	45135	16648	16648	0.34	0.2423	0.5987	0.1197	0.0901	0.2782	10.0
NC_051812.1	55781421	55851186	69765	convergent	LOC111097231	LOC106559104	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.866696293858066	0.061	0.8561984627917409	0.063	0.04691243257892372	1.0	3.5297951417730364	19.88282024292719	266303	1761831	1674173	1639290	22161	0.9683	0.5053	0.6723	0.1543	0.8832	0.6367	87.6
NC_051812.1	58732540	58805036	72496	convergent	LOC119873149	LOC119873016	True	False	False	False	False	False	False	False	False	False	False	28.09	False	4.7614600000000005	True	True	False	0.9248083879089193	0.19166666666666668	0.8663321039102971	0.067	0.04935156191114723	1.0	2.7506415114132308	22.369022369384766	268788	4714316	1177972	784627	182418	0.81	0.5053	0.813	0.0513	0.8848	0.6129	83.5
NC_051812.1	61680835	61737486	56651	convergent	CALM1	LOC111097143	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.2218195648166508	0.873	1.3154881172478199	0.9106666666666666	0.06465572630011429	33.0	18.700168713630305	14.498333069623685	0	7000889	718757	7949	8668	0.118	0.1917	0.0787	0.6183	0.0901	0.2194	2.0
NC_051812.1	67788194	67843405	55211	convergent	LOC119873039	LOC111097248	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0725035529306173	0.6973333333333334	1.1156970071613788	0.7613333333333333	0.054492003419683945	1.0	10.946649830631229	16.53318776686986	40799	894250	93499	157169	65893	0.36	0.5053	0.1803	0.43	0.3033	0.3558	27.8
NC_051812.1	70725627	70776316	50689	convergent	LOC106559203	LOC119881569	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.520542475546539	0.9806666666666667	1.3312960728257894	0.9176666666666666	0.08190685867679416	57.0	19.390880210945145	13.465398821005454	149029	183282	141034	2548	2548	0.0213	0.0693	0.0743	0.7153	0.7113	0.3183	18.2
NC_051812.1	71254791	71309046	54255	convergent	TNFAIP2	LOC480441	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1910326903398747	0.849	1.2337250974833964	0.8726666666666667	0.06138296042666143	17.0	16.93397862524132	15.38605132775429	156918	347640	214245	1291	1430	0.1663	0.2783	0.0957	0.544	0.7272	0.3623	29.9
