tile_id	window_id	chrom	start	end	length	mapq	correct_exact_self_alignment	other_alignment_reported	passes_remap_proxy
448	w04	NC_051831.1	39730724	39730824	100	60	True	False	True
449	w04	NC_051831.1	39729824	39729974	150	60	True	False	True
450	w04	NC_051831.1	39729849	39729999	150	60	True	False	True
451	w04	NC_051831.1	39729874	39730024	150	60	True	False	True
452	w04	NC_051831.1	39729899	39730049	150	60	True	False	True
453	w04	NC_051831.1	39729924	39730074	150	60	True	False	True
454	w04	NC_051831.1	39729949	39730099	150	60	True	False	True
455	w04	NC_051831.1	39729974	39730124	150	60	True	False	True
456	w04	NC_051831.1	39729999	39730149	150	60	True	False	True
457	w04	NC_051831.1	39730024	39730174	150	60	True	False	True
458	w04	NC_051831.1	39730049	39730199	150	60	True	False	True
459	w04	NC_051831.1	39730074	39730224	150	60	True	False	True
460	w04	NC_051831.1	39730099	39730249	150	60	True	False	True
461	w04	NC_051831.1	39730124	39730274	150	60	True	False	True
462	w04	NC_051831.1	39730149	39730299	150	60	True	False	True
463	w04	NC_051831.1	39730174	39730324	150	60	True	False	True
464	w04	NC_051831.1	39730199	39730349	150	60	True	False	True
465	w04	NC_051831.1	39730224	39730374	150	60	True	False	True
466	w04	NC_051831.1	39730249	39730399	150	60	True	False	True
467	w04	NC_051831.1	39730274	39730424	150	60	True	False	True
468	w04	NC_051831.1	39730299	39730449	150	60	True	False	True
469	w04	NC_051831.1	39730324	39730474	150	60	True	False	True
470	w04	NC_051831.1	39730349	39730499	150	60	True	False	True
471	w04	NC_051831.1	39730374	39730524	150	60	True	False	True
472	w04	NC_051831.1	39730399	39730549	150	60	True	False	True
473	w04	NC_051831.1	39730424	39730574	150	60	True	False	True
474	w04	NC_051831.1	39730449	39730599	150	60	True	False	True
475	w04	NC_051831.1	39730474	39730624	150	60	True	False	True
476	w04	NC_051831.1	39730499	39730649	150	60	True	False	True
477	w04	NC_051831.1	39730524	39730674	150	60	True	False	True
478	w04	NC_051831.1	39730549	39730699	150	60	True	False	True
479	w04	NC_051831.1	39730574	39730724	150	60	True	False	True
480	w04	NC_051831.1	39730599	39730749	150	60	True	False	True
481	w04	NC_051831.1	39730624	39730774	150	60	True	False	True
482	w04	NC_051831.1	39730649	39730799	150	60	True	False	True
483	w04	NC_051831.1	39730674	39730824	150	60	True	False	True
484	w04	NC_051831.1	39729824	39730074	250	60	True	False	True
485	w04	NC_051831.1	39729849	39730099	250	60	True	False	True
486	w04	NC_051831.1	39729874	39730124	250	60	True	False	True
487	w04	NC_051831.1	39729899	39730149	250	60	True	False	True
488	w04	NC_051831.1	39729924	39730174	250	60	True	False	True
489	w04	NC_051831.1	39729949	39730199	250	60	True	False	True
490	w04	NC_051831.1	39729974	39730224	250	60	True	False	True
491	w04	NC_051831.1	39729999	39730249	250	60	True	False	True
492	w04	NC_051831.1	39730024	39730274	250	60	True	False	True
493	w04	NC_051831.1	39730049	39730299	250	60	True	False	True
494	w04	NC_051831.1	39730074	39730324	250	60	True	False	True
495	w04	NC_051831.1	39730099	39730349	250	60	True	False	True
496	w04	NC_051831.1	39730124	39730374	250	60	True	False	True
497	w04	NC_051831.1	39730149	39730399	250	60	True	False	True
498	w04	NC_051831.1	39730174	39730424	250	60	True	False	True
499	w04	NC_051831.1	39730199	39730449	250	60	True	False	True
500	w04	NC_051831.1	39730224	39730474	250	60	True	False	True
501	w04	NC_051831.1	39730249	39730499	250	60	True	False	True
502	w04	NC_051831.1	39730274	39730524	250	60	True	False	True
503	w04	NC_051831.1	39730299	39730549	250	60	True	False	True
504	w04	NC_051831.1	39730324	39730574	250	60	True	False	True
505	w04	NC_051831.1	39730349	39730599	250	60	True	False	True
506	w04	NC_051831.1	39730374	39730624	250	60	True	False	True
507	w04	NC_051831.1	39730399	39730649	250	60	True	False	True
508	w04	NC_051831.1	39730424	39730674	250	60	True	False	True
509	w04	NC_051831.1	39730449	39730699	250	60	True	False	True
510	w04	NC_051831.1	39730474	39730724	250	60	True	False	True
511	w04	NC_051831.1	39730499	39730749	250	60	True	False	True
512	w04	NC_051831.1	39730524	39730774	250	60	True	False	True
513	w04	NC_051831.1	39730549	39730799	250	60	True	False	True
514	w04	NC_051831.1	39730574	39730824	250	60	True	False	True
515	w05	NC_051831.1	39730074	39730174	100	60	True	False	True
516	w05	NC_051831.1	39730099	39730199	100	60	True	False	True
517	w05	NC_051831.1	39730124	39730224	100	60	True	False	True
518	w05	NC_051831.1	39730149	39730249	100	60	True	False	True
519	w05	NC_051831.1	39730174	39730274	100	60	True	False	True
520	w05	NC_051831.1	39730199	39730299	100	60	True	False	True
521	w05	NC_051831.1	39730224	39730324	100	60	True	False	True
522	w05	NC_051831.1	39730249	39730349	100	60	True	False	True
523	w05	NC_051831.1	39730274	39730374	100	60	True	False	True
524	w05	NC_051831.1	39730299	39730399	100	60	True	False	True
525	w05	NC_051831.1	39730324	39730424	100	60	True	False	True
526	w05	NC_051831.1	39730349	39730449	100	60	True	False	True
527	w05	NC_051831.1	39730374	39730474	100	60	True	False	True
528	w05	NC_051831.1	39730399	39730499	100	60	True	False	True
529	w05	NC_051831.1	39730424	39730524	100	60	True	False	True
530	w05	NC_051831.1	39730449	39730549	100	60	True	False	True
531	w05	NC_051831.1	39730474	39730574	100	60	True	False	True
532	w05	NC_051831.1	39730499	39730599	100	60	True	False	True
533	w05	NC_051831.1	39730524	39730624	100	60	True	False	True
534	w05	NC_051831.1	39730549	39730649	100	60	True	False	True
535	w05	NC_051831.1	39730574	39730674	100	60	True	False	True
536	w05	NC_051831.1	39730599	39730699	100	60	True	False	True
537	w05	NC_051831.1	39730624	39730724	100	60	True	False	True
538	w05	NC_051831.1	39730649	39730749	100	60	True	False	True
539	w05	NC_051831.1	39730674	39730774	100	60	True	False	True
540	w05	NC_051831.1	39730699	39730799	100	60	True	False	True
541	w05	NC_051831.1	39730724	39730824	100	60	True	False	True
542	w05	NC_051831.1	39730749	39730849	100	60	True	False	True
543	w05	NC_051831.1	39730774	39730874	100	60	True	False	True
544	w05	NC_051831.1	39730799	39730899	100	60	True	False	True
545	w05	NC_051831.1	39730824	39730924	100	60	True	False	True
546	w05	NC_051831.1	39730849	39730949	100	60	True	False	True
547	w05	NC_051831.1	39730874	39730974	100	60	True	False	True
548	w05	NC_051831.1	39730899	39730999	100	60	True	False	True
549	w05	NC_051831.1	39730924	39731024	100	60	True	False	True
550	w05	NC_051831.1	39730949	39731049	100	60	True	False	True
551	w05	NC_051831.1	39730974	39731074	100	60	True	False	True
552	w05	NC_051831.1	39730074	39730224	150	60	True	False	True
553	w05	NC_051831.1	39730099	39730249	150	60	True	False	True
554	w05	NC_051831.1	39730124	39730274	150	60	True	False	True
555	w05	NC_051831.1	39730149	39730299	150	60	True	False	True
556	w05	NC_051831.1	39730174	39730324	150	60	True	False	True
557	w05	NC_051831.1	39730199	39730349	150	60	True	False	True
558	w05	NC_051831.1	39730224	39730374	150	60	True	False	True
559	w05	NC_051831.1	39730249	39730399	150	60	True	False	True
560	w05	NC_051831.1	39730274	39730424	150	60	True	False	True
561	w05	NC_051831.1	39730299	39730449	150	60	True	False	True
562	w05	NC_051831.1	39730324	39730474	150	60	True	False	True
563	w05	NC_051831.1	39730349	39730499	150	60	True	False	True
564	w05	NC_051831.1	39730374	39730524	150	60	True	False	True
565	w05	NC_051831.1	39730399	39730549	150	60	True	False	True
566	w05	NC_051831.1	39730424	39730574	150	60	True	False	True
567	w05	NC_051831.1	39730449	39730599	150	60	True	False	True
568	w05	NC_051831.1	39730474	39730624	150	60	True	False	True
569	w05	NC_051831.1	39730499	39730649	150	60	True	False	True
570	w05	NC_051831.1	39730524	39730674	150	60	True	False	True
571	w05	NC_051831.1	39730549	39730699	150	60	True	False	True
572	w05	NC_051831.1	39730574	39730724	150	60	True	False	True
573	w05	NC_051831.1	39730599	39730749	150	60	True	False	True
574	w05	NC_051831.1	39730624	39730774	150	60	True	False	True
575	w05	NC_051831.1	39730649	39730799	150	60	True	False	True
576	w05	NC_051831.1	39730674	39730824	150	60	True	False	True
577	w05	NC_051831.1	39730699	39730849	150	60	True	False	True
578	w05	NC_051831.1	39730724	39730874	150	60	True	False	True
579	w05	NC_051831.1	39730749	39730899	150	60	True	False	True
580	w05	NC_051831.1	39730774	39730924	150	60	True	False	True
581	w05	NC_051831.1	39730799	39730949	150	60	True	False	True
582	w05	NC_051831.1	39730824	39730974	150	60	True	False	True
583	w05	NC_051831.1	39730849	39730999	150	60	True	False	True
584	w05	NC_051831.1	39730874	39731024	150	60	True	False	True
585	w05	NC_051831.1	39730899	39731049	150	60	True	False	True
586	w05	NC_051831.1	39730924	39731074	150	60	True	False	True
587	w05	NC_051831.1	39730074	39730324	250	60	True	False	True
588	w05	NC_051831.1	39730099	39730349	250	60	True	False	True
589	w05	NC_051831.1	39730124	39730374	250	60	True	False	True
590	w05	NC_051831.1	39730149	39730399	250	60	True	False	True
591	w05	NC_051831.1	39730174	39730424	250	60	True	False	True
592	w05	NC_051831.1	39730199	39730449	250	60	True	False	True
593	w05	NC_051831.1	39730224	39730474	250	60	True	False	True
594	w05	NC_051831.1	39730249	39730499	250	60	True	False	True
595	w05	NC_051831.1	39730274	39730524	250	60	True	False	True
596	w05	NC_051831.1	39730299	39730549	250	60	True	False	True
597	w05	NC_051831.1	39730324	39730574	250	60	True	False	True
598	w05	NC_051831.1	39730349	39730599	250	60	True	False	True
599	w05	NC_051831.1	39730374	39730624	250	60	True	False	True
600	w05	NC_051831.1	39730399	39730649	250	60	True	False	True
601	w05	NC_051831.1	39730424	39730674	250	60	True	False	True
602	w05	NC_051831.1	39730449	39730699	250	60	True	False	True
603	w05	NC_051831.1	39730474	39730724	250	60	True	False	True
604	w05	NC_051831.1	39730499	39730749	250	60	True	False	True
605	w05	NC_051831.1	39730524	39730774	250	60	True	False	True
606	w05	NC_051831.1	39730549	39730799	250	60	True	False	True
607	w05	NC_051831.1	39730574	39730824	250	60	True	False	True
608	w05	NC_051831.1	39730599	39730849	250	60	True	False	True
609	w05	NC_051831.1	39730624	39730874	250	60	True	False	True
610	w05	NC_051831.1	39730649	39730899	250	60	True	False	True
611	w05	NC_051831.1	39730674	39730924	250	60	True	False	True
612	w05	NC_051831.1	39730699	39730949	250	60	True	False	True
613	w05	NC_051831.1	39730724	39730974	250	60	True	False	True
614	w05	NC_051831.1	39730749	39730999	250	60	True	False	True
615	w05	NC_051831.1	39730774	39731024	250	60	True	False	True
616	w05	NC_051831.1	39730799	39731049	250	60	True	False	True
617	w05	NC_051831.1	39730824	39731074	250	60	True	False	True
618	w06	NC_051831.1	39730324	39730424	100	60	True	False	True
619	w06	NC_051831.1	39730349	39730449	100	60	True	False	True
620	w06	NC_051831.1	39730374	39730474	100	60	True	False	True
621	w06	NC_051831.1	39730399	39730499	100	60	True	False	True
622	w06	NC_051831.1	39730424	39730524	100	60	True	False	True
623	w06	NC_051831.1	39730449	39730549	100	60	True	False	True
624	w06	NC_051831.1	39730474	39730574	100	60	True	False	True
625	w06	NC_051831.1	39730499	39730599	100	60	True	False	True
626	w06	NC_051831.1	39730524	39730624	100	60	True	False	True
627	w06	NC_051831.1	39730549	39730649	100	60	True	False	True
628	w06	NC_051831.1	39730574	39730674	100	60	True	False	True
629	w06	NC_051831.1	39730599	39730699	100	60	True	False	True
630	w06	NC_051831.1	39730624	39730724	100	60	True	False	True
631	w06	NC_051831.1	39730649	39730749	100	60	True	False	True
632	w06	NC_051831.1	39730674	39730774	100	60	True	False	True
633	w06	NC_051831.1	39730699	39730799	100	60	True	False	True
634	w06	NC_051831.1	39730724	39730824	100	60	True	False	True
635	w06	NC_051831.1	39730749	39730849	100	60	True	False	True
636	w06	NC_051831.1	39730774	39730874	100	60	True	False	True
637	w06	NC_051831.1	39730799	39730899	100	60	True	False	True
638	w06	NC_051831.1	39730824	39730924	100	60	True	False	True
639	w06	NC_051831.1	39730849	39730949	100	60	True	False	True
640	w06	NC_051831.1	39730874	39730974	100	60	True	False	True
641	w06	NC_051831.1	39730899	39730999	100	60	True	False	True
642	w06	NC_051831.1	39730924	39731024	100	60	True	False	True
643	w06	NC_051831.1	39730949	39731049	100	60	True	False	True
644	w06	NC_051831.1	39730974	39731074	100	60	True	False	True
645	w06	NC_051831.1	39730999	39731099	100	60	True	False	True
646	w06	NC_051831.1	39731024	39731124	100	60	True	False	True
647	w06	NC_051831.1	39731049	39731149	100	60	True	False	True
648	w06	NC_051831.1	39731074	39731174	100	60	True	False	True
649	w06	NC_051831.1	39731099	39731199	100	60	True	False	True
650	w06	NC_051831.1	39731124	39731224	100	60	True	False	True
651	w06	NC_051831.1	39731149	39731249	100	60	True	False	True
652	w06	NC_051831.1	39731174	39731274	100	60	True	False	True
653	w06	NC_051831.1	39731199	39731299	100	60	True	False	True
654	w06	NC_051831.1	39731224	39731324	100	60	True	False	True
655	w06	NC_051831.1	39730324	39730474	150	60	True	False	True
656	w06	NC_051831.1	39730349	39730499	150	60	True	False	True
657	w06	NC_051831.1	39730374	39730524	150	60	True	False	True
658	w06	NC_051831.1	39730399	39730549	150	60	True	False	True
659	w06	NC_051831.1	39730424	39730574	150	60	True	False	True
660	w06	NC_051831.1	39730449	39730599	150	60	True	False	True
661	w06	NC_051831.1	39730474	39730624	150	60	True	False	True
662	w06	NC_051831.1	39730499	39730649	150	60	True	False	True
663	w06	NC_051831.1	39730524	39730674	150	60	True	False	True
664	w06	NC_051831.1	39730549	39730699	150	60	True	False	True
665	w06	NC_051831.1	39730574	39730724	150	60	True	False	True
666	w06	NC_051831.1	39730599	39730749	150	60	True	False	True
667	w06	NC_051831.1	39730624	39730774	150	60	True	False	True
668	w06	NC_051831.1	39730649	39730799	150	60	True	False	True
669	w06	NC_051831.1	39730674	39730824	150	60	True	False	True
670	w06	NC_051831.1	39730699	39730849	150	60	True	False	True
671	w06	NC_051831.1	39730724	39730874	150	60	True	False	True
672	w06	NC_051831.1	39730749	39730899	150	60	True	False	True
673	w06	NC_051831.1	39730774	39730924	150	60	True	False	True
674	w06	NC_051831.1	39730799	39730949	150	60	True	False	True
675	w06	NC_051831.1	39730824	39730974	150	60	True	False	True
676	w06	NC_051831.1	39730849	39730999	150	60	True	False	True
677	w06	NC_051831.1	39730874	39731024	150	60	True	False	True
678	w06	NC_051831.1	39730899	39731049	150	60	True	False	True
679	w06	NC_051831.1	39730924	39731074	150	60	True	False	True
680	w06	NC_051831.1	39730949	39731099	150	60	True	False	True
681	w06	NC_051831.1	39730974	39731124	150	60	True	False	True
682	w06	NC_051831.1	39730999	39731149	150	60	True	False	True
683	w06	NC_051831.1	39731024	39731174	150	60	True	False	True
684	w06	NC_051831.1	39731049	39731199	150	60	True	False	True
685	w06	NC_051831.1	39731074	39731224	150	60	True	False	True
686	w06	NC_051831.1	39731099	39731249	150	60	True	False	True
687	w06	NC_051831.1	39731124	39731274	150	60	True	False	True
688	w06	NC_051831.1	39731149	39731299	150	60	True	False	True
689	w06	NC_051831.1	39731174	39731324	150	60	True	False	True
690	w06	NC_051831.1	39730324	39730574	250	60	True	False	True
691	w06	NC_051831.1	39730349	39730599	250	60	True	False	True
692	w06	NC_051831.1	39730374	39730624	250	60	True	False	True
693	w06	NC_051831.1	39730399	39730649	250	60	True	False	True
694	w06	NC_051831.1	39730424	39730674	250	60	True	False	True
695	w06	NC_051831.1	39730449	39730699	250	60	True	False	True
696	w06	NC_051831.1	39730474	39730724	250	60	True	False	True
697	w06	NC_051831.1	39730499	39730749	250	60	True	False	True
698	w06	NC_051831.1	39730524	39730774	250	60	True	False	True
699	w06	NC_051831.1	39730549	39730799	250	60	True	False	True
700	w06	NC_051831.1	39730574	39730824	250	60	True	False	True
701	w06	NC_051831.1	39730599	39730849	250	60	True	False	True
702	w06	NC_051831.1	39730624	39730874	250	60	True	False	True
703	w06	NC_051831.1	39730649	39730899	250	60	True	False	True
704	w06	NC_051831.1	39730674	39730924	250	60	True	False	True
705	w06	NC_051831.1	39730699	39730949	250	60	True	False	True
706	w06	NC_051831.1	39730724	39730974	250	60	True	False	True
707	w06	NC_051831.1	39730749	39730999	250	60	True	False	True
708	w06	NC_051831.1	39730774	39731024	250	60	True	False	True
709	w06	NC_051831.1	39730799	39731049	250	60	True	False	True
710	w06	NC_051831.1	39730824	39731074	250	60	True	False	True
711	w06	NC_051831.1	39730849	39731099	250	60	True	False	True
712	w06	NC_051831.1	39730874	39731124	250	60	True	False	True
713	w06	NC_051831.1	39730899	39731149	250	60	True	False	True
714	w06	NC_051831.1	39730924	39731174	250	60	True	False	True
715	w06	NC_051831.1	39730949	39731199	250	60	True	False	True
716	w06	NC_051831.1	39730974	39731224	250	60	True	False	True
717	w06	NC_051831.1	39730999	39731249	250	60	True	False	True
718	w06	NC_051831.1	39731024	39731274	250	60	True	False	True
719	w06	NC_051831.1	39731049	39731299	250	60	True	False	True
720	w06	NC_051831.1	39731074	39731324	250	60	True	False	True
721	w07	NC_051836.1	27039161	27039261	100	60	True	False	True
722	w07	NC_051836.1	27039186	27039286	100	60	True	False	True
723	w07	NC_051836.1	27039211	27039311	100	60	True	False	True
724	w07	NC_051836.1	27039236	27039336	100	60	True	False	True
725	w07	NC_051836.1	27039261	27039361	100	60	True	False	True
726	w07	NC_051836.1	27039286	27039386	100	60	True	False	True
727	w07	NC_051836.1	27039311	27039411	100	60	True	False	True
728	w07	NC_051836.1	27039336	27039436	100	60	True	False	True
729	w07	NC_051836.1	27039361	27039461	100	60	True	False	True
730	w07	NC_051836.1	27039386	27039486	100	60	True	False	True
731	w07	NC_051836.1	27039411	27039511	100	60	True	False	True
732	w07	NC_051836.1	27039436	27039536	100	60	True	False	True
733	w07	NC_051836.1	27039461	27039561	100	60	True	False	True
734	w07	NC_051836.1	27039486	27039586	100	60	True	False	True
735	w07	NC_051836.1	27039511	27039611	100	60	True	False	True
736	w07	NC_051836.1	27039536	27039636	100	60	True	False	True
737	w07	NC_051836.1	27039561	27039661	100	60	True	False	True
738	w07	NC_051836.1	27039586	27039686	100	60	True	False	True
739	w07	NC_051836.1	27039611	27039711	100	60	True	False	True
740	w07	NC_051836.1	27039636	27039736	100	60	True	False	True
741	w07	NC_051836.1	27039661	27039761	100	60	True	False	True
742	w07	NC_051836.1	27039686	27039786	100	60	True	False	True
743	w07	NC_051836.1	27039711	27039811	100	60	True	False	True
744	w07	NC_051836.1	27039736	27039836	100	60	True	False	True
745	w07	NC_051836.1	27039761	27039861	100	60	True	False	True
746	w07	NC_051836.1	27039786	27039886	100	60	True	False	True
747	w07	NC_051836.1	27039811	27039911	100	60	True	False	True
748	w07	NC_051836.1	27039836	27039936	100	60	True	False	True
749	w07	NC_051836.1	27039861	27039961	100	60	True	False	True
750	w07	NC_051836.1	27039886	27039986	100	60	True	False	True
751	w07	NC_051836.1	27039911	27040011	100	60	True	False	True
752	w07	NC_051836.1	27039936	27040036	100	60	True	False	True
753	w07	NC_051836.1	27039961	27040061	100	60	True	False	True
754	w07	NC_051836.1	27039986	27040086	100	60	True	False	True
755	w07	NC_051836.1	27040011	27040111	100	60	True	False	True
756	w07	NC_051836.1	27040036	27040136	100	60	True	False	True
757	w07	NC_051836.1	27040061	27040161	100	60	True	False	True
758	w07	NC_051836.1	27039161	27039311	150	60	True	False	True
759	w07	NC_051836.1	27039186	27039336	150	60	True	False	True
760	w07	NC_051836.1	27039211	27039361	150	60	True	False	True
761	w07	NC_051836.1	27039236	27039386	150	60	True	False	True
762	w07	NC_051836.1	27039261	27039411	150	60	True	False	True
763	w07	NC_051836.1	27039286	27039436	150	60	True	False	True
764	w07	NC_051836.1	27039311	27039461	150	60	True	False	True
765	w07	NC_051836.1	27039336	27039486	150	60	True	False	True
766	w07	NC_051836.1	27039361	27039511	150	60	True	False	True
767	w07	NC_051836.1	27039386	27039536	150	60	True	False	True
768	w07	NC_051836.1	27039411	27039561	150	60	True	False	True
769	w07	NC_051836.1	27039436	27039586	150	60	True	False	True
770	w07	NC_051836.1	27039461	27039611	150	60	True	False	True
771	w07	NC_051836.1	27039486	27039636	150	60	True	False	True
772	w07	NC_051836.1	27039511	27039661	150	60	True	False	True
773	w07	NC_051836.1	27039536	27039686	150	60	True	False	True
774	w07	NC_051836.1	27039561	27039711	150	60	True	False	True
775	w07	NC_051836.1	27039586	27039736	150	60	True	False	True
776	w07	NC_051836.1	27039611	27039761	150	60	True	False	True
777	w07	NC_051836.1	27039636	27039786	150	60	True	False	True
778	w07	NC_051836.1	27039661	27039811	150	60	True	False	True
779	w07	NC_051836.1	27039686	27039836	150	60	True	False	True
780	w07	NC_051836.1	27039711	27039861	150	60	True	False	True
781	w07	NC_051836.1	27039736	27039886	150	60	True	False	True
782	w07	NC_051836.1	27039761	27039911	150	60	True	False	True
783	w07	NC_051836.1	27039786	27039936	150	60	True	False	True
784	w07	NC_051836.1	27039811	27039961	150	60	True	False	True
785	w07	NC_051836.1	27039836	27039986	150	60	True	False	True
786	w07	NC_051836.1	27039861	27040011	150	60	True	False	True
787	w07	NC_051836.1	27039886	27040036	150	60	True	False	True
788	w07	NC_051836.1	27039911	27040061	150	60	True	False	True
789	w07	NC_051836.1	27039936	27040086	150	60	True	False	True
790	w07	NC_051836.1	27039961	27040111	150	60	True	False	True
791	w07	NC_051836.1	27039986	27040136	150	60	True	False	True
792	w07	NC_051836.1	27040011	27040161	150	60	True	False	True
793	w07	NC_051836.1	27039161	27039411	250	60	True	False	True
794	w07	NC_051836.1	27039186	27039436	250	60	True	False	True
795	w07	NC_051836.1	27039211	27039461	250	60	True	False	True
796	w07	NC_051836.1	27039236	27039486	250	60	True	False	True
797	w07	NC_051836.1	27039261	27039511	250	60	True	False	True
798	w07	NC_051836.1	27039286	27039536	250	60	True	False	True
799	w07	NC_051836.1	27039311	27039561	250	60	True	False	True
800	w07	NC_051836.1	27039336	27039586	250	60	True	False	True
801	w07	NC_051836.1	27039361	27039611	250	60	True	False	True
802	w07	NC_051836.1	27039386	27039636	250	60	True	False	True
803	w07	NC_051836.1	27039411	27039661	250	60	True	False	True
804	w07	NC_051836.1	27039436	27039686	250	60	True	False	True
805	w07	NC_051836.1	27039461	27039711	250	60	True	False	True
806	w07	NC_051836.1	27039486	27039736	250	60	True	False	True
807	w07	NC_051836.1	27039511	27039761	250	60	True	False	True
808	w07	NC_051836.1	27039536	27039786	250	60	True	False	True
809	w07	NC_051836.1	27039561	27039811	250	60	True	False	True
810	w07	NC_051836.1	27039586	27039836	250	60	True	False	True
811	w07	NC_051836.1	27039611	27039861	250	60	True	False	True
812	w07	NC_051836.1	27039636	27039886	250	60	True	False	True
813	w07	NC_051836.1	27039661	27039911	250	60	True	False	True
814	w07	NC_051836.1	27039686	27039936	250	60	True	False	True
815	w07	NC_051836.1	27039711	27039961	250	60	True	False	True
816	w07	NC_051836.1	27039736	27039986	250	60	True	False	True
817	w07	NC_051836.1	27039761	27040011	250	60	True	False	True
818	w07	NC_051836.1	27039786	27040036	250	60	True	False	True
819	w07	NC_051836.1	27039811	27040061	250	60	True	False	True
820	w07	NC_051836.1	27039836	27040086	250	60	True	False	True
821	w07	NC_051836.1	27039861	27040111	250	60	True	False	True
822	w07	NC_051836.1	27039886	27040136	250	60	True	False	True
823	w07	NC_051836.1	27039911	27040161	250	60	True	False	True
824	w08	NC_051836.1	27039411	27039511	100	60	True	False	True
825	w08	NC_051836.1	27039436	27039536	100	60	True	False	True
826	w08	NC_051836.1	27039461	27039561	100	60	True	False	True
827	w08	NC_051836.1	27039486	27039586	100	60	True	False	True
828	w08	NC_051836.1	27039511	27039611	100	60	True	False	True
829	w08	NC_051836.1	27039536	27039636	100	60	True	False	True
830	w08	NC_051836.1	27039561	27039661	100	60	True	False	True
831	w08	NC_051836.1	27039586	27039686	100	60	True	False	True
832	w08	NC_051836.1	27039611	27039711	100	60	True	False	True
833	w08	NC_051836.1	27039636	27039736	100	60	True	False	True
834	w08	NC_051836.1	27039661	27039761	100	60	True	False	True
835	w08	NC_051836.1	27039686	27039786	100	60	True	False	True
836	w08	NC_051836.1	27039711	27039811	100	60	True	False	True
837	w08	NC_051836.1	27039736	27039836	100	60	True	False	True
838	w08	NC_051836.1	27039761	27039861	100	60	True	False	True
839	w08	NC_051836.1	27039786	27039886	100	60	True	False	True
840	w08	NC_051836.1	27039811	27039911	100	60	True	False	True
841	w08	NC_051836.1	27039836	27039936	100	60	True	False	True
842	w08	NC_051836.1	27039861	27039961	100	60	True	False	True
843	w08	NC_051836.1	27039886	27039986	100	60	True	False	True
844	w08	NC_051836.1	27039911	27040011	100	60	True	False	True
845	w08	NC_051836.1	27039936	27040036	100	60	True	False	True
846	w08	NC_051836.1	27039961	27040061	100	60	True	False	True
847	w08	NC_051836.1	27039986	27040086	100	60	True	False	True
848	w08	NC_051836.1	27040011	27040111	100	60	True	False	True
849	w08	NC_051836.1	27040036	27040136	100	60	True	False	True
850	w08	NC_051836.1	27040061	27040161	100	60	True	False	True
851	w08	NC_051836.1	27040086	27040186	100	60	True	False	True
852	w08	NC_051836.1	27040111	27040211	100	60	True	False	True
853	w08	NC_051836.1	27040136	27040236	100	60	True	False	True
854	w08	NC_051836.1	27040161	27040261	100	60	True	False	True
855	w08	NC_051836.1	27040186	27040286	100	60	True	False	True
856	w08	NC_051836.1	27040211	27040311	100	60	True	False	True
857	w08	NC_051836.1	27040236	27040336	100	60	True	False	True
858	w08	NC_051836.1	27040261	27040361	100	60	True	False	True
859	w08	NC_051836.1	27040286	27040386	100	60	True	False	True
860	w08	NC_051836.1	27040311	27040411	100	60	True	False	True
861	w08	NC_051836.1	27039411	27039561	150	60	True	False	True
862	w08	NC_051836.1	27039436	27039586	150	60	True	False	True
863	w08	NC_051836.1	27039461	27039611	150	60	True	False	True
864	w08	NC_051836.1	27039486	27039636	150	60	True	False	True
865	w08	NC_051836.1	27039511	27039661	150	60	True	False	True
866	w08	NC_051836.1	27039536	27039686	150	60	True	False	True
867	w08	NC_051836.1	27039561	27039711	150	60	True	False	True
868	w08	NC_051836.1	27039586	27039736	150	60	True	False	True
869	w08	NC_051836.1	27039611	27039761	150	60	True	False	True
870	w08	NC_051836.1	27039636	27039786	150	60	True	False	True
871	w08	NC_051836.1	27039661	27039811	150	60	True	False	True
872	w08	NC_051836.1	27039686	27039836	150	60	True	False	True
873	w08	NC_051836.1	27039711	27039861	150	60	True	False	True
874	w08	NC_051836.1	27039736	27039886	150	60	True	False	True
875	w08	NC_051836.1	27039761	27039911	150	60	True	False	True
876	w08	NC_051836.1	27039786	27039936	150	60	True	False	True
877	w08	NC_051836.1	27039811	27039961	150	60	True	False	True
878	w08	NC_051836.1	27039836	27039986	150	60	True	False	True
879	w08	NC_051836.1	27039861	27040011	150	60	True	False	True
880	w08	NC_051836.1	27039886	27040036	150	60	True	False	True
881	w08	NC_051836.1	27039911	27040061	150	60	True	False	True
882	w08	NC_051836.1	27039936	27040086	150	60	True	False	True
883	w08	NC_051836.1	27039961	27040111	150	60	True	False	True
884	w08	NC_051836.1	27039986	27040136	150	60	True	False	True
885	w08	NC_051836.1	27040011	27040161	150	60	True	False	True
886	w08	NC_051836.1	27040036	27040186	150	60	True	False	True
887	w08	NC_051836.1	27040061	27040211	150	60	True	False	True
888	w08	NC_051836.1	27040086	27040236	150	60	True	False	True
889	w08	NC_051836.1	27040111	27040261	150	60	True	False	True
890	w08	NC_051836.1	27040136	27040286	150	60	True	False	True
891	w08	NC_051836.1	27040161	27040311	150	60	True	False	True
892	w08	NC_051836.1	27040186	27040336	150	60	True	False	True
893	w08	NC_051836.1	27040211	27040361	150	60	True	False	True
894	w08	NC_051836.1	27040236	27040386	150	60	True	False	True
895	w08	NC_051836.1	27040261	27040411	150	60	True	False	True
896	w08	NC_051836.1	27039411	27039661	250	60	True	False	True
