chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_display
NC_051809.1	32059172	32124240	65068	convergent	LOC119871841	LOC111095870	True	False	False	False	False	True	True	True	False	False	False		False		True	False	False	1.0564542700454314	0.6109567698986534	0.052010887333126414	11.0	10.99265703491767	0.8736233065713073	41706	58754	64290	6901							
NC_051809.1	47160487	47220638	60151	convergent	LOC119871875	LOC100684598	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9494034338356014	0.4216501538495397	0.04735902644721556	0.0	5.446856336033482	0.4478861154117104	165562	1823108	191651	17552							
NC_051809.1	67812010	67871860	59850	convergent	ZDHHC7	LOC119872032	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.2482972650519988	0.8483895642131801	0.06534012923712719	52.0	32.428737666804665	3.5735698807407617	133065	5129843	127019	3376							
NC_051809.1	89203545	89257435	53890	convergent	LOC111096139	LOC119874957	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0331791268862665	0.5718180895100226	0.04929145250849418	1.0	10.191780672262574	1.1374759795363174	0	6629093	4673146	6738							
NC_051810.1	3695908	3765879	69971	convergent	LOC119881536	LOC119872440	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0250654965425443	0.5577560209822182	0.0499454112280287	10.0	9.775962476327086	0.9598071910245572	144107	1995233	1812851	1975							
NC_051810.1	15694571	15754185	59614	convergent	LOC102156691	LOC111096491	True	True	False	False	False	True	True	True	False	False	False		False		True	False	False	1.2668170655904603	0.8628154311914903	0.06594846282014802	3.0	36.80892834607527	4.710486333760546	0	223852	115206	20039							
NC_051810.1	43751242	43809227	57985	convergent	SLC25A24	LOC102151888	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.07068162864748	0.6340657055735823	0.053057363148011905	25.0	12.05754359318474	0.8716673342184261	55234	1177299	143623	23040							
NC_051810.1	46489068	46547626	58558	convergent	LOC111096509	LOC100683041	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9615366057864179	0.4438059686664386	0.04700584594650043	2.0	5.097783593108691	0.41173281480190826	93347	3915412	1245341	11043							
NC_051810.1	50658944	50727578	68634	convergent	LOC119872255	LOC119872463	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9582123998298722	0.43771008385283616	0.047474376837885524	1.0	5.767712017293519	0.4522690418697281	0	1302385	1453352	5650							
NC_051810.1	54055016	54116812	61796	convergent	LOC111096377	LOC111096379	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9877562880410595	0.49151466372476565	0.04950438510088583	0.0	9.417506097434693	1.080686856658737	64086	2090247	522336	18449							
NC_051810.1	54185278	54253504	68226	convergent	LOC119872358	LOC119876387	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9709837964165396	0.4609573461727551	0.04818839220428894	1.0	10.83574758651426	0.9100403446860572	44391	2223724	388859	47129							
NC_051810.1	65303098	65376045	72947	convergent	LOC102151889	LOC111096431	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9591820740529704	0.43947126094979466	0.047528828185512205	1.0	6.787028539148282	0.6585529820844984	535429	10132612	2352656	6825							
NC_051810.1	68878658	68947141	68483	convergent	LOC102152406	IFI44	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9725294078147628	0.46382544933864855	0.04784568343832584	17.0	8.906362570737336	0.6833958338066997	0	6559284	550948	5168							
NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0461474208641288	0.5938411787532901	0.05165794952220604	1.0	38.486530001711515	3.549372032427417	179861	1188895	52583	11458							
NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0259035898608446	0.5592041534708154	0.050317529958919346	1.0	11.811007565507142	0.9576650363750193	320606	3713246	201255	28037							
NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0867633288387184	0.6592190427247533	0.054859728626065946	32.0	9.93904819479629	0.6965759830598252	71839	6916475	534647	7824							
NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0170378581719914	0.5437237205319891	0.049789618490426624	3.0	11.670729445388059	0.8037150694133931	103892	5098528	528189	25228							
NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9729189904068417	0.46453526257733874	0.047424076801720665	11.0	6.454453732762597	0.5841200574862494	27305	415374	1217408	5449							
NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	True	False	False	False	False	False	False	False	False	False	False	43.31	False	4.32162	False	True	False	0.9846812735047225	0.4858877773723288	0.0494328320094022	13.0	7.093708449246448	0.3803283856115161	91649	655224	407488	79754							
NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	True	False	True	False		False		True	False	False	1.1028582341036175	0.6832798789125556	0.055917440663007335	17.0	16.797423634772098	1.4173085969999037	991	676467	379963	14394							
NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	True	False	False	False	False	False	False	False	False	False	False	29.76	False	4.31966	False	True	False	0.9429818222085546	0.4099400659288863	0.047024709946682654	0.0	5.013290901671994	0.40703499307299107	501017	5140880	1719514	70063							
NC_051811.1	54309697	54360521	50824	convergent	LOC106559055	GALNT1	True	True	False	False	False	True	False	False	False	True	False		False		False	False	False	1.0641686544959872	0.6235358687342513	0.05375840063246676	26.0	12.417789803363355	1.3166526039052229	10109	102265	327506	76093							
NC_051811.1	57734073	57792841	58768	convergent	TRAPPC8	LOC111096784	True	True	False	False	False	False	True	True	False	True	False		False		True	True	False	1.002636210927514	0.5182237949261074	0.04867050845168543	9.0	9.516164053601635	0.4960313447671866	13457	3530613	203636	41712							
NC_051811.1	59853346	59916313	62967	convergent	NA	LOC612611	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.9118685255979541	0.35409230492587107	0.04396720120323989	1.0	5.261822485486143	0.38959258166270255	84829	5651985	870069	100							
NC_051811.1	62263653	62326266	62613	convergent	KCTD1	TAF4B	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0623379212071993	0.6205593530251496	0.053238190643074904	6.0	15.071720965691096	1.322066038029582	80041	3984184	245549	13807							
NC_051811.1	69954234	70019343	65109	convergent	MYL12B	LOC106559068	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9951331261153011	0.5047942824013243	0.048538537986442934	25.0	12.445822881784	0.9574170353889084	36788	3704499	112030	21136							
NC_051811.1	72146896	72199972	53076	convergent	LOC111096813	LOC111096814	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0257547890891126	0.5589463581641065	0.05088124127268378	1.0	13.390649153665132	1.0245656348774785	126566	5891145	113888	19373							
NC_051811.1	77245369	77305935	60566	convergent	NA	LOC111096922	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9495863351516532	0.42198369399834773	0.04604917772093856	1.0	5.6521065711119665	0.23226826738012316	124348	10993363	945218	100							
NC_051811.1	80890788	80943582	52794	convergent	MAPK4	LOC100688129	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0195726943692551	0.5481712006574427	0.050198942277977956	1.0	14.61261654313408	1.8863665774108016	92185	14634896	268243	24106							
NC_051812.1	52431	118675	66244	convergent	LOC119872972	LOC119872973	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.46934759813422483	0.03748890933111891	0.021041701160804845	1.0	5.935416349408042	0.4463916678607688	864447	3659103	214085	574							
NC_051812.1	788172	845815	57643	convergent	LOC490585	OR4L1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9356530718982115	0.3966543142356444	0.04557253223051218	1.0	7.494097715138742	0.8650324609887998	133007	2927663	321290	34939							
NC_051812.1	5172690	5239184	66494	convergent	LOC119873153	LOC608162	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9775112333141972	0.4728691039532247	0.04793370054265858	1.0	9.028885067576537	0.7916155187476136	0	1433014	785611	184419							
NC_051812.1	5534832	5600865	66033	convergent	LOC111097200	LOC119872981	True	False	False	False	False	False	False	False	False	False	False	37.48	True	7.07716	False	True	False	0.9666852366963461	0.4531526548009135	0.047602225727508767	1.0	6.165855729260207	0.31347240924836234	342848	1794925	660041	57388							
NC_051812.1	6167980	6227889	59909	convergent	LOC119872983	NOVA1	True	False	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9483410186278662	0.41968811002590206	0.04663477127078065	1.0	5.4703323699645	0.4609827005905029	97934	2425011	29955	150437							
NC_051812.1	8640791	8694857	54066	convergent	LOC111096975	LOC102154002	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9585394431683951	0.43830932547611845	0.04783646801305651	1.0	5.483874493277347	0.5346690732859389	467824	4894901	286462	44373							
NC_051812.1	10610167	10663583	53416	convergent	LOC102155565	HEATR5A	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0258237056255244	0.5590662231772437	0.05010842988881727	16.0	13.268339991737491	1.2684705952829105	11875	6863952	655989	562							
NC_051812.1	12903397	12977974	74577	convergent	NPAS3	EGLN3	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0712915447169173	0.6350331889553756	0.05300385258506513	19.0	16.31630856082621	1.1661381282514256	15685	9167762	1176284	45244							
NC_051812.1	21931015	21992476	61461	convergent	LOC100684096	LOC119872816	True	False	False	False	False	False	False	False	False	False	False	39.5	False	4.96006	True	True	False	0.4826918943361891	0.03825995886393793	0.018763139319493128	0.0	2.521737607213179	0.13969343516627386	186745	11137336	4445874	114580							
NC_051812.1	27735066	27803631	68565	convergent	TMX1	LOC111097216	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0014503134731627	0.516104535183307	0.048538218712713396	5.0	6.59870065206105	0.38509197670262124	5652	5329733	165300	14233							
NC_051812.1	28781785	28839966	58181	convergent	LOC111097218	TXNDC16	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	0.882780987236065	0.3040684377907935	0.04156658617436746	5.0	5.539931414027511	0.3257439133610688	39125	4288206	143186	7405							
NC_051812.1	36266983	36333691	66708	convergent	SLC38A6	LOC111097065	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0369116042081619	0.5782115507963717	0.05115396089871067	2.0	16.31380186060591	1.3229960755736927	50337	3201231	105822	22885							
NC_051812.1	54071776	54128751	56975	convergent	LOC102153790	LOC119873009	True	True	False	False	False	True	True	True	False	False	False		False		True	False	False	1.0479849093075784	0.5969170847956832	0.05258034918075315	23.0	8.659389831579588	0.6494985609668338	0	45791	45135	16648							
NC_051812.1	55781421	55851186	69765	convergent	LOC111097231	LOC106559104	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.8840723897972281	0.30621011224932926	0.043257543722301506	1.0	5.8220841605914195	0.56804718569911	266303	1761831	1674173	22161							
NC_051812.1	58732540	58805036	72496	convergent	LOC119873149	LOC119873016	True	False	False	False	False	False	False	False	False	False	False	28.09	False	4.7614600000000005	True	True	False	0.9370731806146434	0.3992152763432493	0.046271536637524854	1.0	6.702238906334518	0.3931153835003612	268788	4714316	1177972	182418							
NC_051812.1	61680835	61737486	56651	convergent	CALM1	LOC111097143	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.2238543694412383	0.8272008781478581	0.06279459897249164	33.0	25.913135179865623	2.6174285053794453	0	7000889	718757	8668							
NC_051812.1	67788194	67843405	55211	convergent	LOC119873039	LOC111097248	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0550738004575155	0.6086825680421956	0.0519729843006961	1.0	16.145793481430523	1.3320367217957487	40799	894250	93499	65893							
NC_051812.1	70725627	70776316	50689	convergent	LOC106559203	LOC119881569	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.3753833121786572	0.9239103321669998	0.07355716544914917	57.0	28.73469762361245	3.3845757820662006	149029	183282	141034	2548							
NC_051812.1	71254791	71309046	54255	convergent	TNFAIP2	LOC480441	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2114083199384877	0.8154692203658084	0.0621186572687932	17.0	25.85569128067231	3.055699000061439	156918	347640	214245	1430							
NC_051813.1	8313493	8376479	62986	convergent	LOC102156472	LOC102156400	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0829898179852426	0.653410095477406	0.05327998121733738	1.0	24.667873990576158	2.6123503224238034	0	2169826	134962	8002							
NC_051813.1	8406782	8479948	73166	convergent	LOC119873409	SOX9	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0705449858843958	0.6338475141178028	0.05265081550800955	1.0	22.893016513534604	2.5282277276162892	0	2071447	36583	8673							
NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1585061804187295	0.7578332990784882	0.05817176100853721	1.0	21.67314468010936	2.146432818484332	0	4188754	93573	2687							
NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.0359093751009623	0.5764939827857278	0.05019379346733219	1.0	17.540105449407292	1.2508214984232473	32873	326475	27291	7939							
NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.8763222686586993	0.2932215823986176	0.041883822289844504	1.0	6.217693460630536	0.5306527046990301	155942	680036	36175	105492							
NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1424789717154022	0.7378517742697316	0.05782283479398298	38.0	15.594930169139486	1.0413279401064395	31790	494609	69451	7929							
NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0441735834611967	0.5905172923169416	0.051303386376597725	32.0	12.971424515545225	1.137531086936625	13517	439741	530634	1282							
NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1761229719554385	0.778464308267948	0.05945899100698641	4.0	29.898931332892342	3.2627330673343016	6393	2255178	35503	28016							
NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.392530364089538	0.9305449524307894	0.07433145971920996	45.0	22.587249836699648	2.835992184212652	159214	207999	115030	15773							
NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1278811909807327	0.7186013822338502	0.056262527090448766	2.0	16.327228612788016	1.543260362202969	50452	1202512	659142	1734							
NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.2897421132705358	0.0325362167412268	0.0075576714603605875	0.0	2.3979349624347623	0.2355253204744583	31510	3844367	595416	1589							
NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9183566431953508	0.3656208638969386	0.044867646050657274	1.0	13.70607673151238	1.5681221031571344	79444	4146654	436987	13814							
NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.203472603742407	0.8076368782673894	0.06132546011201598	26.0	44.92380669587075	5.852181398290901	80389	565838	298603	12724							
NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.191910282164604	0.7957014228442251	0.06106166668654695	66.0	17.63507646375552	1.4766542323612908	122233	751093	48727	5278							
NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0903912577539498	0.664733427856193	0.054178235466565826	30.0	14.853906233651033	1.013155415705193	5662	1042664	67064	12832							
NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.2187998918902472	0.8225179652799287	0.06273378133719047	1.0	39.42469234917054	4.413350922935656	22549	831314	29935	18695							
NC_051814.1	33387381	33437530	50149	convergent	LOC106559418	LOC106559383	True	True	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0501812412987492	0.600577609180083	0.051031100155060086	1.0	15.291729304497057	1.6981872615572788	12545	4766318	33702	8628							
NC_051814.1	34678177	34747422	69245	convergent	LOC102152060	TXNRD1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0982732229078764	0.6765258838597514	0.05493481165386294	28.0	15.642185530454356	1.0020221804144531	12201	6066662	1334046	24122							
NC_051814.1	35158873	35212398	53525	convergent	SEPTIN10	LOC106559442	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0160278357788353	0.5419437793244638	0.04969966614643548	1.0	12.810424867608242	1.3086848170898036	0	6046292	1806882	15614							
NC_051814.1	46275184	46345564	70380	convergent	TRNAI-UAU-2	LOC119873662	True	True	True	False	False	False	True	True	False	False	False		False		True	False	False	1.3250526411950931	0.9000835414917092	0.06898581605107143	69.0	23.249168295141594	2.156832905980341	0	5078426	74552	0							
NC_051814.1	46556671	46612324	55653	convergent	LOC106559407	LOC119873664	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.833186006810773	0.9849615927652933	0.10277680630485664	63.0	26.721336894190845	3.7065642290898295	65503	5352549	348675	11347							
NC_051814.1	55173498	55233905	60407	convergent	NA	LOC102151272	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9481241130145259	0.41929593072778515	0.04504803975042962	1.0	5.614484145599979	0.43392275880364856	78701	2555815	2433939	100							
NC_051814.1	57054512	57104779	50267	convergent	LOC119873779	CLHC1	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.2590814014468357	0.8569570964713615	0.06631050043367785	42.0	18.801925519240925	1.5877232265406553	70355	679871	557995	11200							
NC_051814.1	57815583	57880350	64767	convergent	LOC119873681	LOC111097852	True	False	False	False	False	True	True	True	False	True	False		False		False	True	False	1.0037166657526027	0.5201518985519771	0.05000967773118237	1.0	11.621262517553694	1.1429258369943438	272966	70142	148242	20							
NC_051814.1	61932847	61989787	56940	convergent	LOC102155693	LOC119873691	True	False	True	False	False	False	True	True	False	True	False		False		False	False	False	1.2532710246215757	0.8524038530990222	0.06569509268576403	47.0	15.788941189886994	1.2132007129132378	186317	4183493	36038	7568							
NC_051814.1	63844443	63896703	52260	convergent	OTX1	LOC100686739	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9934344563546237	0.5017397167537171	0.04942224869992389	3.0	11.525983953413757	1.2503837156039923	0	6092749	987989	5011							
NC_051814.1	66943912	67008116	64204	convergent	MEIS1	LOC111097797	True	True	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9966899739087534	0.5075831778653587	0.050476773520562	1.0	27.834753032597018	1.9673887958013385	23986	9198190	32102	81938							
NC_051814.1	68117840	68179368	61528	convergent	LOC100683563	C1D	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0444681928060984	0.5910131175109464	0.05203701026796783	5.0	25.11712575107663	1.7878375528434816	26396	10370780	79720	18614							
NC_051815.1	5132068	5205139	73071	convergent	LOC102157398	LOC119873853	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0887613617713094	0.6622657439257972	0.05607799364030689	35.0	13.653579065168593	1.5089383272429713	118603	3491883	156027	33885							
NC_051815.1	7585907	7653876	67969	convergent	LOC100687242	LOC106559451	True	False	False	False	False	False	False	False	False	False	False	41.9	False	4.64874	False	True	False	0.9441798445053698	0.41209935716493584	0.04579662069931669	25.0	5.265024740627464	0.4415404114902578	69891	5943171	2607315	129592							
NC_051815.1	15804115	15863613	59498	convergent	LOC111097925	LOC111098006	True	False	False	False	False	False	False	False	False	False	False	37.99	True	6.66906	True	True	False	0.9630309953803592	0.4465173148463906	0.047189069641165794	2.0	4.782409118696685	0.30685352162552754	208864	1108139	3089002	80706							
NC_051815.1	33774377	33832861	58484	convergent	LOC100856273	LOC100856119	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9025639995674052	0.3378365356007277	0.04425816969688731	1.0	5.316977738239569	0.44927888475321726	3619	7439264	1639127	18072							
NC_051815.1	54176384	54240721	64337	convergent	MELK	LOC119874128	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0589393851872064	0.6150127174046199	0.05215294378587241	7.0	14.623439402426515	1.4841548180665318	33552	3111288	32168	385							
NC_051815.1	56181459	56247618	66159	convergent	LOC111098102	LOC119874060	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0722189597173628	0.6365041116505257	0.053958338077013425	35.0	8.705173966380086	0.7911740991702989	60462	5117274	127406	4541							
NC_051815.1	67619694	67676552	56858	convergent	LOC119873978	LOC111097883	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.2749537608228418	0.8687345119816251	0.06814081139806366	53.0	18.61587853996747	1.370604006524369	76877	1937353	213341	11553							
NC_051815.1	72532281	72586362	54081	convergent	LOC106559529	LOC119873989	True	True	True	False	False	False	True	True	False	True	False		False		True	False	False	1.1419091744100003	0.7371204015999455	0.0591959889275811	49.0	13.621747205370461	1.1612894816706911	15679	2973823	65032	6753							
NC_051815.1	74432972	74494463	61491	convergent	LOC111097897	LOC119874053	True	False	False	False	False	False	False	False	False	False	False	24.88	True	7.307460000000001	True	False	False	1.174193784958759	0.7762761563904652	0.0599715031036543	0.0	58.66191796415218	6.924166922147982	138717	4878219	511932	185978							
NC_051816.1	729204	780179	50975	convergent	LOC100684529	LOC119874351	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.1569828762601984	0.7559833496941288	0.058426303917507694	51.0	15.439793329833083	1.4269594249215054	70309	2246970	43693	6763							
NC_051816.1	888522	959052	70530	convergent	MUC21	LOC119876866	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.067848707066856	0.629469604096563	0.05174077107612924	25.0	10.712170711572933	1.0188300985902778	73787	2077874	80051	4397							
NC_051816.1	2021125	2084815	63690	convergent	LOC119881685	TSBP1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.4703265517327714	0.037531256351075154	0.015462875388934682	0.0	3.3047735158940754	0.13044817999939406	227970	948691	498270	3359							
NC_051816.1	5010995	5063926	52931	convergent	LOC608284	FKBP5	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0031604969465386	0.519163012193595	0.0485059049434872	7.0	10.840859186168927	0.9466333021379757	12460	1504288	95507	26965							
NC_051816.1	10056117	10121857	65740	convergent	LOC111098152	LOC119874267	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0712927583482272	0.6350350246882605	0.0526196106487084	6.0	7.998331187025897	0.707598592112622	36013	6555815	218136	11008							
NC_051816.1	13571280	13642018	70738	convergent	LOC111098270	SUPT3H	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.052945159460982	0.6051662529922577	0.051827433894088885	3.0	13.462894986819908	0.7324024664468093	31649	6697892	297488	41771							
NC_051816.1	16360664	16416333	55669	convergent	OPN5	LOC119876862	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9428934227169897	0.4097806074951201	0.04623359661714105	0.0	5.638517574597922	0.3009464985000629	13498	3916043	646588	4555							
NC_051816.1	25815845	25884245	68400	convergent	LOC111098165	LOC111098166	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9358801136146977	0.3970593749548564	0.04612165370705532	1.0	4.047697391626103	0.3891319815875494	399955	5541280	1729887	49232							
NC_051816.1	40263604	40321877	58273	convergent	LOC100855752	LOC111098325	True	False	False	False	False	False	False	False	False	False	True	50.26	False	3.54012	False	True	False	0.9338337625286608	0.3933900161059485	0.04544261080502491	1.0	4.418539831768733	0.35753821412255665	257260	1191024	1050417	55732							
NC_051816.1	41991512	42044662	53150	convergent	BCKDHB	LOC102155357	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	0.9909856600475819	0.49734464888818475	0.049166809561186055	10.0	7.241728325946947	0.2681175547731674	93087	534300	296643	52577							
NC_051816.1	47327902	47386565	58663	convergent	HTR1E	CGA	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0118552487203865	0.534595643065313	0.05002842262452557	15.0	6.407170451562246	0.3688713148249115	32233	5873446	442180	6077							
NC_051816.1	48272208	48342011	69803	convergent	SPACA1	CNR1	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.9675778595889067	0.45477687162224495	0.04731407065049162	1.0	5.8171681591253925	0.40300049229740637	317891	6823322	442287	22850							
NC_051816.1	48393708	48452461	58753	convergent	LOC111098352	LOC119874280	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.929917469395233	0.38636102618094076	0.04593196946892915	1.0	4.6617545612751705	0.428448901187121	201916	6939297	326312	5161							
NC_051816.1	53806181	53865232	59051	convergent	LOC100684677	LOC100687875	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9296053500027247	0.3858009294753668	0.045481830603270115	1.0	5.184795666208428	0.4130171624330436	235706	12351919	722636	39862							
NC_051816.1	64340623	64411071	70448	convergent	PRDM1	ATG5	True	False	True	True	False	False	True	False	False	True	False		False		True	False	False	1.2267083246609185	0.8297895952850453	0.06549158288074691	51.0	24.957723369767333	2.688409604930633	75847	22892060	35224	87411							
NC_051816.1	67608124	67672326	64202	convergent	GPR6	LOC111098188	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0184162754857187	0.5461384498268388	0.05085757161975965	2.0	15.997621194103278	1.817383961350427	215225	26156438	755065	45279							
NC_051816.1	70866191	70918704	52513	convergent	MARCKS	LOC106559557	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0441016117336734	0.5903965615888643	0.05344236764995674	2.0	36.65956707373383	3.4130975848451834	7553	29408660	40601	14344							
NC_051816.1	72343871	72396378	52507	convergent	LOC119874236	LOC111098409	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0441574288984423	0.590490329990196	0.05185606037384297	1.0	38.63656625822248	3.564556799598239	45124	30886337	172031	7422							
NC_051816.1	73372682	73425689	53007	convergent	LOC111098416	PSMB1	True	False	False	True	False	False	True	True	False	False	False		False		True	False	False	1.198482026519846	0.802568909996572	0.06112075868011658	2.0	46.83357388355826	5.256572236101586	724185	31915398	26504	9747							
NC_051817.1	670319	729017	58698	convergent	LOC111098485	LOC111098432	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0181546054836925	0.5456787760543039	0.04974124348321541	4.0	10.447694220234599	1.1291519683809412	124668	992125	144087	17271							
NC_051817.1	2762900	2833447	70547	convergent	LOC119876950	LOC119864717	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.10533033259554	0.6868738892707827	0.05540332233389113	59.0	9.753908747958006	0.819001617569494	126827	1106178	64101	14215							
