chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	no_rrbs_coverage	atac_mean	atac_variability	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_moderate_atac	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score
NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.09556505952164056	0.05165794952220604	38.486530001711515	3.549372032427417	179861	1188895	52583	11458						
NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	True	False	False	False	False	False	True	True	False	True	False		False		False	False	0.09397837560011786	0.050317529958919346	11.811007565507142	0.9576650363750193	320606	3713246	201255	28037						
NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.09929082057723884	0.054859728626065946	9.93904819479629	0.6965759830598252	71839	6916475	534647	7824						
NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.09329126024265103	0.049789618490426624	11.670729445388059	0.8037150694133931	103892	5098528	528189	25228						
NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.0895585229721568	0.047424076801720665	6.454453732762597	0.5841200574862494	27305	415374	1217408	5449						
NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	False	False	False	False	False	False	False	False	False	False	False	43.31	False	4.32162	False	False	0.09078286311703815	0.0494328320094022	7.093708449246448	0.3803283856115161	91649	655224	407488	79754	0.4191	0.9961	0.8908	0.6078	0.5313	0.689
NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	True	False	True	False		False		True	False	0.10064322869150988	0.055917440663007335	16.797423634772098	1.4173085969999037	991	676467	379963	14394						
NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	False	False	False	False	False	False	False	False	False	False	False	29.76	False	4.31966	False	False	0.0868877878597956	0.047024709946682654	5.013290901671994	0.40703499307299107	501017	5140880	1719514	70063	0.4661	0.8436	0.8969	0.6077	0.9739	0.7576
NC_051811.1	54309697	54360521	50824	convergent	LOC106559055	GALNT1	True	True	False	False	False	True	False	False	False	True	False		False		False	False	0.09720560230224429	0.05375840063246676	12.417789803363355	1.3166526039052229	10109	102265	327506	76093						
NC_051811.1	57734073	57792841	58768	convergent	TRAPPC8	LOC111096784	True	True	False	False	False	False	True	True	False	True	False		False		True	False	0.09190783655937455	0.04867050845168543	9.516164053601635	0.4960313447671866	13457	3530613	203636	41712						
NC_051811.1	59853346	59916313	62967	convergent	NA	LOC612611	True	False	False	False	False	False	False	True	False	True	False		False		False	False	0.08438700590705868	0.04396720065823418	5.261822485486143	0.38959258166270255	84829	5651985	870069	100						
NC_051811.1	62263653	62326266	62613	convergent	KCTD1	TAF4B	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.0970860247289884	0.053238190643074904	15.071720965691096	1.322066038029582	80041	3984184	245549	13807						
NC_051811.1	69954234	70019343	65109	convergent	MYL12B	LOC106559068	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.09134059946700471	0.048538537986442934	12.445822881784	0.9574170353889084	36788	3704499	112030	21136						
NC_051811.1	72146896	72199972	53076	convergent	LOC111096813	LOC111096814	True	False	False	False	False	False	True	True	False	True	False		False		False	False	0.0942171337239501	0.05088124127268378	13.390649153665132	1.0245656348774785	126566	5891145	113888	19373						
NC_051811.1	77245369	77305935	60566	convergent	NA	LOC111096922	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08749615293800733	0.04604917772093856	5.6521065711119665	0.23226826738012316	124348	10993363	945218	100						
NC_051811.1	80890788	80943582	52794	convergent	MAPK4	LOC100688129	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.09353875898383526	0.050198942277977956	14.61261654313408	1.8863665774108016	92185	14634896	268243	24106						
NC_051812.1	52431	118675	66244	convergent	LOC119872972	LOC119872973	True	False	False	False	False	False	True	True	False	False	False		False		False	False	0.04318902942014413	0.021041700930462637	5.935416349408042	0.4463916678607688	864447	3659103	214085	574						
NC_051812.1	788172	845815	57643	convergent	LOC490585	OR4L1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.0862122840284891	0.04557253223051218	7.494097715138742	0.8650324609887998	133007	2927663	321290	34939						
NC_051812.1	5172690	5239184	66494	convergent	LOC119873153	LOC608162	True	True	False	False	False	False	False	False	False	False	False		False		False	False	0.08993868795681208	0.04793370054265858	9.028885067576537	0.7916155187476136	0	1433014	785611	184419						
NC_051812.1	5534832	5600865	66033	convergent	LOC111097200	LOC119872981	True	False	False	False	False	False	False	False	False	False	False	37.48	True	7.07716	False	False	0.0892307169086314	0.047602225727508767	6.165855729260207	0.31347240924836234	342848	1794925	660041	57388						
NC_051812.1	6167980	6227889	59909	convergent	LOC119872983	NOVA1	True	False	False	True	False	False	True	False	False	True	False		False		True	False	0.08748065159785617	0.04663477127078065	5.4703323699645	0.4609827005905029	97934	2425011	29955	150437						
NC_051812.1	8640791	8694857	54066	convergent	LOC111096975	LOC102154002	True	False	False	False	False	False	True	True	False	True	False		False		False	False	0.08846025512839342	0.047836467097937534	5.483874493277347	0.5346690732859389	467824	4894901	286462	44373						
NC_051812.1	10610167	10663583	53416	convergent	LOC102155565	HEATR5A	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.09390292426568554	0.05010842988881727	13.268339991737491	1.2684705952829105	11875	6863952	655989	562						
NC_051812.1	12903397	12977974	74577	convergent	NPAS3	EGLN3	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.09802803534487445	0.053003854221901056	16.31630856082621	1.1661381282514256	15685	9167762	1176284	45244						
NC_051812.1	21931015	21992476	61461	convergent	LOC100684096	LOC119872816	True	False	False	False	False	False	False	False	False	False	False	39.5	False	4.96006	True	False	0.04413782211276948	0.018763139319493128	2.521737607213179	0.13969343516627386	186745	11137336	4445874	114580						
NC_051812.1	27735066	27803631	68565	convergent	TMX1	LOC111097216	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.09173273720676131	0.048538216932354425	6.59870065206105	0.38509197670262124	5652	5329733	165300	14233						
NC_051812.1	28781785	28839966	58181	convergent	LOC111097218	TXNDC16	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.08106369509396	0.04156658617436746	5.539931414027511	0.3257439133610688	39125	4288206	143186	7405						
NC_051812.1	36266983	36333691	66708	convergent	SLC38A6	LOC111097065	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.0950918117805144	0.05115396089871067	16.31380186060591	1.3229960755736927	50337	3201231	105822	22885						
NC_051812.1	54071776	54128751	56975	convergent	LOC102153790	LOC119873009	True	True	False	False	False	True	True	True	False	False	False		False		True	False	0.09590346227390334	0.05258034918075315	8.659389831579588	0.6494985609668338	0	45791	45135	16648						
NC_051812.1	55781421	55851186	69765	convergent	LOC111097231	LOC106559104	True	False	False	False	False	False	False	True	False	True	False		False		False	False	0.08194763104667682	0.043257543722301506	5.8220841605914195	0.56804718569911	266303	1761831	1674173	22161						
NC_051812.1	58732540	58805036	72496	convergent	LOC119873149	LOC119873016	True	False	False	False	False	False	False	False	False	False	False	28.09	False	4.7614600000000005	True	False	0.08642383250632946	0.046271536637524854	6.702238906334518	0.3931153835003612	268788	4714316	1177972	182418						
NC_051812.1	61680835	61737486	56651	convergent	CALM1	LOC111097143	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.11053734450183347	0.06279459897249164	25.913135179865623	2.6174285053794453	0	7000889	718757	8668						
NC_051812.1	67788194	67843405	55211	convergent	LOC119873039	LOC111097248	True	False	False	False	False	False	True	False	False	True	False		False		False	False	0.09622655650344449	0.0519729843006961	16.145793481430523	1.3320367217957487	40799	894250	93499	65893						
NC_051812.1	70725627	70776316	50689	convergent	LOC106559203	LOC119881569	True	False	True	False	False	True	True	True	False	True	False		False		True	False	0.1235976349424607	0.07355716544914917	28.73469762361245	3.3845757820662006	149029	183282	141034	2548						
NC_051812.1	71254791	71309046	54255	convergent	TNFAIP2	LOC480441	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.1097281203956072	0.0621186572687932	25.85569128067231	3.055699000061439	156918	347640	214245	1430						
NC_051813.1	8313493	8376479	62986	convergent	LOC102156472	LOC102156400	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.09856999005041303	0.05327998121733738	24.667873990576158	2.6123503224238034	0	2169826	134962	8002						
NC_051813.1	8406782	8479948	73166	convergent	LOC119873409	SOX9	True	True	False	True	False	False	True	True	False	False	False		False		True	False	0.09753549696323824	0.052650815424643754	22.893016513534604	2.5282277276162892	0	2071447	36583	8673						
NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.10496321270378016	0.05817176100853721	21.67314468010936	2.146432818484332	0	4188754	93573	2687						
NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	False	0.09411006843617262	0.05019379346733219	17.540105449407292	1.2508214984232473	32873	326475	27291	7939						
NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	False	False	True	False		False		False	False	0.0809216346194381	0.041883822289844504	6.217693460630536	0.5306527046990301	155942	680036	36175	105492						
NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.10392695255925642	0.05782283479398298	15.594930169139486	1.0413279401064395	31790	494609	69451	7929						
NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.09529114793716366	0.051303386376597725	12.971424515545225	1.137531086936625	13517	439741	530634	1282						
NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	0.10632948518545911	0.0594589927261413	29.898931332892342	3.2627330673343016	6393	2255178	35503	28016						
NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	True	False	True	False		False		True	False	0.1252875489769948	0.07433145742154558	22.587249836699648	2.835992184212652	159214	207999	115030	15773						
NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.10244170345354979	0.056262527090448766	16.327228612788016	1.543260362202969	50452	1202512	659142	1734						
NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.026022273490759674	0.007557671238891327	2.3979349624347623	0.2355253204744583	31510	3844367	595416	1589						
NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08478787672330328	0.044867646050657274	13.70607673151238	1.5681221031571344	79444	4146654	436987	13814						
NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.10851725802292013	0.06132546011201598	44.92380669587075	5.852181398290901	80389	565838	298603	12724						
NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.10796609501785569	0.06106166668654695	17.63507646375552	1.4766542323612908	122233	751093	48727	5278						
NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.09926668594243836	0.054178235466565826	14.853906233651033	1.013155415705193	5662	1042664	67064	12832						
NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	0.11000746158153285	0.06273378133719047	39.42469234917054	4.413350922935656	22549	831314	29935	18695						
NC_051814.1	33387381	33437530	50149	convergent	LOC106559418	LOC106559383	True	True	False	False	False	False	True	True	False	True	False		False		False	False	0.09594469148221271	0.051031100155060086	15.291729304497057	1.6981872615572788	12545	4766318	33702	8628						
NC_051814.1	34678177	34747422	69245	convergent	LOC102152060	TXNRD1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.10014373841812386	0.05493481165386294	15.642185530454356	1.0020221804144531	12201	6066662	1334046	24122						
NC_051814.1	35158873	35212398	53525	convergent	SEPTIN10	LOC106559442	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.09316189121479895	0.04969966614643548	12.810424867608242	1.3086848170898036	0	6046292	1806882	15614						
NC_051814.1	46275184	46345564	70380	convergent	TRNAI-UAU-2	LOC119873662	True	True	True	False	False	False	True	True	False	False	False		False		True	False	0.11936193072664318	0.06898581605107143	23.249168295141594	2.156832905980341	0	5078426	74552	0						
NC_051814.1	46556671	46612324	55653	convergent	LOC106559407	LOC119873664	True	False	True	False	False	False	False	True	False	False	False		False		True	False	0.16317909632945415	0.10277680630485664	26.721336894190845	3.7065642290898295	65503	5352549	348675	11347						
NC_051814.1	55173498	55233905	60407	convergent	NA	LOC102151272	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.08730140812375783	0.04504803975042962	5.614484145599979	0.43392275880364856	78701	2555815	2433939	100						
NC_051814.1	57054512	57104779	50267	convergent	LOC119873779	CLHC1	True	False	True	False	False	False	False	True	False	False	False		False		True	False	0.11377709231288365	0.06631050043367785	18.801925519240925	1.5877232265406553	70355	679871	557995	11200						
NC_051814.1	57815583	57880350	64767	convergent	LOC119873681	LOC111097852	True	False	False	False	False	True	True	True	False	True	False		False		False	False	0.09229102955670752	0.05000967773118237	11.621262517553694	1.1429258369943438	272966	70142	148242	20						
NC_051814.1	61932847	61989787	56940	convergent	LOC102155693	LOC119873691	True	False	True	False	False	False	True	True	False	True	False		False		False	False	0.11346091068561429	0.06569509268576403	15.788941189886994	1.2132007129132378	186317	4183493	36038	7568						
NC_051814.1	63844443	63896703	52260	convergent	OTX1	LOC100686739	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.09155003012123879	0.04942224869992389	11.525983953413757	1.2503837156039923	0	6092749	987989	5011						
NC_051814.1	66943912	67008116	64204	convergent	MEIS1	LOC111097797	True	True	False	True	False	False	True	False	False	True	False		False		True	False	0.09169844208914991	0.050476773520562	27.834753032597018	1.9673887958013385	23986	9198190	32102	81938						
NC_051814.1	68117840	68179368	61528	convergent	LOC100683563	C1D	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.0957511312597952	0.05203701026796783	25.11712575107663	1.7878375528434816	26396	10370780	79720	18614						
NC_051815.1	5132068	5205139	73071	convergent	LOC102157398	LOC119873853	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.09952800557846153	0.05607799364030689	13.653579065168593	1.5089383272429713	118603	3491883	156027	33885						
NC_051815.1	7585907	7653876	67969	convergent	LOC100687242	LOC106559451	False	False	False	False	False	False	False	False	False	False	False	41.9	False	4.64874	False	False	0.08689200641223711	0.04579662069931669	5.265024740627464	0.4415404114902578	69891	5943171	2607315	129592	0.4914	0.8438	0.8961	0.6076	0.4397	0.6557
NC_051815.1	15804115	15863613	59498	convergent	LOC111097925	LOC111098006	True	False	False	False	False	False	False	False	False	False	False	37.99	True	6.66906	True	False	0.088730415439096	0.047189069641165794	4.782409118696685	0.30685352162552754	208864	1108139	3089002	80706						
NC_051815.1	33774377	33832861	58484	convergent	LOC100856273	LOC100856119	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.08350680418747562	0.04425816831447958	5.316977738239569	0.44927888475321726	3619	7439264	1639127	18072						
NC_051815.1	54176384	54240721	64337	convergent	MELK	LOC119874128	True	False	False	True	False	False	True	True	False	True	False		False		True	False	0.09659109655745386	0.05215294378587241	14.623439402426515	1.4841548180665318	33552	3111288	32168	385						
NC_051815.1	56181459	56247618	66159	convergent	LOC111098102	LOC119874060	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.09787433987935283	0.053958338077013425	8.705173966380086	0.7911740991702989	60462	5117274	127406	4541						
NC_051815.1	67619694	67676552	56858	convergent	LOC119873978	LOC111097883	True	False	True	False	False	False	True	True	False	False	False		False		True	False	0.11582723099831878	0.06814081139806366	18.61587853996747	1.370604006524369	76877	1937353	213341	11553						
NC_051815.1	72532281	72586362	54081	convergent	LOC106559529	LOC119873989	True	True	True	False	False	False	True	True	False	True	False		False		True	False	0.10407483142016968	0.0591959889275811	13.621747205370461	1.1612894816706911	15679	2973823	65032	6753						
NC_051815.1	74432972	74494463	61491	convergent	LOC111097897	LOC119874053	True	False	False	False	False	False	False	False	False	False	False	24.88	True	7.307460000000001	True	False	0.10635486875263794	0.0599715031036543	58.66191796415218	6.924166922147982	138717	4878219	511932	185978						
NC_051816.1	729204	780179	50975	convergent	LOC100684529	LOC119874351	True	False	True	False	False	False	True	True	False	False	False		False		True	False	0.10514693840707227	0.058426303917507694	15.439793329833083	1.4269594249215054	70309	2246970	43693	6763						
NC_051816.1	888522	959052	70530	convergent	MUC21	LOC119876866	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.09728428919729773	0.05174077107612924	10.712170711572933	1.0188300985902778	73787	2077874	80051	4397						
NC_051816.1	2021125	2084815	63690	convergent	LOC119881685	TSBP1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.043217228118591695	0.015462875388934682	3.3047735158940754	0.13044817999939406	227970	948691	498270	3359						
NC_051816.1	5010995	5063926	52931	convergent	LOC608284	FKBP5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.09172985395909804	0.0485059049434872	10.840859186168927	0.9466333021379757	12460	1504288	95507	26965						
NC_051816.1	10056117	10121857	65740	convergent	LOC111098152	LOC119874267	True	False	False	False	False	False	True	True	False	False	False		False		False	False	0.09755895552861499	0.0526196106487084	7.998331187025897	0.707598592112622	36013	6555815	218136	11008						
NC_051816.1	13571280	13642018	70738	convergent	LOC111098270	SUPT3H	True	True	False	False	False	False	True	True	False	False	False		False		False	False	0.09627267542448083	0.051827433894088885	13.462894986819908	0.7324024664468093	31649	6697892	297488	41771						
NC_051816.1	16360664	16416333	55669	convergent	OPN5	LOC119876862	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.08721335366407285	0.04623359661714105	5.638517574597922	0.3009464985000629	13498	3916043	646588	4555						
NC_051816.1	25815845	25884245	68400	convergent	LOC111098165	LOC111098166	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08654266072876506	0.04612165192240163	4.047697391626103	0.3891319815875494	399955	5541280	1729887	49232						
NC_051816.1	40263604	40321877	58273	convergent	LOC100855752	LOC111098325	True	False	False	False	False	False	False	False	False	False	True	50.26	False	3.54012	False	False	0.08628033054362597	0.04544261080502491	4.418539831768733	0.35753821412255665	257260	1191024	1050417	55732						
NC_051816.1	41991512	42044662	53150	convergent	BCKDHB	LOC102155357	True	False	False	False	False	False	True	False	False	False	False		False		True	False	0.09114813102641124	0.049166809561186055	7.241728325946947	0.2681175547731674	93087	534300	296643	52577						
NC_051816.1	47327902	47386565	58663	convergent	HTR1E	CGA	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.09280207070784156	0.05002842262452557	6.407170451562246	0.3688713148249115	32233	5873446	442180	6077						
NC_051816.1	48272208	48342011	69803	convergent	SPACA1	CNR1	True	False	False	False	False	False	False	True	False	True	False		False		False	False	0.08902803712283991	0.04731407065049162	5.8171681591253925	0.40300049229740637	317891	6823322	442287	22850						
NC_051816.1	48393708	48452461	58753	convergent	LOC111098352	LOC119874280	True	False	False	False	False	False	False	True	False	True	False		False		False	False	0.0858416253703991	0.04593196946892915	4.6617545612751705	0.428448901187121	201916	6939297	326312	5161						
NC_051816.1	53806181	53865232	59051	convergent	LOC100684677	LOC100687875	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08602200823336288	0.045481830603270115	5.184795666208428	0.4130171624330436	235706	12351919	722636	39862						
NC_051816.1	64340623	64411071	70448	convergent	PRDM1	ATG5	True	False	True	True	False	False	True	False	False	True	False		False		True	False	0.11135422854316036	0.06549158288074691	24.957723369767333	2.688409604930633	75847	22892060	35224	87411						
NC_051816.1	67608124	67672326	64202	convergent	GPR6	LOC111098188	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.09338499690866614	0.05085757161975965	15.997621194103278	1.817383961350427	215225	26156438	755065	45279						
NC_051816.1	70866191	70918704	52513	convergent	MARCKS	LOC106559557	True	True	False	False	False	False	True	True	False	False	False		False		True	False	0.09533094694495321	0.05344236764995674	36.65956707373383	3.4130975848451834	7553	29408660	40601	14344						
NC_051816.1	72343871	72396378	52507	convergent	LOC119874236	LOC111098409	True	False	False	False	False	False	True	True	False	True	False		False		True	False	0.0954226247084684	0.05185606037384297	38.63656625822248	3.564556799598239	45124	30886337	172031	7422						
NC_051816.1	73372682	73425689	53007	convergent	LOC111098416	PSMB1	True	False	False	True	False	False	True	True	False	False	False		False		True	False	0.1084875668620187	0.06112075868011658	46.83357388355826	5.256572236101586	724185	31915398	26504	9747						
NC_051817.1	670319	729017	58698	convergent	LOC111098485	LOC111098432	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.0931033524635052	0.04974124348321541	10.447694220234599	1.1291519683809412	124668	992125	144087	17271						
NC_051817.1	2762900	2833447	70547	convergent	LOC119876950	LOC119864717	True	False	True	False	False	False	True	True	False	True	False		False		True	False	0.10082634768733363	0.05540332233389113	9.753908747958006	0.819001617569494	126827	1106178	64101	14215						
NC_051817.1	8064988	8132108	67120	convergent	LOC111098516	LOC119865560	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08688861694605779	0.045891208363564466	3.79725606742544	0.2815214165154041	123548	1934690	774995	9865						
NC_051817.1	8580007	8642797	62790	convergent	LOC111098518	LOC111098519	True	False	False	False	False	False	True	True	False	False	False		False		False	False	0.0857977172412924	0.04537775618034405	6.704013963952378	0.5405702868514268	188598	1421836	262141	6134						
NC_051817.1	10033333	10096852	63519	convergent	MIR8836	NUDCD1	True	False	False	False	False	True	False	False	False	False	False		False		False	False	0.0902248403997092	0.04737586611284958	7.731762745657571	0.7181125334169566	59908	31834	1042691	70293						
NC_051817.1	12626538	12686868	60330	convergent	LOC106559613	CSMD3	False	False	False	False	False	False	False	False	False	False	False	40.73	False	4.02278	False	False	0.07921213447978478	0.041288085734177644	7.867618395583862	0.745968688989723	131703	2623445	2648540	56726	0.5908	0.5542	0.8889	0.6025	0.6646	0.6602
NC_051817.1	16507341	16565029	57688	convergent	UTP23	LOC100687037	True	False	False	True	False	False	True	True	False	True	False		False		True	False	0.09231346836534457	0.04913313183460796	5.593397900534983	0.34926891723797393	36185	6502927	28844	6323						
NC_051817.1	24350676	24411685	61009	convergent	LOC119865453	LOC102151612	False	False	False	False	False	False	False	False	False	False	False	48.13	False	3.44548	False	False	0.08901795884946187	0.0473484372138727	5.331375833962125	0.24634286030510924	56180	6890712	689245	68335	0.4597	0.9271	0.8959	0.608	0.3808	0.6543
NC_051817.1	28001742	28068918	67176	convergent	LOC111098451	ADCY8	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.09794746376232433	0.05320407618155876	11.825270471899852	0.6394092925019568	10330	3236562	765306	45331						
NC_051817.1	29429036	29482883	53847	convergent	LOC102153335	LRRC6	True	True	False	False	False	False	False	True	False	False	False		False		False	False	0.09905222913820867	0.05445318276781544	14.465729828394343	1.2995744204902893	19041	1815933	548843	4221						
NC_051817.1	42409351	42467972	58621	convergent	LOC119865519	LOC119865447	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08055351099067876	0.04223739248375521	4.633254137912499	0.25010277292347227	538661	1692722	2586838	12374						
NC_051817.1	50196685	50266401	69716	convergent	LOC100683751	LOC100683821	True	True	False	False	False	False	False	False	False	False	False		False		False	False	0.07370511180894167	0.03834385685901268	4.647693584094951	0.42121903958455886	0	9485604	409888	55234						
NC_051818.1	5712360	5767938	55578	convergent	LOC102155278	LOC119867007	True	True	False	False	False	True	False	True	False	False	False		False		True	False	0.11655280699790492	0.06592683401592192	14.760394778277831	0.8843984113499762	0	178540	635945	12819						
NC_051818.1	9869905	9920386	50481	convergent	LOC119865745	LOC100688839	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08660454398060546	0.047008717947233776	5.389649851565052	0.5027555354720405	295145	939574	1435757	5374						
NC_051818.1	14495427	14554191	58764	convergent	LOC119874506	TEX47	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.08753854856904277	0.046396527416787556	6.186686988270088	0.4981537325465738	75191	4261752	1017370	1667						
NC_051818.1	19245636	19304857	59221	convergent	GNG11	BET1	True	True	False	False	False	False	True	True	False	False	False		False		False	False	0.09511763137556788	0.051802442286145306	5.6530379461561475	0.2831486393626097	25246	487998	56896	4565						
NC_051818.1	43701564	43775013	73449	convergent	ADCYAP1R1	LOC102154587	True	True	False	False	False	False	True	False	False	False	False		False		True	False	0.09419915973827736	0.05069984250665027	10.549039465919444	1.0315052242563587	0	3455569	193771	66581						
NC_051818.1	47079968	47131672	51704	convergent	LOC119867666	LOC111098822	True	False	False	False	False	False	True	True	False	False	False		False		False	False	0.0968141637178029	0.0526295198144247	17.367589006586957	1.2759027106489844	69180	6823101	213706	17480						
NC_051818.1	60626704	60697896	71192	convergent	LOC119866869	SLC13A1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.10151636972172223	0.055801391029728975	37.88494098732905	3.8417120379370586	212700	20379581	524509	20561						
NC_051819.1	3753627	3825487	71860	convergent	LOC119869470	LOC119881733	True	True	False	False	False	False	False	True	False	False	False		False		True	False	0.10482784999548829	0.05858571344869224	16.63978511618091	1.4358656028856287	0	1416851	687617	38048						
NC_051819.1	4205082	4273748	68666	convergent	LOC111098951	LOC102151429	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.10100221735847639	0.055974552545101065	28.049203035400147	2.984111016115803	164415	1866709	484368	12378						
NC_051819.1	20314140	20377667	63527	convergent	LOC119869464	LOC119869379	True	False	False	False	False	False	True	True	False	False	False		False		True	False	0.08817294243297401	0.04622185095732547	7.319343904030984	0.5889834107745476	95903	7255581	109665	26375						
NC_051819.1	23412529	23465999	53470	convergent	MYF5	LIN7A	True	False	False	False	False	False	False	True	False	False	False		False		False	False	0.09121581496413408	0.049359180505759825	8.288890714128478	0.7099009045085742	239264	4162220	871080	8007						
NC_051819.1	27740518	27794146	53628	convergent	LOC102154855	LOC100683898	True	False	False	False	False	True	True	True	False	True	False		False		True	False	0.08816116786703175	0.0467750291139275	5.841032013399765	0.42841784020996876	167332	165826	209721	11042						
NC_051819.1	27864256	27917940	53684	convergent	LOC111090020	RASSF9	True	False	False	False	False	True	True	True	False	True	False		False		True	False	0.08696003244978877	0.04575945942338614	6.9821559109995555	0.5921623020303186	108902	289592	85955	5459						
NC_051819.1	29615719	29672503	56784	convergent	LOC111098932	LOC111098894	True	False	False	False	False	False	False	True	False	False	False		False		True	False	0.08658735413495125	0.045331446407218486	6.08376371514669	0.4255720386099256	44111	2042605	586421	49328						
NC_051819.1	30913325	30967876	54551	convergent	LOC119869342	DUSP6	True	False	True	True	False	False	True	True	False	True	False		False		True	False	0.09928440178909806	0.05527212300814169	17.58349153508659	1.125885027836208	159400	2198128	27276	5775						
NC_051819.1	32255898	32317043	61145	convergent	LOC111090028	CCER1	True	False	False	False	False	False	True	True	False	False	False		False		False	False	0.09099983330963775	0.04935034130471386	9.394208731481148	0.6171938860301485	38530	852258	203487	9635						
