sampleName	Breed.Type	Category	BIOSAM.ID	run.IDs	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	includedInVCF	includedInAnalyses	effectiveAutosomalMeanCoverage	Sex	CNV.keep	SNP.keep
MANT000003	Manchester Terrier (Standard)	Breed_Dogs	SAMN15625913	SRR12330266		33491		NHGRI	Michigan		YES	YES	18.04	Female	TRUE	TRUE
MANT000004	Manchester Terrier (Standard)	Breed_Dogs	SAMN15626074	SRR12330089	FAM007368	33492		NHGRI	Uppsala		YES	YES	16.76	Female	TRUE	TRUE
MANT000005	Manchester Terrier (Standard)	Breed_Dogs	SAMN15626075	SRR12330088	FAM007369	33518		NHGRI	Uppsala		YES	YES	20.75	Male	TRUE	TRUE
MANT000006	Manchester Terrier (Standard)	Breed_Dogs	SAMN15626076	SRR12330087	FAM007370	33540		NHGRI	Uppsala		YES	YES	18.35	Female	TRUE	TRUE
MANT000007	Manchester Terrier (Standard)	Breed_Dogs			MAT010A1	FAM005694		Helsinki	Helsinki		YES	YES	17.94	Male	TRUE	TRUE
MANT000008	Manchester Terrier (Standard)	Breed_Dogs			MAT033A1	FAM005695		Helsinki	Helsinki		YES	YES	18.86	Female	TRUE	TRUE
MANT000009	Manchester Terrier (Standard)	Breed_Dogs			FAM005424	MT001		Bern	Bern		YES	YES	19.68	Female	TRUE	TRUE
MARM000001	Maremma Sheepdog	Breed_Dogs			MR001	FAM005503		Bern	Bern		YES	YES	20.57	Male	TRUE	TRUE
MARM000002	Maremma Sheepdog	Breed_Dogs			MR009	FAM005504		Bern	Bern		YES	YES	18.56	Female	TRUE	TRUE
MARM000003	Maremma Sheepdog	Breed_Dogs			MR025	FAM005505		Bern	Bern		YES	YES	18.91	Male	TRUE	TRUE
MARM000004	Maremma Sheepdog	Breed_Dogs			MAR002A2	FAM005688		Helsinki	Helsinki		YES	YES	19.05	Male	TRUE	TRUE
MARM000005	Maremma Sheepdog	Breed_Dogs			MAR004A1	FAM005689		Helsinki	Helsinki		YES	YES	20.43	Female	TRUE	TRUE
MARM000006	Maremma Sheepdog	Breed_Dogs			MAR005A1	FAM005690		Helsinki	Helsinki		YES	YES	20.96	Female	TRUE	TRUE
MAST000001	Mastiff	Breed_Dogs	SAMN15625914	SRR12330265	FAM007371	24151		NHGRI	Uppsala		YES	YES	17.05	Male	TRUE	TRUE
MAST000002	Mastiff	Breed_Dogs	SAMN15625915	SRR12330264	FAM007372	30097		NHGRI	Uppsala		YES	YES	17.05	Male	TRUE	TRUE
MAST000003	Mastiff	Breed_Dogs			MAS010A1	FAM005691		Helsinki	Helsinki		YES	YES	18.63	Female	TRUE	TRUE
MAST000004	Mastiff	Breed_Dogs			MAS011A1	FAM005692		Helsinki	Helsinki		YES	YES	19.48	Female	TRUE	TRUE
MAST000005	Mastiff	Breed_Dogs			MAS012A1	FAM005693		Helsinki	Helsinki		YES	YES	18.57	Male	TRUE	TRUE
MAST000006	Mastiff	Breed_Dogs	SAMN19522879	SRR14750465	FAM006570	2-ADN7910		Rennes	Michigan		YES	YES	22.93	Male	TRUE	TRUE
MBLT000001	Miniature Bull Terrier	Breed_Dogs	SAMN15625916	SRR12330263	FAM007373	11474		NHGRI	Uppsala		YES	YES	16.66	Male	TRUE	TRUE
MBLT000002	Miniature Bull Terrier	Breed_Dogs			MB012	FAM005500		Bern	Bern		YES	YES	18.14	Male	TRUE	TRUE
MBLT000003	Miniature Bull Terrier	Breed_Dogs			MB025	FAM005501		Bern	Bern		YES	YES	17.23	Female	TRUE	TRUE
MBLT000004	Miniature Bull Terrier	Breed_Dogs			MB041	FAM005502		Bern	Bern		YES	YES	17.68	Female	TRUE	TRUE
MCUR000001	Mountain Cur	Breed_Dogs	SAMN15625917	SRR12330262	FAM007376	9321		NHGRI	Uppsala		YES	YES	17.9	Male	TRUE	TRUE
MCUR000002	Mountain Cur	Breed_Dogs	SAMN15625918	SRR12330261	FAM007377	33066		NHGRI	Uppsala		NO	NO	17.78	Female	TRUE	FALSE
MCUR000003	Mountain Cur	Breed_Dogs	SAMN15625919	SRR12330260	FAM007378	33173		NHGRI	Uppsala		NO	NO	10.46	Female	TRUE	FALSE
MCUR000004	Mountain Cur	Breed_Dogs	SAMN15625920	SRR12330259	FAM007379	33312		NHGRI	Uppsala		YES	YES	16.26	Female	TRUE	TRUE
MJMA000001	Majorca Mastiff	Breed_Dogs			MAD001A3	FAM006758		Helsinki	Helsinki		YES	YES	19.71	Female	TRUE	TRUE
MJMA000002	Majorca Mastiff	Breed_Dogs			MAD002A1	FAM006759		Helsinki	Helsinki		YES	YES	18.28	Male	TRUE	TRUE
MJMA000003	Majorca Mastiff	Breed_Dogs			MAD005A1	FAM006760		Helsinki	Helsinki		YES	YES	19.21	Female	TRUE	TRUE
MOBD000001	Mongolian Bankhar Dog	Village_Dogs			FAM000291	MN11		Cornell	Uppsala		YES	YES	18.6	Male	TRUE	TRUE
MOBD000002	Mongolian Bankhar Dog	Village_Dogs			FAM000292	MN25		Cornell	Uppsala		NO	NO	5.94	Female	FALSE	FALSE
MOBD000003	Mongolian Bankhar Dog	Village_Dogs			FAM000293	MN26		Cornell	Uppsala		NO	NO	8.67	Female	TRUE	FALSE
MOBD000004	Mongolian Bankhar Dog	Village_Dogs			FAM000294	MN42		Cornell	Uppsala		YES	YES	12.72	Male	TRUE	FALSE
MOBD000005	Mongolian Bankhar Dog	Village_Dogs			FAM000295	MN38		Cornell	Uppsala		NO	NO	9.39	Female	TRUE	FALSE
MPIN000001	Miniature Pinscher	Breed_Dogs	SAMN15625921	SRR12330257	FAM007374	12874		NHGRI	Uppsala		YES	YES	16.32	Male	TRUE	TRUE
MPIN000002	Miniature Pinscher	Breed_Dogs			RP004	FAM005447		Bern	Bern		YES	YES	17.02	Female	TRUE	TRUE
MPIN000003	Miniature Pinscher	Breed_Dogs			RP009	FAM005638		Bern	Bern		YES	YES	19.4	Female	TRUE	TRUE
MPIN000004	Miniature Pinscher	Breed_Dogs	SAMN19522880	SRR14750466	FAM006520	2-ADN4093		Rennes	Michigan		YES	YES	18.44	Female	TRUE	TRUE
MPIN000005	Pinscher	Mixed/Other	SAMN19522881	SRR14750467	FAM005934	2-ADN12394		Rennes	Michigan		YES	NO	17.7	Male	TRUE	FALSE
MPIN000006	Pinscher	Mixed/Other	SAMN19522882	SRR14750469	FAM006538	2-ADN5149		Rennes	Michigan		YES	NO	18.33	Male	TRUE	FALSE
MPIN000007	Unknown	Breed_Dogs	SAMN19522883	SRR14750470	FAM006596	2-ADN9191		Rennes	Michigan		YES	NO	20.04	Female	TRUE	FALSE
MPOO000001	Miniature Poodle	Breed_Dogs			PL170	FAM005624		Bern	Bern		YES	YES	18.29	Male	TRUE	TRUE
MSNZ000001	Miniature Schnauzer	Breed_Dogs	SAMN15625922	SRR12330256	FAM007375	24692		NHGRI	Uppsala		YES	YES	22.57	Female	TRUE	TRUE
MSNZ000002	Miniature Schnauzer	Breed_Dogs			ZZ005	FAM005544		Bern	Bern		YES	YES	18.3	Male	TRUE	TRUE
MSNZ000003	Miniature Schnauzer	Breed_Dogs			KSN715A1	FAM005659		Helsinki	Helsinki		YES	YES	18.14	Female	TRUE	TRUE
MSNZ000004	Miniature Schnauzer	Breed_Dogs	SAMN19522884	SRR14750471	FAM005891	3-ADN0427		Rennes	Michigan		YES	YES	19.77	Male	TRUE	TRUE
MUDI000001	Mudi	Breed_Dogs	SAMN15625923	SRR12330255	FAM007271	33142		NHGRI	Michigan		YES	YES	19.34	Female	TRUE	TRUE
MUDI000002	Mudi	Breed_Dogs	SAMN15625924	SRR12330254	FAM007274	33179		NHGRI	Michigan		YES	YES	20.45	Male	TRUE	TRUE
MUDI000003	Mudi	Breed_Dogs			MU028	FAM005506		Bern	Bern		YES	YES	18.11	Female	TRUE	TRUE
MUDI000004	Mudi	Breed_Dogs			MU030	FAM005507		Bern	Bern		NO	NO	11.91	Male	TRUE	FALSE
MUDI000005	Mudi	Breed_Dogs			MUD137B1	FAM005705		Helsinki	Helsinki		YES	YES	21.87	Male	TRUE	TRUE
MUDI000006	Mudi	Breed_Dogs			MUD152A1	FAM005706		Helsinki	Helsinki		YES	YES	20.1	Female	TRUE	TRUE
NBUH000001	Norwegian Buhund	Breed_Dogs	SAMN15625925	SRR12330253	FAM007108	25380		NHGRI	Michigan		YES	YES	20.41	Male	TRUE	TRUE
NBUH000002	Norwegian Buhund	Breed_Dogs	SAMN15626066	SRR12330098	FAM007381	31794		NHGRI	Uppsala		NO	NO	11.21	Female	TRUE	FALSE
NBUH000003	Norwegian Buhund	Breed_Dogs			NBH001B1	FAM005713		Helsinki	Helsinki		YES	YES	20.45	Female	TRUE	TRUE
NBUH000004	Norwegian Buhund	Breed_Dogs			NBH010A1	FAM005714		Helsinki	Helsinki		YES	YES	19.74	Female	TRUE	TRUE
NBUH000005	Norwegian Buhund	Breed_Dogs			NBH015A1	FAM005715		Helsinki	Helsinki		YES	YES	19.53	Male	TRUE	TRUE
NBUH000006	Norwegian Buhund	Breed_Dogs			NBH037A1	FAM005716		Helsinki	Helsinki		YES	YES	17.84	Male	TRUE	TRUE
NEAP000001	Neapolitan Mastiff	Breed_Dogs	SAMN15625926	SRR12330252	FAM007217	23560		NHGRI	Michigan		YES	YES	22.36	Male	TRUE	TRUE
NEAP000002	Neapolitan Mastiff	Breed_Dogs	SAMN15625927	SRR12330251	FAM007218	23561		NHGRI	Michigan		YES	YES	19.16	Male	TRUE	TRUE
NEAP000003	Neapolitan Mastiff	Breed_Dogs			NAP001A1	FAM005712		Helsinki	Helsinki		YES	YES	19.96	Male	TRUE	TRUE
NEAP000004	Neapolitan Mastiff	Breed_Dogs	SAMN19522885	SRR14750472	FAM006521	2-ADN4099		Rennes	Michigan		YES	YES	17.48	Female	TRUE	TRUE
NEAP000005	Neapolitan Mastiff	Breed_Dogs	SAMN19522886	SRR14750473	FAM006594	2-ADN9085		Rennes	Michigan		YES	YES	21.66	Male	TRUE	TRUE
NELK000001	Norwegian Elkhound	Breed_Dogs	SAMN15625928	SRR12330250	FAM007037	1011		NHGRI	Michigan		YES	YES	19.37	Male	TRUE	TRUE
NELK000002	Norwegian Elkhound	Breed_Dogs	SAMN15625929	SRR12330249	FAM007038	1012		NHGRI	Michigan		YES	YES	19.05	Female	TRUE	TRUE
NELK000003	Norwegian Elkhound	Breed_Dogs	SAMN15625930	SRR12330248	FAM007154	31276		NHGRI	Michigan		YES	YES	19.94	Male	TRUE	TRUE
NELK000004	Norwegian Elkhound	Breed_Dogs	SAMN15625931	SRR12330246	FAM007162	31968		NHGRI	Michigan		YES	YES	20.59	Male	TRUE	TRUE
NELK000005	Norwegian Elkhound	Breed_Dogs			HNH018A2	FAM005348		Helsinki	Helsinki		YES	YES	17.66	Male	TRUE	TRUE
NELK000006	Norwegian Elkhound	Breed_Dogs			HNH094A2	FAM005349		Helsinki	Helsinki		YES	YES	18.54	Male	TRUE	TRUE
NELK000007	Norwegian Elkhound	Breed_Dogs			HNH153A2	FAM005350		Helsinki	Helsinki		YES	YES	20.95	Male	TRUE	TRUE
NEWF000001	Newfoundland	Breed_Dogs	SAMN15626065	SRR12330099	FAM007380	29395		NHGRI	Uppsala		YES	YES	15.97	Male	TRUE	TRUE
NEWF000002	Newfoundland	Breed_Dogs	SAMN15625932	SRR12330245	FAM007240	29596		NHGRI	Michigan		YES	YES	18.65	Male	TRUE	TRUE
NEWF000003	Newfoundland	Breed_Dogs			NF038	FAM005614		Bern	Bern		YES	YES	16.34	Female	TRUE	TRUE
NEWF000004	Newfoundland	Breed_Dogs			NF045	FAM005615		Bern	Bern		YES	YES	19.49	Female	TRUE	TRUE
NEWF000005	Newfoundland	Breed_Dogs			NFK216A1	FAM005718		Helsinki	Helsinki		YES	YES	18.45	Male	TRUE	TRUE
NEWF000006	Newfoundland	Breed_Dogs	SAMN19522887	SRR14750474	FAM006531	2-ADN4467		Rennes	Michigan		YES	YES	19.07	Male	TRUE	TRUE
NLUN000001	Norwegian Lundehund	Breed_Dogs	SAMN15625933	SRR12330244	FAM007151	31115		NHGRI	Michigan		YES	YES	16.12	Male	TRUE	TRUE
NLUN000002	Norwegian Lundehund	Breed_Dogs	SAMN15625934	SRR12330243	FAM007159	31832		NHGRI	Michigan		YES	YES	22.31	Female	TRUE	TRUE
NLUN000003	Norwegian Lundehund	Breed_Dogs	SAMN15625935	SRR12330242	FAM007160	31833		NHGRI	Michigan		YES	YES	19.57	Male	TRUE	TRUE
NLUN000004	Norwegian Lundehund	Breed_Dogs			LK002A1	FAM005675		Helsinki	Helsinki		YES	YES	21.16	Female	TRUE	TRUE
NLUN000005	Norwegian Lundehund	Breed_Dogs			LK038A1	FAM005676		Helsinki	Helsinki		YES	YES	20.66	Male	TRUE	TRUE
NORB000001	Norrbottenspitz	Breed_Dogs			POH013A2	FAM005750		Helsinki	Helsinki		YES	YES	18.11	Male	TRUE	TRUE
NORB000002	Norrbottenspitz	Breed_Dogs			POH039A1	FAM005751		Helsinki	Helsinki		YES	YES	19.35	Female	TRUE	TRUE
NORB000003	Norrbottenspitz	Breed_Dogs			POH051A1	FAM005752		Helsinki	Helsinki		YES	YES	17.61	Female	TRUE	TRUE
NORB000004	Norrbottenspitz	Breed_Dogs			POH124A1	FAM005754		Helsinki	Helsinki		YES	YES	21.2	Female	TRUE	TRUE
NORB000005	Norrbottenspitz	Breed_Dogs			POH141A1	FAM005755		Helsinki	Helsinki		YES	YES	18.9	Male	TRUE	TRUE
NORF000001	Norfolk Terrier	Breed_Dogs	SAMN15625936	SRR12330241	FAM007184	4675		NHGRI	Michigan		YES	YES	21.06	Female	TRUE	TRUE
NORF000002	Norfolk Terrier	Breed_Dogs	SAMN15625937	SRR12330240	FAM007185	5353		NHGRI	Michigan		YES	YES	19.22	Male	TRUE	TRUE
NORF000003	Norfolk Terrier	Breed_Dogs			NOR008	FAM005431		Bern	Bern		YES	YES	18.66	Female	TRUE	TRUE
NORF000004	Norfolk Terrier	Breed_Dogs			NOR010	FAM005432		Bern	Bern		YES	YES	17.56	Male	TRUE	TRUE
NORF000005	Norfolk Terrier	Breed_Dogs			NOR013	FAM005616		Bern	Bern		YES	YES	17.87	Male	TRUE	TRUE
NORF000006	Norfolk Terrier	Breed_Dogs			NFT086A1	FAM005719		Helsinki	Helsinki		YES	YES	18.25	Female	TRUE	TRUE
NORF000007	Norfolk Terrier	Breed_Dogs			NFT133A1	FAM005720		Helsinki	Helsinki		YES	YES	19.49	Female	TRUE	TRUE
NOWT000001	Norwich Terrier	Breed_Dogs	SAMN15626067	SRR12330097	FAM007382	25012		NHGRI	Uppsala		YES	YES	16.8	Female	TRUE	TRUE
NOWT000002	Norwich Terrier	Breed_Dogs	SAMN15626068	SRR12330096	FAM007383	25013		NHGRI	Uppsala		YES	YES	16.84	Male	TRUE	TRUE
NOWT000003	Norwich Terrier	Breed_Dogs			NW127	FAM005620		Bern	Bern		YES	YES	19.65	Female	TRUE	TRUE
NOWT000004	Norwich Terrier	Breed_Dogs			NW173	FAM005621		Bern	Bern		YES	YES	19.44	Male	TRUE	TRUE
NOWT000005	Norwich Terrier	Breed_Dogs			NWT008A1P	FAM005721		Helsinki	Helsinki		YES	YES	20.55	Male	TRUE	TRUE
NOWT000006	Norwich Terrier	Breed_Dogs			NWT060A1	FAM005722		Helsinki	Helsinki		YES	YES	19.18	Female	TRUE	TRUE
NSDT000001	Nova Scotia Duck Tolling Retriever	Breed_Dogs	SAMN15625938	SRR12330239	FAM007089	13604		NHGRI	Michigan		YES	YES	20.37	Female	TRUE	TRUE
NSDT000002	Nova Scotia Duck Tolling Retriever	Breed_Dogs	SAMN15625939	SRR12330238	FAM007104	21992		NHGRI	Michigan		YES	YES	19.08	Female	TRUE	TRUE
NSDT000003	Nova Scotia Duck Tolling Retriever	Breed_Dogs			NR003	FAM005617		Bern	Bern		YES	YES	18.02	Female	TRUE	TRUE
NSDT000004	Nova Scotia Duck Tolling Retriever	Breed_Dogs			NCN909A1	FAM005717		Helsinki	Helsinki		YES	YES	19.75	Male	TRUE	TRUE
OEBD000001	Olde English Bulldogge	Breed_Dogs			VEB001A1	FAM005866		Helsinki	Helsinki		YES	YES	19.72	Female	TRUE	TRUE
OEBD000002	Olde English Bulldogge	Breed_Dogs			VEB002A1	FAM005867		Helsinki	Helsinki		YES	YES	18.35	Female	TRUE	TRUE
OEBD000003	Olde English Bulldogge	Breed_Dogs			VEB003A1	FAM005868		Helsinki	Helsinki		YES	YES	20.4	Male	TRUE	TRUE
OLES000001	Old English Sheepdog	Breed_Dogs	SAMN15625940	SRR12330237	FAM007047	5990		NHGRI	Michigan		YES	YES	19.35	Female	TRUE	TRUE
OLES000002	Old English Sheepdog	Breed_Dogs	SAMN15625941	SRR12330235	FAM007048	6003		NHGRI	Michigan		YES	YES	20.81	Male	TRUE	TRUE
OLES000003	Old English Sheepdog	Breed_Dogs	SAMN15625942	SRR12330234	FAM007049	6014		NHGRI	Michigan		YES	YES	17.98	Female	TRUE	TRUE
OLES000004	Old English Sheepdog	Breed_Dogs			OS007	FAM005434		Bern	Bern		YES	YES	17.19	Female	TRUE	TRUE
OLES000005	Old English Sheepdog	Breed_Dogs			OS008	FAM005435		Bern	Bern		YES	YES	17.3	Female	TRUE	TRUE
OLES000006	Old English Sheepdog	Breed_Dogs			VEL046A1	FAM005869		Helsinki	Helsinki		YES	YES	19.26	Female	TRUE	TRUE
OLES000007	Old English Sheepdog	Breed_Dogs	SAMN19522888	SRR14750475	FAM006598	2-ADN9438		Rennes	Michigan		YES	YES	27.37	Male	TRUE	TRUE
OLGS000001	Old German Shepherd	Breed_Dogs			AH002	FAM005385		Bern	Bern		YES	YES	19.44	Female	TRUE	TRUE
OLGS000002	Old German Shepherd	Breed_Dogs			AH003	FAM005386		Bern	Bern		YES	YES	18.39	Female	TRUE	TRUE
OLGS000003	Old German Shepherd	Breed_Dogs			AH004	FAM005387		Bern	Bern		YES	YES	17.14	Female	TRUE	TRUE
OLGS000004	Old German Shepherd	Breed_Dogs			AH006	FAM005388		Bern	Bern		YES	YES	17.52	Male	TRUE	TRUE
OLGS000005	Old German Shepherd	Breed_Dogs			AH008	FAM005389		Bern	Bern		YES	YES	18.91	Male	TRUE	TRUE
OLGS000006	Old German Shepherd	Breed_Dogs			AH007	FAM005634		Bern	Bern		YES	YES	16.95	Male	TRUE	TRUE
OTTR000001	Otterhound	Breed_Dogs	SAMN15625943	SRR12330233	FAM007109	26411		NHGRI	Michigan		YES	YES	20.9	Female	TRUE	TRUE
OTTR000002	Otterhound	Breed_Dogs	SAMN15625944	SRR12330232	FAM007110	26412		NHGRI	Michigan		YES	YES	20.93	Male	TRUE	TRUE
OTTR000003	Otterhound	Breed_Dogs	SAMN15625945	SRR12330231	FAM007111	26413		NHGRI	Michigan		YES	YES	20.78	Female	TRUE	TRUE
OTTR000004	Otterhound	Breed_Dogs			SAU001A1	FAM006778		Helsinki	Helsinki		YES	YES	16.56	Female	TRUE	TRUE
OTTR000005	Otterhound	Breed_Dogs			SAU056A1	FAM006779		Helsinki	Helsinki		YES	YES	16.68	Female	TRUE	TRUE
OTTR000006	Otterhound	Breed_Dogs			SAU057A1	FAM006780		Helsinki	Helsinki		YES	YES	19	Male	TRUE	TRUE
OTTR000007	Otterhound	Breed_Dogs			SAU058A1	FAM006781		Helsinki	Helsinki		YES	YES	18.83	Female	TRUE	TRUE
PAPI000001	Continental toy Spaniel (Papillon)	Breed_Dogs	SAMN15625946	SRR12330230	FAM007216	22902		NHGRI	Michigan		YES	YES	19.77	Male	TRUE	TRUE
PAPI000002	Continental toy Spaniel (Papillon)	Breed_Dogs	SAMN15625947	SRR12330229	FAM007237	27882		NHGRI	Michigan		YES	YES	18.44	Male	TRUE	TRUE
PAPI000003	Continental toy Spaniel (Papillon)	Breed_Dogs			PA021	FAM005513		Bern	Bern		YES	YES	18.43	Male	TRUE	TRUE
PAPI000004	Continental toy Spaniel (Papillon)	Breed_Dogs			PA026	FAM005514		Bern	Bern		YES	YES	19.75	Female	TRUE	TRUE
PAPI000005	Continental toy Spaniel (Papillon)	Breed_Dogs			PAP035A1	FAM005727		Helsinki	Helsinki		YES	YES	22.88	Male	TRUE	TRUE
PAPI000006	Continental toy Spaniel (Papillon)	Breed_Dogs			PAP048A1	FAM005728		Helsinki	Helsinki		YES	YES	18.48	Male	TRUE	TRUE
PARS000001	Parson Russell Terrier	Breed_Dogs	SAMN15626069	SRR12330095	FAM007384	12325		NHGRI	Uppsala		YES	YES	17.06	Male	TRUE	TRUE
PARS000002	Parson Russell Terrier	Breed_Dogs			PR023	FAM005516		Bern	Bern		YES	YES	18.84	Female	TRUE	TRUE
PARS000003	Parson Russell Terrier	Breed_Dogs			PR033	FAM005517		Bern	Bern		YES	YES	17.93	Male	TRUE	TRUE
PARS000004	Parson Russell Terrier	Breed_Dogs			PRT242A1	FAM006809		Helsinki	Helsinki		YES	YES	17.12	Female	TRUE	TRUE
PARS000005	Parson Russell Terrier	Breed_Dogs	SAMN19522889	SRR14750476	FAM006569	2-ADN7767		Rennes	Michigan		YES	YES	20.52	Female	TRUE	TRUE
PASP000001	Pont-Audemer spaniel	Breed_Dogs			POS002A1	FAM006770		Helsinki	Helsinki		YES	YES	19.22	Male	TRUE	TRUE
PASP000002	Pont-Audemer spaniel	Breed_Dogs			POS006A1	FAM006771		Helsinki	Helsinki		NO	NO	16.89	Female	TRUE	FALSE
PASP000003	Pont-Audemer spaniel	Breed_Dogs			POS014B1	FAM006772		Helsinki	Helsinki		YES	YES	17.04	Male	TRUE	TRUE
PASP000004	Pont-Audemer spaniel	Breed_Dogs			POS016A1	FAM006773		Helsinki	Helsinki		YES	YES	18.58	Male	TRUE	TRUE
PASP000005	Pont-Audemer spaniel	Breed_Dogs			POS020B1	FAM006774		Helsinki	Helsinki		YES	YES	16.46	Female	TRUE	TRUE
PASP000006	Pont-Audemer spaniel	Breed_Dogs	SAMN19522890	SRR14750325	FAM006601	3-ADN9623		Rennes	Michigan		YES	YES	20.14	Female	TRUE	TRUE
PASP000007	Pont-Audemer spaniel	Breed_Dogs	SAMN19522891	SRR14750326	FAM006602	3-ADN9624		Rennes	Michigan		YES	YES	18.27	Female	TRUE	TRUE
PATR000001	Patterdale Terrier	Breed_Dogs			PT001	FAM005442		Bern	Bern		YES	YES	20.41	Female	TRUE	TRUE
PATR000002	Patterdale Terrier	Breed_Dogs			PDT001A1	FAM005729		Helsinki	Helsinki		YES	YES	19.08	Male	TRUE	TRUE
PATR000003	Patterdale Terrier	Breed_Dogs			PDT002A1	FAM005730		Helsinki	Helsinki		YES	YES	20.39	Male	TRUE	TRUE
PATR000004	Patterdale Terrier	Breed_Dogs			PDT003A1	FAM005731		Helsinki	Helsinki		YES	YES	20.07	Male	TRUE	TRUE
PBGA000001	Petit Bleu de Gascogne	Breed_Dogs			GL001	FAM005415		Bern	Bern		YES	YES	21.67	Female	TRUE	TRUE
PBGA000002	Petit Bleu de Gascogne	Breed_Dogs	SAMN19522892	SRR14750328	FAM005907	3-ADN10914		Rennes	Michigan		YES	YES	20.01	Female	TRUE	TRUE
PBGA000003	Petit Bleu de Gascogne	Breed_Dogs	SAMN19522893	SRR14750329	FAM006510	3-ADN3666		Rennes	Michigan		YES	YES	18.93	Female	TRUE	TRUE
PBGA000004	Petit Bleu de Gascogne	Breed_Dogs	SAMN19522894	SRR14750330	FAM006600	3-ADN9537		Rennes	Michigan		YES	YES	19.54	Female	TRUE	TRUE
PBGR000001	Brussels Griffon (smooth)	Breed_Dogs			GRI010A1	FAM005344		Helsinki	Helsinki		YES	YES	22.01	Male	TRUE	TRUE
PBGR000002	Brussels Griffon (smooth)	Breed_Dogs			GRI068A1	FAM005345		Helsinki	Helsinki		YES	YES	20.65	Male	TRUE	TRUE
PBGV000001	Petit Basset Griffon Vendeen	Breed_Dogs	SAMN15625948	SRR12330228	FAM007060	9402		NHGRI	Michigan		YES	YES	20.45	Female	TRUE	TRUE
PBGV000002	Petit Basset Griffon Vendeen	Breed_Dogs	SAMN15625949	SRR12330227	FAM007061	9419		NHGRI	Michigan		YES	YES	18.47	Male	TRUE	TRUE
PBGV000003	Petit Basset Griffon Vendeen	Breed_Dogs	SAMN15625950	SRR12330226	FAM007074	12353		NHGRI	Michigan		YES	YES	18.93	Male	TRUE	TRUE
PBGV000004	Petit Basset Griffon Vendeen	Breed_Dogs			BGV015	FAM005226		Helsinki	Helsinki		YES	YES	20.78	Male	TRUE	TRUE
PBGV000005	Petit Basset Griffon Vendeen	Breed_Dogs			BGV034	FAM005227		Helsinki	Helsinki		YES	YES	21.91	Female	TRUE	TRUE
PBGV000006	Petit Basset Griffon Vendeen	Breed_Dogs			BGV056	FAM005229		Helsinki	Helsinki		YES	YES	21.06	Male	TRUE	TRUE
PBGV000007	Petit Basset Griffon Vendeen	Breed_Dogs			BGV228	FAM005230		Helsinki	Helsinki		YES	YES	22.79	Male	TRUE	TRUE
PBGV000008	Petit Basset Griffon Vendeen	Breed_Dogs			BGV262	FAM005231		Helsinki	Helsinki		YES	YES	23.43	Female	TRUE	TRUE
PBGV000009	Petit Basset Griffon Vendeen	Breed_Dogs	SAMN15626077	SRR12330086	FAM007385	11478		NHGRI	Uppsala		YES	YES	17.29	Male	TRUE	TRUE
PBGV000010	Petit Basset Griffon Vendeen	Breed_Dogs			PG001	FAM005438		Bern	Bern		YES	YES	19.01	Male	TRUE	TRUE
PBGV000011	Unknown	Breed_Dogs	SAMN19522895	SRR14750331	FAM006611	3-ADNPR3684		Rennes	Michigan		YES	NO	18.27	Female	TRUE	FALSE
PBGV000012	Petit Basset Griffon Vendeen	Breed_Dogs	SAMN19522896	SRR14750332	FAM006613	3-ADNPR3911_2		Rennes	Michigan		YES	YES	21.71	Female	TRUE	TRUE
PEKE000001	Pekingese	Breed_Dogs			KIK009A1	FAM005649		Helsinki	Helsinki		YES	YES	19.48	Female	TRUE	TRUE
PEKE000002	Pekingese	Breed_Dogs			KIK010A1	FAM005650		Helsinki	Helsinki		YES	YES	19.98	Female	TRUE	TRUE
PEKE000003	Pekingese	Breed_Dogs			KIK011A1	FAM005651		Helsinki	Helsinki		YES	YES	19.87	Male	TRUE	TRUE
PEMB000001	Pembroke Welsh Corgi	Breed_Dogs	SAMN19522897	SRR14750333	FAM005923	3-ADN11817		Rennes	Michigan		YES	YES	20.54	Female	TRUE	TRUE
PERH000001	Peruvian Hairless	Breed_Dogs			PH001	FAM005439		Bern	Bern		YES	YES	19.76	Male	TRUE	TRUE
PERH000002	Peruvian Hairless	Breed_Dogs			PH009	FAM005440		Bern	Bern		YES	YES	16.99	Female	TRUE	TRUE
PERH000003	Peruvian Hairless	Breed_Dogs			PH010	FAM005441		Bern	Bern		YES	YES	18.18	Female	TRUE	TRUE
PERH000004	Peruvian Hairless	Breed_Dogs			PKI032A1	FAM005739		Helsinki	Helsinki		YES	YES	18.07	Male	TRUE	TRUE
PERH000005	Peruvian Hairless	Breed_Dogs			PKK119A1P	FAM005740		Helsinki	Helsinki		YES	YES	19.01	Female	TRUE	TRUE
PHAL000001	Continental toy Spaniel (Phalene)	Breed_Dogs			PHA060A1	FAM005733		Helsinki	Helsinki		YES	YES	18.29	Male	TRUE	TRUE
PHAL000002	Continental toy Spaniel (Phalene)	Breed_Dogs			PHA061A1	FAM005734		Helsinki	Helsinki		YES	YES	17.47	Female	TRUE	TRUE
PHAL000003	Continental toy Spaniel (Phalene)	Breed_Dogs			PHA082A1	FAM005735		Helsinki	Helsinki		YES	YES	18.93	Male	TRUE	TRUE
PHAL000004	Continental toy Spaniel (Phalene)	Breed_Dogs			PHA092A1	FAM005736		Helsinki	Helsinki		YES	YES	21.41	Female	TRUE	TRUE
